service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,25,3,0,1773,0.893,1.0,0.943,0.998
redis_energy_Anomaly,54,36,0,1711,0.6,1.0,0.75,0.98
ts-account-mongo_energy_Anomaly,94,29,0,1678,0.764,1.0,0.866,0.984
ts-admin-basic-info-service_energy_Anomaly,89,23,0,1689,0.795,1.0,0.886,0.987
ts-admin-order-service_energy_Anomaly,7,0,0,1794,1.0,1.0,1.0,1.0
ts-admin-route-service_energy_Anomaly,83,17,0,1701,0.83,1.0,0.907,0.991
ts-admin-travel-service_energy_Anomaly,86,22,0,1693,0.796,1.0,0.886,0.988
ts-admin-user-service_energy_Anomaly,11,0,0,1790,1.0,1.0,1.0,1.0
ts-assurance-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-assurance-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-auth-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,24,0,0,1777,1.0,1.0,1.0,1.0
ts-basic-service_energy_Anomaly,20,2,0,1779,0.909,1.0,0.952,0.999
ts-cancel-service_energy_Anomaly,6,1,0,1794,0.857,1.0,0.923,0.999
ts-config-mongo_energy_Anomaly,15,3,0,1783,0.833,1.0,0.909,0.998
ts-config-service_energy_Anomaly,25,0,5,1771,1.0,0.833,0.909,0.997
ts-consign-mongo_energy_Anomaly,87,19,0,1695,0.821,1.0,0.902,0.989
ts-consign-price-mongo_energy_Anomaly,88,31,0,1682,0.739,1.0,0.85,0.983
ts-consign-price-service_energy_Anomaly,37,12,0,1752,0.755,1.0,0.86,0.993
ts-consign-service_energy_Anomaly,30,0,0,1771,1.0,1.0,1.0,1.0
ts-contacts-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
