service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,5,2,20,1774,0.714,0.2,0.312,0.988
redis_energy_Anomaly,10,0,44,1747,1.0,0.185,0.312,0.976
ts-account-mongo_energy_Anomaly,5,0,89,1707,1.0,0.053,0.101,0.951
ts-admin-basic-info-service_energy_Anomaly,12,5,77,1707,0.706,0.135,0.227,0.954
ts-admin-order-service_energy_Anomaly,5,0,2,1794,1.0,0.714,0.833,0.999
ts-admin-route-service_energy_Anomaly,13,4,70,1714,0.765,0.157,0.261,0.959
ts-admin-travel-service_energy_Anomaly,12,4,74,1711,0.75,0.14,0.236,0.957
ts-admin-user-service_energy_Anomaly,4,0,7,1790,1.0,0.364,0.534,0.996
ts-assurance-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-assurance-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-auth-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,9,2,15,1775,0.818,0.375,0.514,0.991
ts-basic-service_energy_Anomaly,10,1,10,1780,0.909,0.5,0.645,0.994
ts-cancel-service_energy_Anomaly,2,0,4,1795,1.0,0.333,0.5,0.998
ts-config-mongo_energy_Anomaly,3,2,12,1784,0.6,0.2,0.3,0.992
ts-config-service_energy_Anomaly,8,0,22,1771,1.0,0.267,0.421,0.988
ts-consign-mongo_energy_Anomaly,9,1,78,1713,0.9,0.103,0.185,0.956
ts-consign-price-mongo_energy_Anomaly,11,2,77,1711,0.846,0.125,0.218,0.956
ts-consign-price-service_energy_Anomaly,11,3,26,1761,0.786,0.297,0.431,0.984
ts-consign-service_energy_Anomaly,11,4,19,1767,0.733,0.367,0.489,0.987
ts-contacts-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-execute-service_energy_Anomaly,1,0,1,1799,1.0,0.5,0.667,0.999
ts-food-map-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-food-map-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-food-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-food-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
