service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-inside-payment-mongo_energy_Anomaly,7,1,66,1727,0.875,0.096,0.173,0.963
ts-inside-payment-service_energy_Anomaly,12,6,26,1757,0.667,0.316,0.429,0.982
ts-news-mongo_energy_Anomaly,8,2,75,1716,0.8,0.096,0.171,0.957
ts-news-service_energy_Anomaly,1,0,0,1800,1.0,1.0,1.0,1.0
ts-notification-service_energy_Anomaly,8,3,6,1784,0.727,0.571,0.64,0.995
ts-order-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-order-other-mongo_energy_Anomaly,5,2,7,1787,0.714,0.417,0.527,0.995
ts-order-other-service_energy_Anomaly,7,0,17,1777,1.0,0.292,0.452,0.991
ts-order-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-payment-mongo_energy_Anomaly,8,1,72,1720,0.889,0.1,0.18,0.959
ts-payment-service_energy_Anomaly,10,3,28,1760,0.769,0.263,0.392,0.983
ts-preserve-other-service_energy_Anomaly,8,4,9,1780,0.667,0.471,0.552,0.993
ts-preserve-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-price-mongo_energy_Anomaly,3,0,10,1788,1.0,0.231,0.375,0.994
ts-price-service_energy_Anomaly,8,0,13,1780,1.0,0.381,0.552,0.993
ts-rebook-mongo_energy_Anomaly,12,2,69,1718,0.857,0.148,0.252,0.961
ts-rebook-service_energy_Anomaly,12,7,62,1720,0.632,0.162,0.258,0.962
ts-route-mongo_energy_Anomaly,3,1,5,1792,0.75,0.375,0.5,0.997
ts-route-plan-service_energy_Anomaly,9,4,66,1722,0.692,0.12,0.205,0.961
ts-route-service_energy_Anomaly,6,0,14,1781,1.0,0.3,0.462,0.992
ts-seat-service_energy_Anomaly,7,0,12,1782,1.0,0.368,0.538,0.993
ts-security-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-security-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-station-mongo_energy_Anomaly,9,5,6,1781,0.643,0.6,0.621,0.994
ts-station-service_energy_Anomaly,10,0,8,1783,1.0,0.556,0.715,0.996
ts-ticket-office-mongo_energy_Anomaly,9,1,67,1724,0.9,0.118,0.209,0.962
ts-ticket-office-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-ticketinfo-service_energy_Anomaly,5,0,18,1778,1.0,0.217,0.357,0.99
ts-train-mongo_energy_Anomaly,4,1,4,1792,0.8,0.5,0.615,0.997
ts-train-service_energy_Anomaly,9,0,5,1787,1.0,0.643,0.783,0.997
ts-travel-mongo_energy_Anomaly,1,0,1,1799,1.0,0.5,0.667,0.999
ts-travel-plan-service_energy_Anomaly,18,9,41,1733,0.667,0.305,0.419,0.972
ts-travel-service_energy_Anomaly,7,0,7,1787,1.0,0.5,0.667,0.996
ts-travel2-mongo_energy_Anomaly,4,2,15,1780,0.667,0.211,0.321,0.991
ts-travel2-service_energy_Anomaly,8,1,12,1780,0.889,0.4,0.552,0.993
ts-ui-dashboard_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-user-mongo_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-user-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
ts-verification-code-service_energy_Anomaly,9,0,9,1783,1.0,0.5,0.667,0.995
ts-voucher-mysql_energy_Anomaly,10,4,17,1770,0.714,0.37,0.487,0.988
ts-voucher-service_energy_Anomaly,0,0,0,1801,0.0,0.0,0.0,1.0
