algorithm,scenario,service,users,column,start_time,end_time,avg_cpu_usage,avg_memory_usage,execution_time
knn,scenario_A,ts-order-service,1000,ts-admin-travel-service_energy,2024-08-28 15:23:15.628438,2024-08-28 15:23:16.884534,0.0,743.2265625,0 days 00:00:01.256096
lof,scenario_A,ts-order-service,1000,ts-admin-travel-service_energy,2024-08-28 15:23:17.837055,2024-08-28 15:23:18.909787,0.0,743.62890625,0 days 00:00:01.072732
svm,scenario_A,ts-order-service,1000,ts-admin-travel-service_energy,2024-08-28 15:23:19.350776,2024-08-28 15:23:20.671768,1.6,743.234375,0 days 00:00:01.320992
BIRCH,scenario_A,ts-order-service,1000,ts-admin-user-service_energy,2024-08-28 15:23:20.674513,2024-08-28 15:23:21.702655,0.0,743.234375,0 days 00:00:01.028142
iforest,scenario_A,ts-order-service,1000,ts-admin-user-service_energy,2024-08-28 15:23:22.246324,2024-08-28 15:23:23.372663,0.0,745.09765625,0 days 00:00:01.126339
knn,scenario_A,ts-order-service,1000,ts-admin-user-service_energy,2024-08-28 15:23:24.046638,2024-08-28 15:23:25.261308,0.0,743.59765625,0 days 00:00:01.214670
lof,scenario_A,ts-order-service,1000,ts-admin-user-service_energy,2024-08-28 15:23:25.987069,2024-08-28 15:23:27.098553,0.0,744.0,0 days 00:00:01.111484
svm,scenario_A,ts-order-service,1000,ts-admin-user-service_energy,2024-08-28 15:23:27.839881,2024-08-28 15:23:29.169587,0.0,743.62890625,0 days 00:00:01.329706
BIRCH,scenario_A,ts-order-service,1000,ts-assurance-mongo_energy,2024-08-28 15:23:29.169587,2024-08-28 15:23:30.191062,0.0,743.65234375,0 days 00:00:01.021475
iforest,scenario_A,ts-order-service,1000,ts-assurance-mongo_energy,2024-08-28 15:23:30.806845,2024-08-28 15:23:31.935588,0.0,744.9140625,0 days 00:00:01.128743
knn,scenario_A,ts-order-service,1000,ts-assurance-mongo_energy,2024-08-28 15:23:32.936162,2024-08-28 15:23:34.105780,0.0,743.79296875,0 days 00:00:01.169618
lof,scenario_A,ts-order-service,1000,ts-assurance-mongo_energy,2024-08-28 15:23:34.628750,2024-08-28 15:23:35.708975,0.0,743.9453125,0 days 00:00:01.080225
svm,scenario_A,ts-order-service,1000,ts-assurance-mongo_energy,2024-08-28 15:23:36.305510,2024-08-28 15:23:37.775751,0.0,743.59375,0 days 00:00:01.470241
BIRCH,scenario_A,ts-order-service,1000,ts-assurance-service_energy,2024-08-28 15:23:37.778525,2024-08-28 15:23:38.813885,0.0,743.59375,0 days 00:00:01.035360
iforest,scenario_A,ts-order-service,1000,ts-assurance-service_energy,2024-08-28 15:23:39.516357,2024-08-28 15:23:40.613206,0.0,744.87890625,0 days 00:00:01.096849
knn,scenario_A,ts-order-service,1000,ts-assurance-service_energy,2024-08-28 15:23:41.070406,2024-08-28 15:23:42.302458,0.0,743.515625,0 days 00:00:01.232052
lof,scenario_A,ts-order-service,1000,ts-assurance-service_energy,2024-08-28 15:23:42.986875,2024-08-28 15:23:44.105765,0.0,743.921875,0 days 00:00:01.118890
svm,scenario_A,ts-order-service,1000,ts-assurance-service_energy,2024-08-28 15:23:45.138239,2024-08-28 15:23:46.766775,0.0,743.51953125,0 days 00:00:01.628536
BIRCH,scenario_A,ts-order-service,1000,ts-auth-mongo_energy,2024-08-28 15:23:46.769784,2024-08-28 15:23:47.806525,0.0,743.51953125,0 days 00:00:01.036741
iforest,scenario_A,ts-order-service,1000,ts-auth-mongo_energy,2024-08-28 15:23:48.680841,2024-08-28 15:23:49.786772,0.0,745.7890625,0 days 00:00:01.105931
knn,scenario_A,ts-order-service,1000,ts-auth-mongo_energy,2024-08-28 15:23:50.262475,2024-08-28 15:23:51.427763,0.0,743.81640625,0 days 00:00:01.165288
lof,scenario_A,ts-order-service,1000,ts-auth-mongo_energy,2024-08-28 15:23:51.861477,2024-08-28 15:23:52.951793,0.0,744.21875,0 days 00:00:01.090316
svm,scenario_A,ts-order-service,1000,ts-auth-mongo_energy,2024-08-28 15:23:53.430667,2024-08-28 15:23:54.811864,0.0,743.8203125,0 days 00:00:01.381197
BIRCH,scenario_A,ts-order-service,1000,ts-auth-service_energy,2024-08-28 15:23:54.811864,2024-08-28 15:23:55.849119,0.0,743.8203125,0 days 00:00:01.037255
iforest,scenario_A,ts-order-service,1000,ts-auth-service_energy,2024-08-28 15:23:56.356419,2024-08-28 15:23:57.472342,0.0,744.7734375,0 days 00:00:01.115923
knn,scenario_A,ts-order-service,1000,ts-auth-service_energy,2024-08-28 15:23:58.137986,2024-08-28 15:23:59.361612,0.0,743.53125,0 days 00:00:01.223626
lof,scenario_A,ts-order-service,1000,ts-auth-service_energy,2024-08-28 15:24:00.306950,2024-08-28 15:24:01.392607,0.0,743.9609375,0 days 00:00:01.085657
svm,scenario_A,ts-order-service,1000,ts-auth-service_energy,2024-08-28 15:24:01.818169,2024-08-28 15:24:03.117302,0.0,743.4375,0 days 00:00:01.299133
BIRCH,scenario_A,ts-order-service,1000,ts-avatar-service_energy,2024-08-28 15:24:03.132309,2024-08-28 15:24:04.183180,0.0,743.5,0 days 00:00:01.050871
iforest,scenario_A,ts-order-service,1000,ts-avatar-service_energy,2024-08-28 15:24:04.714848,2024-08-28 15:24:05.801658,0.0,744.93359375,0 days 00:00:01.086810
knn,scenario_A,ts-order-service,1000,ts-avatar-service_energy,2024-08-28 15:24:06.264889,2024-08-28 15:24:07.414034,0.0,744.05859375,0 days 00:00:01.149145
lof,scenario_A,ts-order-service,1000,ts-avatar-service_energy,2024-08-28 15:24:07.843848,2024-08-28 15:24:08.940535,0.0,744.3359375,0 days 00:00:01.096687
svm,scenario_A,ts-order-service,1000,ts-avatar-service_energy,2024-08-28 15:24:09.358168,2024-08-28 15:24:10.708473,0.0,743.93359375,0 days 00:00:01.350305
BIRCH,scenario_A,ts-order-service,1000,ts-basic-service_energy,2024-08-28 15:24:10.710632,2024-08-28 15:24:11.753028,0.0,743.93359375,0 days 00:00:01.042396
iforest,scenario_A,ts-order-service,1000,ts-basic-service_energy,2024-08-28 15:24:12.223355,2024-08-28 15:24:13.308583,1.6,746.328125,0 days 00:00:01.085228
knn,scenario_A,ts-order-service,1000,ts-basic-service_energy,2024-08-28 15:24:14.007319,2024-08-28 15:24:15.156335,0.0,743.95703125,0 days 00:00:01.149016
lof,scenario_A,ts-order-service,1000,ts-basic-service_energy,2024-08-28 15:24:15.605412,2024-08-28 15:24:16.692671,0.0,744.359375,0 days 00:00:01.087259
svm,scenario_A,ts-order-service,1000,ts-basic-service_energy,2024-08-28 15:24:17.257675,2024-08-28 15:24:18.537272,0.0,743.96875,0 days 00:00:01.279597
BIRCH,scenario_A,ts-order-service,1000,ts-cancel-service_energy,2024-08-28 15:24:18.540161,2024-08-28 15:24:19.568385,0.0,743.96875,0 days 00:00:01.028224
iforest,scenario_A,ts-order-service,1000,ts-cancel-service_energy,2024-08-28 15:24:20.053570,2024-08-28 15:24:21.150391,0.0,745.765625,0 days 00:00:01.096821
knn,scenario_A,ts-order-service,1000,ts-cancel-service_energy,2024-08-28 15:24:21.683264,2024-08-28 15:24:22.848441,0.0,744.26953125,0 days 00:00:01.165177
lof,scenario_A,ts-order-service,1000,ts-cancel-service_energy,2024-08-28 15:24:23.298574,2024-08-28 15:24:24.404681,0.0,744.671875,0 days 00:00:01.106107
svm,scenario_A,ts-order-service,1000,ts-cancel-service_energy,2024-08-28 15:24:24.846377,2024-08-28 15:24:26.230218,0.0,744.3203125,0 days 00:00:01.383841
BIRCH,scenario_A,ts-order-service,1000,ts-config-mongo_energy,2024-08-28 15:24:26.233218,2024-08-28 15:24:27.261543,0.0,744.3203125,0 days 00:00:01.028325
iforest,scenario_A,ts-order-service,1000,ts-config-mongo_energy,2024-08-28 15:24:27.994168,2024-08-28 15:24:29.093299,0.0,745.91015625,0 days 00:00:01.099131
knn,scenario_A,ts-order-service,1000,ts-config-mongo_energy,2024-08-28 15:24:29.528932,2024-08-28 15:24:30.691520,0.0,744.03515625,0 days 00:00:01.162588
lof,scenario_A,ts-order-service,1000,ts-config-mongo_energy,2024-08-28 15:24:31.157848,2024-08-28 15:24:32.246744,0.0,744.4375,0 days 00:00:01.088896
svm,scenario_A,ts-order-service,1000,ts-config-mongo_energy,2024-08-28 15:24:32.689643,2024-08-28 15:24:33.994196,0.0,744.03515625,0 days 00:00:01.304553
BIRCH,scenario_A,ts-order-service,1000,ts-config-service_energy,2024-08-28 15:24:33.994196,2024-08-28 15:24:35.046081,0.0,744.03515625,0 days 00:00:01.051885
iforest,scenario_A,ts-order-service,1000,ts-config-service_energy,2024-08-28 15:24:35.770697,2024-08-28 15:24:36.852484,0.0,745.421875,0 days 00:00:01.081787
knn,scenario_A,ts-order-service,1000,ts-config-service_energy,2024-08-28 15:24:37.450346,2024-08-28 15:24:38.608740,0.0,744.171875,0 days 00:00:01.158394
lof,scenario_A,ts-order-service,1000,ts-config-service_energy,2024-08-28 15:24:39.083555,2024-08-28 15:24:40.168301,0.0,744.44921875,0 days 00:00:01.084746
svm,scenario_A,ts-order-service,1000,ts-config-service_energy,2024-08-28 15:24:40.848294,2024-08-28 15:24:42.163895,0.0,744.171875,0 days 00:00:01.315601
BIRCH,scenario_A,ts-order-service,1000,ts-consign-mongo_energy,2024-08-28 15:24:42.163895,2024-08-28 15:24:43.233494,0.0,744.171875,0 days 00:00:01.069599
iforest,scenario_A,ts-order-service,1000,ts-consign-mongo_energy,2024-08-28 15:24:43.729549,2024-08-28 15:24:44.811577,0.0,746.0078125,0 days 00:00:01.082028
knn,scenario_A,ts-order-service,1000,ts-consign-mongo_energy,2024-08-28 15:24:45.295047,2024-08-28 15:24:46.445622,0.0,744.6328125,0 days 00:00:01.150575
lof,scenario_A,ts-order-service,1000,ts-consign-mongo_energy,2024-08-28 15:24:46.877615,2024-08-28 15:24:47.992142,0.0,744.78515625,0 days 00:00:01.114527
svm,scenario_A,ts-order-service,1000,ts-consign-mongo_energy,2024-08-28 15:24:48.445710,2024-08-28 15:24:49.723489,0.0,744.5078125,0 days 00:00:01.277779
BIRCH,scenario_A,ts-order-service,1000,ts-consign-price-mongo_energy,2024-08-28 15:24:49.723489,2024-08-28 15:24:50.755683,0.0,744.5078125,0 days 00:00:01.032194
iforest,scenario_A,ts-order-service,1000,ts-consign-price-mongo_energy,2024-08-28 15:24:51.222186,2024-08-28 15:24:52.321617,0.0,746.53515625,0 days 00:00:01.099431
knn,scenario_A,ts-order-service,1000,ts-consign-price-mongo_energy,2024-08-28 15:24:53.054112,2024-08-28 15:24:54.219759,0.0,744.53515625,0 days 00:00:01.165647
lof,scenario_A,ts-order-service,1000,ts-consign-price-mongo_energy,2024-08-28 15:24:54.668880,2024-08-28 15:24:55.740087,0.0,744.8125,0 days 00:00:01.071207
svm,scenario_A,ts-order-service,1000,ts-consign-price-mongo_energy,2024-08-28 15:24:56.150785,2024-08-28 15:24:57.433324,0.0,744.625,0 days 00:00:01.282539
BIRCH,scenario_A,ts-order-service,1000,ts-consign-price-service_energy,2024-08-28 15:24:57.448331,2024-08-28 15:24:58.500118,0.0,744.6875,0 days 00:00:01.051787
iforest,scenario_A,ts-order-service,1000,ts-consign-price-service_energy,2024-08-28 15:24:59.018486,2024-08-28 15:25:00.113899,0.0,746.48828125,0 days 00:00:01.095413
knn,scenario_A,ts-order-service,1000,ts-consign-price-service_energy,2024-08-28 15:25:00.547074,2024-08-28 15:25:01.762456,0.0,745.2421875,0 days 00:00:01.215382
lof,scenario_A,ts-order-service,1000,ts-consign-price-service_energy,2024-08-28 15:25:02.295651,2024-08-28 15:25:03.412795,0.0,745.39453125,0 days 00:00:01.117144
svm,scenario_A,ts-order-service,1000,ts-consign-price-service_energy,2024-08-28 15:25:03.844038,2024-08-28 15:25:05.210124,0.0,745.15234375,0 days 00:00:01.366086
BIRCH,scenario_A,ts-order-service,1000,ts-consign-service_energy,2024-08-28 15:25:05.210124,2024-08-28 15:25:06.262279,0.0,745.15234375,0 days 00:00:01.052155
iforest,scenario_A,ts-order-service,1000,ts-consign-service_energy,2024-08-28 15:25:07.082221,2024-08-28 15:25:08.207996,0.0,746.21484375,0 days 00:00:01.125775
knn,scenario_A,ts-order-service,1000,ts-consign-service_energy,2024-08-28 15:25:08.690419,2024-08-28 15:25:09.855690,0.0,744.83984375,0 days 00:00:01.165271
lof,scenario_A,ts-order-service,1000,ts-consign-service_energy,2024-08-28 15:25:10.287704,2024-08-28 15:25:11.387109,0.0,745.1171875,0 days 00:00:01.099405
svm,scenario_A,ts-order-service,1000,ts-consign-service_energy,2024-08-28 15:25:11.803074,2024-08-28 15:25:13.151750,0.0,744.83984375,0 days 00:00:01.348676
BIRCH,scenario_A,ts-order-service,1000,ts-contacts-mongo_energy,2024-08-28 15:25:13.168553,2024-08-28 15:25:14.203226,0.0,744.83984375,0 days 00:00:01.034673
iforest,scenario_A,ts-order-service,1000,ts-contacts-mongo_energy,2024-08-28 15:25:14.653916,2024-08-28 15:25:15.749275,0.0,746.8125,0 days 00:00:01.095359
knn,scenario_A,ts-order-service,1000,ts-contacts-mongo_energy,2024-08-28 15:25:16.215513,2024-08-28 15:25:17.381920,0.0,745.4375,0 days 00:00:01.166407
lof,scenario_A,ts-order-service,1000,ts-contacts-mongo_energy,2024-08-28 15:25:18.028951,2024-08-28 15:25:19.124425,0.0,745.59375,0 days 00:00:01.095474
svm,scenario_A,ts-order-service,1000,ts-contacts-mongo_energy,2024-08-28 15:25:19.546274,2024-08-28 15:25:20.827993,0.0,745.359375,0 days 00:00:01.281719
BIRCH,scenario_A,ts-order-service,1000,ts-contacts-service_energy,2024-08-28 15:25:20.827993,2024-08-28 15:25:21.859973,0.0,745.359375,0 days 00:00:01.031980
iforest,scenario_A,ts-order-service,1000,ts-contacts-service_energy,2024-08-28 15:25:22.324670,2024-08-28 15:25:23.409103,0.0,746.27734375,0 days 00:00:01.084433
knn,scenario_A,ts-order-service,1000,ts-contacts-service_energy,2024-08-28 15:25:23.808315,2024-08-28 15:25:24.977489,0.0,745.15234375,0 days 00:00:01.169174
lof,scenario_A,ts-order-service,1000,ts-contacts-service_energy,2024-08-28 15:25:25.423719,2024-08-28 15:25:26.505801,0.0,745.3046875,0 days 00:00:01.082082
svm,scenario_A,ts-order-service,1000,ts-contacts-service_energy,2024-08-28 15:25:26.973320,2024-08-28 15:25:28.253734,0.0,745.02734375,0 days 00:00:01.280414
BIRCH,scenario_A,ts-order-service,1000,ts-execute-service_energy,2024-08-28 15:25:28.254291,2024-08-28 15:25:29.286478,0.0,745.02734375,0 days 00:00:01.032187
iforest,scenario_A,ts-order-service,1000,ts-execute-service_energy,2024-08-28 15:25:29.753126,2024-08-28 15:25:30.851887,0.0,746.5,0 days 00:00:01.098761
knn,scenario_A,ts-order-service,1000,ts-execute-service_energy,2024-08-28 15:25:31.505097,2024-08-28 15:25:32.653498,0.0,745.25,0 days 00:00:01.148401
lof,scenario_A,ts-order-service,1000,ts-execute-service_energy,2024-08-28 15:25:33.069412,2024-08-28 15:25:34.157146,0.0,745.40234375,0 days 00:00:01.087734
svm,scenario_A,ts-order-service,1000,ts-execute-service_energy,2024-08-28 15:25:34.598361,2024-08-28 15:25:35.882416,0.0,745.20703125,0 days 00:00:01.284055
BIRCH,scenario_A,ts-order-service,1000,ts-food-map-mongo_energy,2024-08-28 15:25:35.897370,2024-08-28 15:25:36.929923,0.0,745.20703125,0 days 00:00:01.032553
iforest,scenario_A,ts-order-service,1000,ts-food-map-mongo_energy,2024-08-28 15:25:37.412300,2024-08-28 15:25:38.511632,0.0,747.265625,0 days 00:00:01.099332
knn,scenario_A,ts-order-service,1000,ts-food-map-mongo_energy,2024-08-28 15:25:38.927721,2024-08-28 15:25:40.093131,0.0,745.515625,0 days 00:00:01.165410
lof,scenario_A,ts-order-service,1000,ts-food-map-mongo_energy,2024-08-28 15:25:40.546317,2024-08-28 15:25:41.614260,0.0,745.66796875,0 days 00:00:01.067943
svm,scenario_A,ts-order-service,1000,ts-food-map-mongo_energy,2024-08-28 15:25:42.325894,2024-08-28 15:25:43.606525,0.0,745.390625,0 days 00:00:01.280631
BIRCH,scenario_A,ts-order-service,1000,ts-food-map-service_energy,2024-08-28 15:25:43.606525,2024-08-28 15:25:44.638679,0.0,745.390625,0 days 00:00:01.032154
iforest,scenario_A,ts-order-service,1000,ts-food-map-service_energy,2024-08-28 15:25:45.122381,2024-08-28 15:25:46.238104,0.0,746.796875,0 days 00:00:01.115723
knn,scenario_A,ts-order-service,1000,ts-food-map-service_energy,2024-08-28 15:25:46.720275,2024-08-28 15:25:47.869697,0.0,745.30859375,0 days 00:00:01.149422
lof,scenario_A,ts-order-service,1000,ts-food-map-service_energy,2024-08-28 15:25:48.409103,2024-08-28 15:25:49.519753,0.0,745.5859375,0 days 00:00:01.110650
svm,scenario_A,ts-order-service,1000,ts-food-map-service_energy,2024-08-28 15:25:49.967235,2024-08-28 15:25:51.316321,0.0,745.203125,0 days 00:00:01.349086
BIRCH,scenario_A,ts-order-service,1000,ts-food-mongo_energy,2024-08-28 15:25:51.316321,2024-08-28 15:25:52.365235,0.0,745.21875,0 days 00:00:01.048914
iforest,scenario_A,ts-order-service,1000,ts-food-mongo_energy,2024-08-28 15:25:52.898085,2024-08-28 15:25:53.997361,0.0,746.90234375,0 days 00:00:01.099276
knn,scenario_A,ts-order-service,1000,ts-food-mongo_energy,2024-08-28 15:25:54.429654,2024-08-28 15:25:55.595702,0.0,745.40234375,0 days 00:00:01.166048
lof,scenario_A,ts-order-service,1000,ts-food-mongo_energy,2024-08-28 15:25:56.278223,2024-08-28 15:25:57.379135,0.0,745.6796875,0 days 00:00:01.100912
svm,scenario_A,ts-order-service,1000,ts-food-mongo_energy,2024-08-28 15:25:57.810450,2024-08-28 15:25:59.175801,0.0,745.6328125,0 days 00:00:01.365351
BIRCH,scenario_A,ts-order-service,1000,ts-food-service_energy,2024-08-28 15:25:59.177678,2024-08-28 15:26:00.207810,0.0,745.6328125,0 days 00:00:01.030132
iforest,scenario_A,ts-order-service,1000,ts-food-service_energy,2024-08-28 15:26:00.690460,2024-08-28 15:26:01.790542,0.0,746.91015625,0 days 00:00:01.100082
knn,scenario_A,ts-order-service,1000,ts-food-service_energy,2024-08-28 15:26:02.239756,2024-08-28 15:26:03.388292,0.0,745.84765625,0 days 00:00:01.148536
lof,scenario_A,ts-order-service,1000,ts-food-service_energy,2024-08-28 15:26:03.854902,2024-08-28 15:26:04.963238,0.0,746.125,0 days 00:00:01.108336
svm,scenario_A,ts-order-service,1000,ts-food-service_energy,2024-08-28 15:26:05.407128,2024-08-28 15:26:06.768391,0.0,745.72265625,0 days 00:00:01.361263
BIRCH,scenario_A,ts-order-service,1000,ts-inside-payment-mongo_energy,2024-08-28 15:26:06.768391,2024-08-28 15:26:07.813591,0.0,745.72265625,0 days 00:00:01.045200
iforest,scenario_A,ts-order-service,1000,ts-inside-payment-mongo_energy,2024-08-28 15:26:08.516741,2024-08-28 15:26:09.632596,0.0,747.01953125,0 days 00:00:01.115855
knn,scenario_A,ts-order-service,1000,ts-inside-payment-mongo_energy,2024-08-28 15:26:10.131863,2024-08-28 15:26:11.297852,0.0,745.89453125,0 days 00:00:01.165989
lof,scenario_A,ts-order-service,1000,ts-inside-payment-mongo_energy,2024-08-28 15:26:11.799466,2024-08-28 15:26:12.879601,0.0,746.296875,0 days 00:00:01.080135
svm,scenario_A,ts-order-service,1000,ts-inside-payment-mongo_energy,2024-08-28 15:26:13.328424,2024-08-28 15:26:14.682537,0.0,745.8984375,0 days 00:00:01.354113
BIRCH,scenario_A,ts-order-service,1000,ts-inside-payment-service_energy,2024-08-28 15:26:14.694248,2024-08-28 15:26:15.722491,0.0,745.8984375,0 days 00:00:01.028243
iforest,scenario_A,ts-order-service,1000,ts-inside-payment-service_energy,2024-08-28 15:26:16.225000,2024-08-28 15:26:17.344842,0.0,747.23046875,0 days 00:00:01.119842
knn,scenario_A,ts-order-service,1000,ts-inside-payment-service_energy,2024-08-28 15:26:17.775438,2024-08-28 15:26:18.943658,0.0,745.85546875,0 days 00:00:01.168220
lof,scenario_A,ts-order-service,1000,ts-inside-payment-service_energy,2024-08-28 15:26:19.676816,2024-08-28 15:26:20.793583,0.0,746.1328125,0 days 00:00:01.116767
svm,scenario_A,ts-order-service,1000,ts-inside-payment-service_energy,2024-08-28 15:26:21.238658,2024-08-28 15:26:22.525719,0.0,745.734375,0 days 00:00:01.287061
BIRCH,scenario_A,ts-order-service,1000,ts-news-mongo_energy,2024-08-28 15:26:22.525719,2024-08-28 15:26:23.552686,0.0,745.734375,0 days 00:00:01.026967
iforest,scenario_A,ts-order-service,1000,ts-news-mongo_energy,2024-08-28 15:26:24.005434,2024-08-28 15:26:25.118514,0.0,747.39453125,0 days 00:00:01.113080
knn,scenario_A,ts-order-service,1000,ts-news-mongo_energy,2024-08-28 15:26:25.550851,2024-08-28 15:26:26.699707,0.0,745.7734375,0 days 00:00:01.148856
lof,scenario_A,ts-order-service,1000,ts-news-mongo_energy,2024-08-28 15:26:27.185974,2024-08-28 15:26:28.253173,0.0,746.05078125,0 days 00:00:01.067199
svm,scenario_A,ts-order-service,1000,ts-news-mongo_energy,2024-08-28 15:26:28.664870,2024-08-28 15:26:29.950205,0.0,745.8359375,0 days 00:00:01.285335
BIRCH,scenario_A,ts-order-service,1000,ts-news-service_energy,2024-08-28 15:26:29.962653,2024-08-28 15:26:30.996705,0.0,745.8359375,0 days 00:00:01.034052
iforest,scenario_A,ts-order-service,1000,ts-news-service_energy,2024-08-28 15:26:31.454361,2024-08-28 15:26:32.532355,1.6,746.23046875,0 days 00:00:01.077994
knn,scenario_A,ts-order-service,1000,ts-news-service_energy,2024-08-28 15:26:33.193648,2024-08-28 15:26:34.359220,0.0,746.23046875,0 days 00:00:01.165572
lof,scenario_A,ts-order-service,1000,ts-news-service_energy,2024-08-28 15:26:34.792188,2024-08-28 15:26:35.925821,0.0,746.5078125,0 days 00:00:01.133633
svm,scenario_A,ts-order-service,1000,ts-news-service_energy,2024-08-28 15:26:36.391024,2024-08-28 15:26:37.689502,0.0,746.234375,0 days 00:00:01.298478
BIRCH,scenario_A,ts-order-service,1000,ts-notification-service_energy,2024-08-28 15:26:37.695779,2024-08-28 15:26:38.721852,0.0,746.234375,0 days 00:00:01.026073
iforest,scenario_A,ts-order-service,1000,ts-notification-service_energy,2024-08-28 15:26:39.206237,2024-08-28 15:26:40.287395,0.0,747.640625,0 days 00:00:01.081158
knn,scenario_A,ts-order-service,1000,ts-notification-service_energy,2024-08-28 15:26:40.737399,2024-08-28 15:26:41.885613,0.0,746.390625,0 days 00:00:01.148214
lof,scenario_A,ts-order-service,1000,ts-notification-service_energy,2024-08-28 15:26:42.368956,2024-08-28 15:26:43.522029,1.5,746.66796875,0 days 00:00:01.153073
svm,scenario_A,ts-order-service,1000,ts-notification-service_energy,2024-08-28 15:26:44.318647,2024-08-28 15:26:45.615640,0.0,746.390625,0 days 00:00:01.296993
BIRCH,scenario_A,ts-order-service,1000,ts-order-mongo_energy,2024-08-28 15:26:45.625431,2024-08-28 15:26:46.681245,0.0,746.390625,0 days 00:00:01.055814
iforest,scenario_A,ts-order-service,1000,ts-order-mongo_energy,2024-08-28 15:26:47.313750,2024-08-28 15:26:48.412936,0.0,747.53125,0 days 00:00:01.099186
knn,scenario_A,ts-order-service,1000,ts-order-mongo_energy,2024-08-28 15:26:48.862588,2024-08-28 15:26:50.011407,0.0,745.78125,0 days 00:00:01.148819
lof,scenario_A,ts-order-service,1000,ts-order-mongo_energy,2024-08-28 15:26:50.444581,2024-08-28 15:26:51.527205,0.0,746.05859375,0 days 00:00:01.082624
svm,scenario_A,ts-order-service,1000,ts-order-mongo_energy,2024-08-28 15:26:51.976258,2024-08-28 15:26:53.258270,0.0,745.6640625,0 days 00:00:01.282012
BIRCH,scenario_A,ts-order-service,1000,ts-order-other-mongo_energy,2024-08-28 15:26:53.258270,2024-08-28 15:26:54.294129,0.0,745.75390625,0 days 00:00:01.035859
iforest,scenario_A,ts-order-service,1000,ts-order-other-mongo_energy,2024-08-28 15:26:54.756830,2024-08-28 15:26:55.856809,0.0,748.0859375,0 days 00:00:01.099979
knn,scenario_A,ts-order-service,1000,ts-order-other-mongo_energy,2024-08-28 15:26:56.272231,2024-08-28 15:26:57.421188,0.0,746.0859375,0 days 00:00:01.148957
lof,scenario_A,ts-order-service,1000,ts-order-other-mongo_energy,2024-08-28 15:26:58.224799,2024-08-28 15:26:59.333413,0.0,746.48828125,0 days 00:00:01.108614
svm,scenario_A,ts-order-service,1000,ts-order-other-mongo_energy,2024-08-28 15:26:59.750870,2024-08-28 15:27:01.021202,0.0,746.1328125,0 days 00:00:01.270332
BIRCH,scenario_A,ts-order-service,1000,ts-order-other-service_energy,2024-08-28 15:27:01.033665,2024-08-28 15:27:02.066642,0.0,746.1328125,0 days 00:00:01.032977
iforest,scenario_A,ts-order-service,1000,ts-order-other-service_energy,2024-08-28 15:27:02.549481,2024-08-28 15:27:03.664069,0.0,748.27734375,0 days 00:00:01.114588
knn,scenario_A,ts-order-service,1000,ts-order-other-service_energy,2024-08-28 15:27:04.131857,2024-08-28 15:27:05.282224,0.0,746.52734375,0 days 00:00:01.150367
lof,scenario_A,ts-order-service,1000,ts-order-other-service_energy,2024-08-28 15:27:05.713071,2024-08-28 15:27:06.807355,1.5,746.9296875,0 days 00:00:01.094284
svm,scenario_A,ts-order-service,1000,ts-order-other-service_energy,2024-08-28 15:27:07.248469,2024-08-28 15:27:08.531378,0.0,746.5703125,0 days 00:00:01.282909
BIRCH,scenario_A,ts-order-service,1000,ts-order-service_energy,2024-08-28 15:27:08.545068,2024-08-28 15:27:09.576654,0.0,746.5703125,0 days 00:00:01.031586
iforest,scenario_A,ts-order-service,1000,ts-order-service_energy,2024-08-28 15:27:10.325536,2024-08-28 15:27:11.411383,0.0,748.19921875,0 days 00:00:01.085847
knn,scenario_A,ts-order-service,1000,ts-order-service_energy,2024-08-28 15:27:11.807990,2024-08-28 15:27:12.972445,0.0,746.69921875,0 days 00:00:01.164455
lof,scenario_A,ts-order-service,1000,ts-order-service_energy,2024-08-28 15:27:13.389539,2024-08-28 15:27:14.466840,0.0,747.1015625,0 days 00:00:01.077301
svm,scenario_A,ts-order-service,1000,ts-order-service_energy,2024-08-28 15:27:14.871815,2024-08-28 15:27:16.269655,0.0,746.69921875,0 days 00:00:01.397840
BIRCH,scenario_A,ts-order-service,1000,ts-payment-mongo_energy,2024-08-28 15:27:16.270070,2024-08-28 15:27:17.303887,0.0,746.70703125,0 days 00:00:01.033817
iforest,scenario_A,ts-order-service,1000,ts-payment-mongo_energy,2024-08-28 15:27:17.768706,2024-08-28 15:27:18.867628,0.0,748.19140625,0 days 00:00:01.098922
knn,scenario_A,ts-order-service,1000,ts-payment-mongo_energy,2024-08-28 15:27:19.267431,2024-08-28 15:27:20.416064,1.5,746.56640625,0 days 00:00:01.148633
lof,scenario_A,ts-order-service,1000,ts-payment-mongo_energy,2024-08-28 15:27:21.085441,2024-08-28 15:27:22.208784,0.0,746.96875,0 days 00:00:01.123343
svm,scenario_A,ts-order-service,1000,ts-payment-mongo_energy,2024-08-28 15:27:22.697789,2024-08-28 15:27:23.979513,0.0,746.609375,0 days 00:00:01.281724
BIRCH,scenario_A,ts-order-service,1000,ts-payment-service_energy,2024-08-28 15:27:23.979513,2024-08-28 15:27:25.016401,0.0,746.609375,0 days 00:00:01.036888
iforest,scenario_A,ts-order-service,1000,ts-payment-service_energy,2024-08-28 15:27:25.478134,2024-08-28 15:27:26.593946,1.5,747.6796875,0 days 00:00:01.115812
