Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1228,0,4,7.0381371351034785,1.7295880243182182,77.31275912374258,8649.0,3.967621646313796,0.0,4,6,7,8,12,25,32,45,72,77,77
GET,/catalogue,6991,0,8,8.55511927856243,3.8251460064202547,65.78939314931631,2795.0,22.58765710861543,0.0,8,9,9,10,12,15,19,23,44,66,66
GET,/category.html,6991,0,5,5.601388809961622,1.5003359876573086,57.81990592367947,11518.0,22.58765710861543,0.0,5,6,7,8,10,12,15,18,40,58,58
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,767,0,5,5.804356824147674,1.9379369914531708,39.56390405073762,10364.0,2.4781480478197735,0.0,5,6,7,8,10,13,15,17,40,40,40
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,760,0,5,5.60695369801435,1.9043819047510624,35.12273705564439,10364.0,2.4555313120508835,0.0,5,6,7,8,9,12,17,20,35,35,35
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,781,0,5,5.740877106742845,1.9856849685311317,44.67174899764359,10364.0,2.5233815193575526,0.0,5,6,7,8,10,12,16,21,45,45,45
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,749,0,5,5.725308321416378,1.962462905794382,59.38799516297877,10364.0,2.4199907272712,0.0,5,6,7,7,10,11,15,20,59,59,59
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,808,0,5,5.51921430523369,1.6180591192096472,34.99695914797485,10364.0,2.610617500180413,0.0,5,6,7,7,10,12,14,17,35,35,35
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,800,0,5,5.5674189669662155,1.6227520536631346,22.886731894686818,10364.0,2.584769802158825,0.0,5,6,7,8,10,11,15,18,23,23,23
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,773,0,5,5.765701375147485,1.673406921327114,56.960551999509335,10364.0,2.4975338213359644,0.0,5,6,7,8,10,12,15,22,57,57,57
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,735,0,5,5.424278863027793,1.9260779954493046,22.215774981305003,10364.0,2.3747572557334204,0.0,5,6,7,8,10,11,14,15,22,22,22
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,773,0,5,5.781482074127797,1.7716821748763323,55.94918108545244,10364.0,2.4975338213359644,0.0,5,6,7,8,10,12,15,19,56,56,56
GET,/login,1227,0,59,60.88701753570457,50.27223192155361,121.0975581780076,13.0,3.964390684061098,0.0,59,60,62,63,68,81,91,95,100,120,120
,Aggregated,23383,0,6,9.47828492989028,1.5003359876573086,121.0975581780076,7812.83197194543,75.54959035484976,0.0,6,8,9,9,13,54,60,63,91,98,120
