Method,Name,Error,Occurrences
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),26
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",10
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),3
