service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_high,2,0,0,1798,1.0,1.0,1.0,1.0
carts-db_energy_Anomaly_high,6,4,0,1790,0.6,1.0,0.75,0.6
catalogue_energy_Anomaly_high,4,1,0,1795,0.8,1.0,0.889,0.8
catalogue-db_energy_Anomaly_high,10,7,0,1783,0.588,1.0,0.741,0.588
front-end_energy_Anomaly_high,31,1,0,1768,0.969,1.0,0.984,0.969
orders_energy_Anomaly_high,6,1,0,1793,0.857,1.0,0.923,0.857
orders-db_energy_Anomaly_high,80,0,44,1676,1.0,0.645,0.784,0.645
payment_energy_Anomaly_high,3,1,0,1796,0.75,1.0,0.857,0.75
queue-master_energy_Anomaly_high,6,0,5,1789,1.0,0.545,0.706,0.545
rabbitmq_energy_Anomaly_high,28,0,91,1681,1.0,0.235,0.381,0.235
shipping_energy_Anomaly_high,39,1,2,1758,0.975,0.951,0.963,0.929
user_energy_Anomaly_high,2,0,0,1798,1.0,1.0,1.0,1.0
user-db_energy_Anomaly_high,5,3,0,1792,0.625,1.0,0.769,0.625
