service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly,2,0,0,1798,1.0,1.0,1.0,1.0
carts-db_energy_Anomaly,6,4,0,1790,0.6,1.0,0.75,0.6
catalogue_energy_Anomaly,4,1,0,1795,0.8,1.0,0.889,0.8
catalogue-db_energy_Anomaly,10,7,0,1783,0.588,1.0,0.741,0.588
front-end_energy_Anomaly,31,20,0,1749,0.608,1.0,0.756,0.608
orders_energy_Anomaly,6,1,0,1793,0.857,1.0,0.923,0.857
orders-db_energy_Anomaly,124,0,0,1676,1.0,1.0,1.0,1.0
payment_energy_Anomaly,3,1,0,1796,0.75,1.0,0.857,0.75
queue-master_energy_Anomaly,11,0,0,1789,1.0,1.0,1.0,1.0
rabbitmq_energy_Anomaly,52,2,67,1679,0.963,0.437,0.601,0.43
shipping_energy_Anomaly,41,1,0,1758,0.976,1.0,0.988,0.976
user_energy_Anomaly,2,0,0,1798,1.0,1.0,1.0,1.0
user-db_energy_Anomaly,5,3,0,1792,0.625,1.0,0.769,0.625
