service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_low,0,0,2,1798,0.0,0.0,0.0,0.0
carts-db_energy_Anomaly_low,0,0,6,1794,0.0,0.0,0.0,0.0
catalogue_energy_Anomaly_low,0,0,4,1796,0.0,0.0,0.0,0.0
catalogue-db_energy_Anomaly_low,0,0,10,1790,0.0,0.0,0.0,0.0
front-end_energy_Anomaly_low,0,0,31,1769,0.0,0.0,0.0,0.0
orders_energy_Anomaly_low,0,0,6,1794,0.0,0.0,0.0,0.0
orders-db_energy_Anomaly_low,0,0,124,1676,0.0,0.0,0.0,0.0
payment_energy_Anomaly_low,0,0,3,1797,0.0,0.0,0.0,0.0
queue-master_energy_Anomaly_low,0,0,11,1789,0.0,0.0,0.0,0.0
rabbitmq_energy_Anomaly_low,0,0,119,1681,0.0,0.0,0.0,0.0
shipping_energy_Anomaly_low,0,0,41,1759,0.0,0.0,0.0,0.0
user_energy_Anomaly_low,0,0,2,1798,0.0,0.0,0.0,0.0
user-db_energy_Anomaly_low,0,0,5,1795,0.0,0.0,0.0,0.0
