service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly,2,0,0,1798,1.0,1.0,1.0,1.0
carts-db_energy_Anomaly,6,4,0,1790,0.6,1.0,0.75,0.6
catalogue_energy_Anomaly,3,0,1,1796,1.0,0.75,0.857,0.75
catalogue-db_energy_Anomaly,8,5,2,1785,0.615,0.8,0.695,0.533
front-end_energy_Anomaly,5,2,26,1767,0.714,0.161,0.263,0.152
orders_energy_Anomaly,4,1,2,1793,0.8,0.667,0.727,0.571
orders-db_energy_Anomaly,5,0,119,1676,1.0,0.04,0.077,0.04
payment_energy_Anomaly,3,1,0,1796,0.75,1.0,0.857,0.75
queue-master_energy_Anomaly,10,0,1,1789,1.0,0.909,0.952,0.909
rabbitmq_energy_Anomaly,7,2,112,1679,0.778,0.059,0.11,0.058
shipping_energy_Anomaly,4,0,37,1759,1.0,0.098,0.179,0.098
user_energy_Anomaly,2,0,0,1798,1.0,1.0,1.0,1.0
user-db_energy_Anomaly,5,3,0,1792,0.625,1.0,0.769,0.625
