Method,Name,Error,Occurrences
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),45
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",4
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),5
