time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,queue-master_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720444955.46,0.3155019159753318,0.19550334197628744,0.05120367330796071,0.03687487032854021,2.466468307131457,0.06307450534847217,0.005031936763458519,0.004829792458220252,0.002105506981303058,0.0728268345408192,0.0034858717939402796,0.05060621815292447,0.02560536489556614,39623484.913001984,8363447.763883383,1138420.3307785396,44209991.295245446,233438532.67278004,44139256.252053596,1998658.1725650139,354619.05442079704,27173221.38590424,13520759.193705179,28542688.657996077,1029798.4144960361,2050401.4657383657,7831671.683429998,4161390.7528199214,21264.114211550943,376.10416322333026,95972303.00886051,43354106.09324231,73.92034072657053,4168.547350378518,302.9977992713554,7621184.937913831,14110411.974133546,7781.098162422825,0,0,11661.10490468125,0,0,64674133.2739021,0,73.92034072657053,0,0,0,0,0,75.04580432392818,0,0,0,0,0,0,0,0,0.06858858039441922,0.042280002253523276,0.010213273189852046,0.009097260582133317,0.5058412712775836,0.01914349916851062,0.0013128212971364485,0.001739838715428149,0.0006611158675929362,0.01678198193349594,0.001032655168028723,0.01127332904635239,0.0043110709876514035
1720444960.46,0.33256805101021286,0.21081462580216048,0.05355229773980152,0.03831734461746785,2.7275194934900084,0.06768677778394143,0.004881619197482303,0.005526268286805324,0.002060874112933686,0.07004008916045593,0.006121424041257559,0.05524190457688023,0.026789560482993694,39942896.3883955,6959982.455824991,1455502.5358324144,35243408.369778045,258671987.5486309,44714780.28033581,2026303.2587415148,188528.67682497314,52795652.53948008,13465457.840128599,21552820.76041038,1032611.3208923914,2026835.303502792,7895152.1610420365,4155565.0626449287,978.4638000735023,149.9021025087376,113429136.8336271,43918499.94452457,74.94556565970761,4327.8834389945505,294.3533174035681,5695822.300160749,7103673.451473089,4258.961309035189,0,0,12074.994157933528,0,0,72606197.14215115,0,0,0,0,0,0,0,74.26209297265936,0,0,0,0,0,0,0,0,0.06836054997249014,0.052141137894858164,0.010114536985689006,0.009280038104321979,0.5073631157852146,0.021366993062642985,0.0014116362743160692,0.0018845718671360893,0.000615543748316207,0.017720120339663192,0.00265467718866212,0.011472677774588602,0.005364555532741589
1720444965.46,0.3330451825602371,0.21355475664999643,0.05362342564426022,0.03834563514811254,2.805786031412576,0.07050775059193505,0.004967001507321272,0.005456122748763851,0.0020675654263251813,0.07120974456889147,0.006142126411001268,0.05747977000126793,0.02823957480170726,38553114.4015575,7027132.275132275,1432382.0508199672,44454399.05444338,250487605.83967885,43676254.99304138,1987362.6184323858,183460.3529793915,54105917.920203276,13471500.100491494,21666540.280177962,1020642.8661993516,2045411.441446392,7616744.172754389,4187586.286873958,664.3359163813299,75.6445298071951,100308091.3754928,35757953.40430532,73.49985644559288,4213.231313386509,150.82945151252926,5701291.333978915,7141154.686178623,4228.875726783677,639936.6928614606,0,12171.921432195404,0,0,74037388.05782074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789283246356365,0.059190565397093,0.011737841102323426,0.010464586022420699,0.6206806985191013,0.022249881853492668,0.0015100713200410362,0.0019386166308383336,0.000711281223050887,0.016295274963558197,0.0026580885875893343,0.011476466008932866,0.005625502844013304
1720444970.46,0.3352876232665493,0.20854351781629155,0.052594912573040095,0.03865369932040443,2.797318203585194,0.06501575752299973,0.004768412709981336,0.005699941230652533,0.00202363908952414,0.07029757929247818,0.006032252522114273,0.05974902138098344,0.028707955602075154,47825744.62191857,7103026.664958548,1752300.6764852258,44332257.914801925,227520498.00014544,36894851.73917825,2622590.4186294554,183609.45655511206,79003063.64369568,15364866.607110951,21539034.139922507,686596.8571221667,2032603.1855829617,7874182.771673899,4232955.619406672,151.0018248511548,4390430.410519918,94259010.10835576,28996806.509548075,72.81130566171896,4216.655529267279,146.8231920422977,7427101.089869573,7099129.4685284,4226.8086030849445,635929.4438882315,0,12143.848026207426,0,0,68158962.1118464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06946327580346419,0.05243386676268577,0.01045571868296842,0.011107521823183468,0.5399019258317845,0.022386604217325166,0.001520715279444747,0.0020884346804935206,0.0007601399287504054,0.015101149593252833,0.002740592020917086,0.013691166291519202,0.006688662880050414
1720444975.46,0.33097345903467285,0.21074037237044624,0.052363534406785886,0.038679772150520084,2.805163030015541,0.06580163447968493,0.0049519228805272875,0.005502813612181253,0.002044444598568504,0.06954103709247565,0.0066339939269760674,0.05934852038426782,0.02900395951438848,45841648.45395494,8537336.36297002,1456228.5462490357,43696837.916825496,212969896.32708564,37382883.45836737,2671530.076413284,186202.31150247666,81524937.39481032,17931645.28494761,21720730.97795991,699370.4939796802,2009029.0647482013,7547575.426113737,4238833.10122407,150.4057577204127,4327310.352338942,111752229.86013229,29363996.7317834,74.16796436461088,3982.5353146211714,151.5101074552886,9477729.181117887,14309234.688226825,151.0519425442074,628912.8057553957,0,12084.145715751665,0,0,63841635.53242497,0,0,0,0,0,0,0,73.66906474820144,0,0,0,0,0,0,0,0,0.06957700315865241,0.052176467096013965,0.012856495565887742,0.011342344396657216,0.6320467173196327,0.02083942829109935,0.0013340265098359559,0.0019956475565433905,0.0006638378746598153,0.015027773925075203,0.002659449591122773,0.012741948738965206,0.006211375074940608
1720444980.46,0.3306243615896914,0.21223388713493593,0.05367587418359939,0.038760465063674435,2.7935915881531113,0.06444250512649063,0.0048658995927233235,0.005596940339679794,0.002040628891954068,0.07092285701299884,0.008103671903002858,0.05871971015205317,0.028387760685469207,46878577.67482264,8412457.673343327,1436869.6661828738,42875041.41063318,212773073.20568162,37379442.6241688,2670685.4194949768,361125.0540891389,54044375.39310345,15627351.404417783,28662861.490069855,1031104.5069653101,2030358.9445373267,5856.088026639641,3345260.245272455,74.31059506531204,4245993.338676641,99835680.5244586,22023893.309558302,74.14245633088967,3027.8378768210014,150.6574712643678,7553975.674938643,21239170.476573642,149.17599927160157,636045.6494875337,0,12058.590857369914,0,0,56070644.28881047,0,0,0,0,0,0,0,4317.220324198591,0,0,0,0,0,0,0,0,0.06983048474090561,0.05300385634332969,0.01299396044911927,0.011562028028578752,0.6319248258869226,0.022658489446781168,0.0013356219096122615,0.0019069592841698955,0.0006654627569667324,0.014802253687472835,0.0038037189989458572,0.012091049625791512,0.007172068710598995
1720444985.46,0.3303234225439202,0.21065641683250735,0.05359317870075722,0.03857296843893264,2.8032560417295387,0.05989589333996394,0.005014013622650702,0.005381953366750509,0.002238179135989549,0.06981310989170729,0.008048339407535453,0.05680747175544576,0.028032184518451873,47111747.13563453,8438542.533560084,1165170.3427338235,35175132.21676316,203385442.26485592,44457601.060890704,2762365.0570577323,359857.40395577345,53029437.27443338,13390368.486081839,36003420.48066492,1378529.3062419917,2054809.2360256435,6033.826792274397,3350444.1147736735,74.91129887706207,4354099.395444832,95751920.02230367,14553496.739971267,230.25465175108212,370.6049474312806,591.3093691352678,7549720.764590451,21355869.003181145,149.95423759838917,642927.3131394773,0,11930.672648985057,0,0,67345971.68930085,0,76.75155058369404,0,0,0,0,0,4363.930270578078,0,0,0,0,0,0,0,0,0.08429908631909891,0.062240700273473705,0.013085195502141971,0.013183068668591133,0.6461590465656326,0.020568155517462463,0.0014325616939269534,0.002003899068484587,0.0007546321689217399,0.01475993442465571,0.0038052329315652104,0.014390107408933983,0.007193263712045588
1720444990.46,0.32810189712901194,0.21114036912237127,0.054396114078686185,0.03922813526060739,2.8097253395008845,0.06323893057240607,0.004935349867950634,0.005681703476742919,0.002243796558613328,0.06945123826439988,0.007899074783583062,0.05817576912817887,0.028565897403524165,47196375.268699676,8515214.953271028,1446243.6324576256,44523866.97739799,222761038.77353847,36435953.425203264,1987694.3640969445,361679.01952940325,52892947.96522616,15578890.346902527,35385285.7426852,1380648.9330605085,2727368.941098973,5596.240026232375,4224672.897196262,74.5717042620205,4409567.565568009,79971344.25870901,14312672.908027451,220.76498805267607,372.4042622831582,589.7874331791429,7530317.903360278,20989214.826595344,149.66384098216895,640433.2949076869,0,11962.616822429907,0,0,82984674.77259055,0,73.58832935089202,0,0,0,0,0,4347.001884686464,0,0,0,0,0,0,0,0,0.08266512788598136,0.06231800152197999,0.013262004580784014,0.01157849572665224,0.6565276497688664,0.01839556071442651,0.0015222222758484404,0.0019992656175128387,0.0007576480612360976,0.017684106818550996,0.003897210245875518,0.012219040950285823,0.007260052397921994
1720444995.46,0.3163384622165558,0.21069824403878826,0.05412624840299326,0.03943880602136253,2.809764219503822,0.06308560705915771,0.005064881179246145,0.005481731655244179,0.0022816785214785163,0.06858217894851026,0.008013887638584028,0.05822376976152797,0.02859473515216271,47185800.63746472,8451362.44889098,1454345.3914947982,53285705.53618536,185228635.09386912,42866773.666643,2021069.880575724,534982.9559725861,53377229.89737536,13322959.79172693,36118984.22771127,1674441.1288745042,2745958.8829120924,4177.68873508788,5019330.318051888,0,4398097.662663493,57828921.164374895,14032894.254669415,224.72978657254157,220.46000932936238,520.7883026064844,5636665.316748626,21424417.052518956,218.51937474436718,644763.0977820352,0,11930.672648985057,0,0,68705084.14795005,0,74.90992885751386,0,0,0,0,0,4527.300862132489,0,0,0,0,0,0,0,0,0.09314538125420996,0.06264960249798984,0.013240823873585552,0.013415203575131427,0.6871627036961162,0.016494962583618367,0.0014359584716220324,0.0019107457381629107,0.000666030768625074,0.0179295340690065,0.003805592953264495,0.014451967252935799,0.008424580418849765
1720445000.46,0.3125858476793925,0.20971205148860997,0.054529982872990275,0.039429037088886384,2.8088039181858773,0.0613871128897147,0.005012786415361408,0.005756213262764631,0.002153080952808982,0.06903475046914571,0.008710302240222801,0.058505462749193785,0.028565749482478208,46363634.931715265,8416848.90426759,1495762.245624555,53913311.38238698,180433158.41952527,36649920.74592075,1377717.0208407056,546093.3264962274,79245394.84044942,15653410.971632628,28304369.428824563,1725204.3389035475,2066472.2756173299,4032.289820830872,5002334.486735871,0,4450063.090304999,39717164.66999033,7198358.974358975,152.57109865345578,225.0384587209728,441.8157303370786,5680311.039043854,20960052.651563097,225.15391380826736,646908.1768445957,0,11958.47750865052,0,0,77838401.0715083,0,76.28554932672789,0,0,0,0,0,4542.3628567203905,0,0,0,0,0,0,0,0,0.07744256120452686,0.07145562406277091,0.015770221862704797,0.013465934822469348,0.7128938317628263,0.014443292903311169,0.0016138808795043093,0.0019962094735115313,0.000756274783281095,0.017425609640472343,0.0041657168050611,0.014975484888099033,0.00863975873708106
1720445005.46,0.32067190809968876,0.21162254326599647,0.054656648209258495,0.0398325416133845,2.8167258196532416,0.06193223284158832,0.005247562172902586,0.005497666186843245,0.0022092058230354233,0.07018014107417803,0.008612960170697005,0.057879421026965486,0.028979048173763077,46915862.34876476,8499589.141225886,1487670.3767921398,51299009.94600739,161871705.6220052,36346573.156858854,1965196.3737647915,536468.69152152,80819062.00726046,13337504.93614709,28148282.550371826,1362990.662307873,2050968.0614921756,3857.7120915742953,5044685.346473444,0,8468223.92725206,58531194.264603674,7137398.891316517,145.33326236982631,221.10263423060314,525.6866268196986,5643361.289738249,20873249.041179754,221.93725504361805,642078.1126745059,0,11916.286342891432,0,0,75865218.59786141,0,72.66663118491316,0,0,0,0,0,4508.447836216543,0,0,0,0,0,0,0,0,0.07815680112596605,0.07197034787984462,0.015960029590562596,0.015298198817050933,0.7722964891807712,0.014918633235679967,0.001513182906093286,0.001987270315575192,0.0007516519309165675,0.017639459617274714,0.0041622980534138645,0.015151617663855296,0.008965768924725559
1720445010.46,0.3164066195150226,0.2109704588705933,0.05521641015217277,0.04022583908668871,2.821122964637291,0.062670925709516,0.005236748314931604,0.005765908946937289,0.00224581177462825,0.0681430136537905,0.008612769942449156,0.060961921483017684,0.029375825206729392,39096664.55386733,6973748.330178233,1745163.4712226924,52172336.639028884,151150940.4627847,43819945.70661247,2001702.6690037767,361992.90070082824,80820543.81107791,13315481.481481481,28470586.726888612,1712870.0176463097,1992522.3838038205,3857.2230572810086,4136891.2383469655,0,8612705.865351614,58127594.89992372,7172831.240473253,148.03303276170513,223.68253390370438,525.6962651949909,5634074.074074075,21112213.88504407,223.54417944659716,623758.1978899343,0,11923.563238918454,0,0,70753716.88038069,0,74.01651638085256,0,0,0,0,0,4452.80866837753,0,0,0,0,0,0,0,0,0.07801689623092016,0.07111313145563618,0.01599189568803531,0.01370332748795905,0.7763927910310079,0.016949658588882893,0.0015169025438334263,0.001981712239082208,0.0007493230153630198,0.020603727469824033,0.004163387889507552,0.01537562005128791,0.009981996052578547
1720445015.46,0.3201098901522772,0.213577457459651,0.05643371819413095,0.04065140462166652,2.830756303072138,0.062313336186323884,0.0052850031006646805,0.005476330163857085,0.0022329763717988276,0.06792835779280555,0.00526355527266157,0.059416630942360514,0.02913452034485247,47355175.10922619,7247705.514180116,1441422.1580135443,52187071.764110714,156614944.61317575,43335607.974018045,1974024.270720103,360849.9519134806,80118903.50606154,10867727.517348817,28224013.86782232,1723018.1884720952,1344475.5789625568,3893.607297588798,4297897.814014821,0,8614417.576064175,39292557.73372356,7092648.328578348,145.98071885524888,222.97628336569346,521.1290645049892,5519462.965585611,20928355.940772843,224.8490393412626,631273.3569006565,0,11943.465260108092,0,0,75030076.68378523,0,72.99035942762444,0,0,0,0,0,4506.456965586898,0,0,0,0,0,0,0,0,0.09262625151434878,0.06157690326576798,0.018423457652494132,0.013517420224181783,0.8424739626802427,0.01718242051788736,0.0016060847152736847,0.0019773439815333783,0.0008385513906157766,0.020311119616454022,0.0023594234368899646,0.01518475781968909,0.009023131236070616
1720445020.46,0.31700315400474377,0.21449874731230717,0.05605033218527526,0.04023170072388087,2.8288428924828226,0.06438876740575711,0.0052002210712481034,0.005638032552950279,0.0022229632522314893,0.06800560939722132,0.005304410593730565,0.059828700198233935,0.029596839510647913,47264447.21766101,5581145.964449357,1416405.7734301488,52012060.359419465,153297038.29505056,36775499.70777322,1999287.374575904,357849.95771175605,79327272.0990498,13425105.641250046,28519612.597160894,1697083.005947017,678076.3751699139,3811.2753147235903,4127985.7369537703,0,8585565.311340801,39318023.76171969,14437741.67153711,147.83801342669457,221.1225279372334,515.9804203858336,7571468.6212303545,21147545.01331971,221.44530546044328,1187.7843226098776,0,11976.394658489187,0,0,71755938.47740795,0,73.91900671334729,0,0,0,0,0,4528.427729950158,0,0,0,0,0,0,0,0,0.09300635568779735,0.06251024589325244,0.015904169529955884,0.011769482884118236,0.7397547082371217,0.016167266479441285,0.0015983550559749687,0.0019696143222346623,0.0007454727643085973,0.020289254112433944,0.0024486422467698056,0.01754057212660046,0.00991705488228339
