Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin_user.html,990,0,560.0,717.7975642090344,1.7807059921324253,2573.8835870288312,27664.0,3.198205968580535,0.0,560,820,1100,1300,1900,2300,2400,2400,2600,2600,2600
GET,/adminlogin.html,3829,1,2100.0,2919.850026075158,2.573048695921898,14886.300340294838,2284.4032384434577,12.369626922924109,0.0032305110793742777,2100,2500,3600,3800,7700,11000,14000,14000,15000,15000,15000
GET,/api/v1/adminorderservice/adminorder,3776,0,1600.0,1478.3716347799598,15.20655583590269,3762.522921897471,1671.0,12.198409835717273,0.0,1600,2200,2300,2400,2400,2500,2700,2700,3300,3800,3800
GET,/api/v1/adminuserservice/users,4727,0,1300.0,1319.5605096873192,10.961410123854876,3291.495105717331,111773.38184895282,15.270625872202212,0.0,1300,1900,2300,2300,2400,2500,2600,2700,2800,3300,3300
POST,/api/v1/adminuserservice/users,990,0,710.0,894.0637413097188,126.99486594647169,2907.1333729662,209.5090909090909,3.198205968580535,0.0,710,970,1300,1400,2000,2400,2500,2700,2900,2900,2900
POST,/api/v1/travel2service/trips/left,12506,0,1800.0,1676.6275698535412,64.44849399849772,4695.410870015621,180.95881976651208,40.40077155865472,0.0,1800,2300,2400,2400,2500,2700,2800,2900,3700,4500,4700
POST,/api/v1/travelservice/trips/left,19349,0,1800.0,1705.1198125967394,58.58306726440787,7594.255140051246,212.41929815494342,62.5071588748129,0.0,1800,2300,2400,2400,2600,2700,2900,3000,4700,7500,7600
POST,/api/v1/users/login,7446,0,1700.0,1623.3007837552327,117.12375096976757,3909.0705178678036,339.04082728982,24.054385497020874,0.0,1700,2300,2400,2500,2600,2700,2800,2900,3100,3900,3900
GET,/api/v1/verifycode/generate,23201,0,1700.0,1550.749434339106,5.373174324631691,3869.8150771670043,1249.730830567648,74.95108755256263,0.0,1700,2300,2300,2400,2400,2500,2700,2700,3700,3900,3900
GET,/client_login.html,3716,0,1600.0,1490.6139682816238,1.7669303342700005,3810.904550831765,12241.0,12.004579170954816,0.0,1600,2200,2300,2400,2400,2500,2700,2800,3600,3800,3800
GET,/index.html,19670,31,1700.0,1593.5560894585308,2.1502049639821053,4033.3333741873503,18099.43019827148,63.54415293129205,0.10014584346060261,1700,2300,2300,2400,2500,2700,3700,3800,3900,4000,4000
,Aggregated,100200,32,1700.0,1631.8005484508576,1.7669303342700005,14886.300340294838,10083.834820359281,323.69721015330265,0.10337635453997689,1700,2300,2400,2400,2500,2700,3300,3800,13000,15000,15000
