service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-food-map-service_energy_Anomaly,10,0,19,1770,1.0,0.345,0.513,0.989
ts-food-mongo_energy_Anomaly,9,0,9,1781,1.0,0.5,0.667,0.995
ts-food-service_energy_Anomaly,11,0,21,1767,1.0,0.344,0.512,0.988
ts-inside-payment-mongo_energy_Anomaly,9,1,66,1723,0.9,0.12,0.212,0.963
ts-inside-payment-service_energy_Anomaly,6,0,31,1762,1.0,0.162,0.279,0.983
ts-news-mongo_energy_Anomaly,8,0,80,1711,1.0,0.091,0.167,0.956
ts-news-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-notification-service_energy_Anomaly,5,0,23,1771,1.0,0.179,0.304,0.987
ts-order-mongo_energy_Anomaly,6,0,8,1785,1.0,0.429,0.6,0.996
ts-order-other-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-order-other-service_energy_Anomaly,5,0,3,1791,1.0,0.625,0.769,0.998
ts-order-service_energy_Anomaly,7,0,15,1777,1.0,0.318,0.483,0.992
ts-payment-mongo_energy_Anomaly,5,1,61,1732,0.833,0.076,0.139,0.966
ts-payment-service_energy_Anomaly,9,3,30,1757,0.75,0.231,0.353,0.982
ts-preserve-other-service_energy_Anomaly,1,0,15,1783,1.0,0.062,0.117,0.992
ts-preserve-service_energy_Anomaly,10,0,16,1773,1.0,0.385,0.556,0.991
ts-price-mongo_energy_Anomaly,5,0,3,1791,1.0,0.625,0.769,0.998
ts-price-service_energy_Anomaly,6,0,8,1785,1.0,0.429,0.6,0.996
ts-rebook-mongo_energy_Anomaly,9,1,86,1703,0.9,0.095,0.172,0.952
ts-rebook-service_energy_Anomaly,10,6,92,1691,0.625,0.098,0.169,0.946
ts-route-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-route-plan-service_energy_Anomaly,10,3,99,1687,0.769,0.092,0.164,0.943
ts-route-service_energy_Anomaly,1,0,14,1784,1.0,0.067,0.126,0.992
ts-seat-service_energy_Anomaly,12,2,9,1776,0.857,0.571,0.685,0.994
ts-security-mongo_energy_Anomaly,13,3,43,1740,0.812,0.232,0.361,0.974
ts-security-service_energy_Anomaly,12,0,20,1767,1.0,0.375,0.545,0.989
ts-station-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-station-service_energy_Anomaly,8,0,8,1783,1.0,0.5,0.667,0.996
ts-ticket-office-mongo_energy_Anomaly,7,1,65,1726,0.875,0.097,0.175,0.963
ts-ticket-office-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-ticketinfo-service_energy_Anomaly,3,0,7,1789,1.0,0.3,0.462,0.996
ts-train-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-train-service_energy_Anomaly,9,0,12,1778,1.0,0.429,0.6,0.993
ts-travel-mongo_energy_Anomaly,5,1,7,1786,0.833,0.417,0.556,0.996
ts-travel-plan-service_energy_Anomaly,9,3,90,1697,0.75,0.091,0.162,0.948
ts-travel-service_energy_Anomaly,9,0,6,1784,1.0,0.6,0.75,0.997
ts-travel2-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-travel2-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-ui-dashboard_energy_Anomaly,4,0,1,1794,1.0,0.8,0.889,0.999
ts-user-mongo_energy_Anomaly,13,7,37,1742,0.65,0.26,0.371,0.976
ts-user-service_energy_Anomaly,9,0,24,1766,1.0,0.273,0.429,0.987
ts-verification-code-service_energy_Anomaly,0,0,2,1797,0.0,0.0,0.0,0.999
ts-voucher-mysql_energy_Anomaly,6,1,30,1762,0.857,0.167,0.28,0.983
ts-voucher-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
