service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly,19,0,130,1657,1.0,0.128,0.227,0.128
carts-db_energy_Anomaly,20,0,133,1653,1.0,0.131,0.232,0.131
catalogue_energy_Anomaly,22,0,76,1708,1.0,0.224,0.366,0.224
catalogue-db_energy_Anomaly,15,0,106,1685,1.0,0.124,0.221,0.124
front-end_energy_Anomaly,30,0,1,1775,1.0,0.968,0.984,0.968
orders_energy_Anomaly,22,0,19,1765,1.0,0.537,0.699,0.537
orders-db_energy_Anomaly,107,1,23,1675,0.991,0.823,0.899,0.817
payment_energy_Anomaly,46,0,81,1679,1.0,0.362,0.532,0.362
queue-master_energy_Anomaly,6,0,0,1800,1.0,1.0,1.0,1.0
rabbitmq_energy_Anomaly,73,3,0,1730,0.961,1.0,0.98,0.961
shipping_energy_Anomaly,15,0,18,1773,1.0,0.455,0.625,0.455
user_energy_Anomaly,29,0,145,1632,1.0,0.167,0.286,0.167
user-db_energy_Anomaly,38,0,147,1621,1.0,0.205,0.34,0.205
