service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_low,2,0,0,1828,1.0,1.0,1.0,1.0
carts-db_energy_Anomaly_low,3,2,0,1825,0.6,1.0,0.75,0.6
catalogue_energy_Anomaly_low,1,0,0,1829,1.0,1.0,1.0,1.0
catalogue-db_energy_Anomaly_low,0,0,2,1828,0.0,0.0,0.0,0.0
front-end_energy_Anomaly_low,1,0,0,1829,1.0,1.0,1.0,1.0
orders_energy_Anomaly_low,32,0,0,1798,1.0,1.0,1.0,1.0
orders-db_energy_Anomaly_low,0,0,119,1711,0.0,0.0,0.0,0.0
payment_energy_Anomaly_low,0,0,2,1828,0.0,0.0,0.0,0.0
queue-master_energy_Anomaly_low,1,0,3,1826,1.0,0.25,0.4,0.25
rabbitmq_energy_Anomaly_low,0,0,112,1718,0.0,0.0,0.0,0.0
shipping_energy_Anomaly_low,2,0,32,1796,1.0,0.059,0.111,0.059
user_energy_Anomaly_low,0,0,2,1828,0.0,0.0,0.0,0.0
user-db_energy_Anomaly_low,0,0,1,1829,0.0,0.0,0.0,0.0
