service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly,1,0,1,1828,1.0,0.5,0.667,0.5
carts-db_energy_Anomaly,3,2,0,1825,0.6,1.0,0.75,0.6
catalogue_energy_Anomaly,1,0,0,1829,1.0,1.0,1.0,1.0
catalogue-db_energy_Anomaly,1,0,1,1828,1.0,0.5,0.667,0.5
front-end_energy_Anomaly,1,0,0,1829,1.0,1.0,1.0,1.0
orders_energy_Anomaly,17,2,15,1796,0.895,0.531,0.667,0.5
orders-db_energy_Anomaly,6,2,113,1709,0.75,0.05,0.094,0.05
payment_energy_Anomaly,2,1,0,1827,0.667,1.0,0.8,0.667
queue-master_energy_Anomaly,4,0,0,1826,1.0,1.0,1.0,1.0
rabbitmq_energy_Anomaly,9,2,103,1716,0.818,0.08,0.146,0.079
shipping_energy_Anomaly,2,0,32,1796,1.0,0.059,0.111,0.059
user_energy_Anomaly,2,1,0,1827,0.667,1.0,0.8,0.667
user-db_energy_Anomaly,1,0,0,1829,1.0,1.0,1.0,1.0
