Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin_user.html,759,0,5,9.589774665399425,1.330433413386345,84.5067985355854,27664.0,2.453664569109957,0.0,5,8,11,13,21,30,56,67,85,85,85
GET,/adminlogin.html,1440,0,7,10.776184346630341,1.6483888030052185,112.47042752802372,2285.0,4.655173886058416,0.0,7,10,13,15,22,32,46,62,93,110,110
GET,/api/v1/adminorderservice/adminorder,1429,25,54,1330.4916232670516,18.515272065997124,60013.75031284988,235649.3512946116,4.619613529984359,0.08081899107740306,54,79,110,160,350,930,35000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,2188,0,21,33.5210795787553,9.486657567322254,991.9280633330345,71121.36471663619,7.073278099094316,0.0,21,26,30,34,52,71,100,150,990,990,990
POST,/api/v1/adminuserservice/users,759,0,160.0,222.49358391440785,12.875464744865894,1686.3663401454687,210.7839262187088,2.453664569109957,0.0,160,180,190,210,340,740,1100,1300,1700,1700,1700
GET,/api/v1/assuranceservice/assurances/types,1392,0,9,13.828445001152055,3.321688622236252,405.4223448038101,108.0,4.5000014231898025,0.0,9,12,15,17,24,33,50,60,390,410,410
POST,/api/v1/contactservice/contacts,749,0,11,13.982056272035845,4.229470156133175,118.64569038152695,221.0,2.4213369726789957,0.0,11,14,15,17,22,29,47,80,120,120,120
GET,/api/v1/contactservice/contacts/account/002d832e-fe59-4c22-a03c-7c067ef32d60,2,0,13,16.059755347669125,12.559390626847744,19.560120068490505,122.5,0.006465519286192245,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,/api/v1/contactservice/contacts/account/0092e0de-6f90-4d21-b66d-8c40eb5cfa90,2,0,9.496346116065979,12.702938169240952,9.496346116065979,15.909530222415924,122.5,0.006465519286192245,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,/api/v1/contactservice/contacts/account/012eae9c-c35a-4dbc-8344-bbf42059b1e0,1,0,6.391748785972595,6.391748785972595,6.391748785972595,6.391748785972595,38.0,0.0032327596430961223,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/v1/contactservice/contacts/account/019198c4-e3c0-466a-926b-e6e388848637,2,0,8.034875616431236,8.062980603426695,8.034875616431236,8.091085590422153,122.5,0.006465519286192245,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,/api/v1/contactservice/contacts/account/01aab986-aaae-4275-b113-ad2165869d41,3,0,11,33.10949386407932,7.747500203549862,80.61682805418968,150.66666666666666,0.009698278929288368,0.0,11,11,81,81,81,81,81,81,81,81,81
GET,/api/v1/contactservice/contacts/account/0286cc52-a87f-42aa-9aea-dd949bfb9247,1,0,22.813335992395878,22.813335992395878,22.813335992395878,22.813335992395878,38.0,0.0032327596430961223,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/api/v1/contactservice/contacts/account/029939c9-0a07-4185-a6ae-71cba9a14d05,1,0,13.341316021978855,13.341316021978855,13.341316021978855,13.341316021978855,38.0,0.0032327596430961223,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v1/contactservice/contacts/account/02b3dade-dfcb-4ac1-8c77-7d82e039849a,3,0,9,8.90266646941503,5.760084837675095,12.233668938279152,150.66666666666666,0.009698278929288368,0.0,9,9,12,12,12,12,12,12,12,12,12
GET,/api/v1/contactservice/contacts/account/03cfdb78-4ac7-43cc-a448-6b2760990e9c,1,0,7.165852002799511,7.165852002799511,7.165852002799511,7.165852002799511,38.0,0.0032327596430961223,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v1/contactservice/contacts/account/04447e8b-31bd-415a-8c22-b6639e15bc9e,1,0,11.645518243312836,11.645518243312836,11.645518243312836,11.645518243312836,38.0,0.0032327596430961223,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,/api/v1/contactservice/contacts/account/04699f38-2f07-4bac-b8d3-6074f4c778d1,1,0,25.002392008900642,25.002392008900642,25.002392008900642,25.002392008900642,38.0,0.0032327596430961223,0.0,25,25,25,25,25,25,25,25,25,25,25
GET,/api/v1/contactservice/contacts/account/04aef596-1c9e-4d7e-9f37-1b2f70639722,1,0,16.417142003774643,16.417142003774643,16.417142003774643,16.417142003774643,38.0,0.0032327596430961223,0.0,16,16,16,16,16,16,16,16,16,16,16
