Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin_user.html,717,0,6,9.371207467172518,1.5895655378699303,101.03432834148407,27664.0,2.615144365920257,0.0,6,9,11,13,21,31,41,49,100,100,100
GET,/adminlogin.html,1294,0,8,12.297545928202881,1.508631743490696,150.29494650661945,2285.0,4.7196608221768654,0.0,8,11,15,17,27,36,54,79,140,150,150
GET,/api/v1/adminorderservice/adminorder,1276,82,67,4101.160357612094,18.4271102771163,60046.00090440363,188242.18103448275,4.654008662362968,0.2990820613744227,67,120,210,470,1800,60000,60000,60000,60000,60000,60000
GET,/api/v1/adminuserservice/users,1993,0,22,33.876154013351915,10.211116634309292,1035.3447990491986,66550.52483692925,7.269153028283226,0.0,22,26,31,35,50,66,100,130,1000,1000,1000
POST,/api/v1/adminuserservice/users,717,0,160.0,199.93721776884803,115.3258616104722,1273.6173570156097,211.0,2.615144365920257,0.0,160,180,210,220,310,420,660,850,1300,1300,1300
GET,/api/v1/assuranceservice/assurances/types,1223,0,9,15.420596903450452,3.4284191206097603,437.82341200858355,108.0,4.460699525133158,0.0,9,13,16,18,27,39,66,83,420,440,440
POST,/api/v1/contactservice/contacts,696,0,12,15.016273590040276,4.4376421719789505,114.15118910372257,221.0,2.5385501794707097,0.0,12,15,18,19,26,36,50,65,110,110,110
GET,/api/v1/contactservice/contacts/account/0015a6e3-7ef9-495a-a0f6-e3c50405058e,1,0,14.054075814783573,14.054075814783573,14.054075814783573,14.054075814783573,38.0,0.0036473422118832037,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,/api/v1/contactservice/contacts/account/00393f12-2ad0-4abf-948b-c05cb78e0228,1,0,11.204936541616917,11.204936541616917,11.204936541616917,11.204936541616917,38.0,0.0036473422118832037,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v1/contactservice/contacts/account/00443fc1-81e7-47da-8ce6-52efb5ad1b15,1,0,12.848921120166779,12.848921120166779,12.848921120166779,12.848921120166779,38.0,0.0036473422118832037,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v1/contactservice/contacts/account/006eb495-aa91-4fdf-8213-3cb146a670ac,1,0,10.16448438167572,10.16448438167572,10.16448438167572,10.16448438167572,38.0,0.0036473422118832037,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/api/v1/contactservice/contacts/account/00829e02-ca20-4df7-84b1-f7825056ac59,1,0,6.0345325618982315,6.0345325618982315,6.0345325618982315,6.0345325618982315,38.0,0.0036473422118832037,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,/api/v1/contactservice/contacts/account/00d8c05f-0444-424d-b000-28cbca73d1ba,2,0,14,22.27762807160616,13.812766410410404,30.742489732801914,122.5,0.0072946844237664074,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,/api/v1/contactservice/contacts/account/01043645-2a08-4e94-a481-88ee1d3549b7,5,0,7,10.009916312992573,5.96231035888195,21.890745498239994,173.2,0.01823671105941602,0.0,7,8,8,22,22,22,22,22,22,22,22
GET,/api/v1/contactservice/contacts/account/01627556-e519-4ba1-92dc-542f61cfa24b,2,0,8.230501785874367,10.48415806144476,8.230501785874367,12.737814337015152,122.5,0.0072946844237664074,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,/api/v1/contactservice/contacts/account/0189de65-755f-41d3-bca7-19d347d3757f,1,0,6.76431879401207,6.76431879401207,6.76431879401207,6.76431879401207,38.0,0.0036473422118832037,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,/api/v1/contactservice/contacts/account/018eda27-add5-4507-b7e7-850ca3112b9d,1,0,22.933046333491802,22.933046333491802,22.933046333491802,22.933046333491802,38.0,0.0036473422118832037,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,/api/v1/contactservice/contacts/account/01ccb7ec-d575-4665-a886-85c84b0ff708,1,0,11.071925982832909,11.071925982832909,11.071925982832909,11.071925982832909,38.0,0.0036473422118832037,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/api/v1/contactservice/contacts/account/028eda1d-20bc-434f-a4ad-1e47c01d708a,2,0,17,17.057642806321383,16.855291090905666,17.2599945217371,122.5,0.0072946844237664074,0.0,17,17,17,17,17,17,17,17,17,17,17
