Method,Name,Error,Occurrences
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),57
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",1
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),1
