__run_id,__done,scenario,service_stressed,user_load,repetition_id,front-end_avg_cpu,catalogue_avg_cpu,catalogue-db_avg_cpu,carts_avg_cpu,carts-db_avg_cpu,orders_avg_cpu,orders-db_avg_cpu,shipping_avg_cpu,queue-master_avg_cpu,rabbitmq_avg_cpu,payment_avg_cpu,user_avg_cpu,user-db_avg_cpu,front-end_avg_mem,catalogue_avg_mem,catalogue-db_avg_mem,carts_avg_mem,carts-db_avg_mem,orders_avg_mem,orders-db_avg_mem,shipping_avg_mem,queue-master_avg_mem,rabbitmq_avg_mem,payment_avg_mem,user_avg_mem,user-db_avg_mem,front-end_avg_mem_rss,catalogue_avg_mem_rss,catalogue-db_avg_mem_rss,carts_avg_mem_rss,carts-db_avg_mem_rss,orders_avg_mem_rss,orders-db_avg_mem_rss,shipping_avg_mem_rss,queue-master_avg_mem_rss,rabbitmq_avg_mem_rss,payment_avg_mem_rss,user_avg_mem_rss,user-db_avg_mem_rss,front-end_avg_mem_cache,catalogue_avg_mem_cache,catalogue-db_avg_mem_cache,carts_avg_mem_cache,carts-db_avg_mem_cache,orders_avg_mem_cache,orders-db_avg_mem_cache,shipping_avg_mem_cache,queue-master_avg_mem_cache,rabbitmq_avg_mem_cache,payment_avg_mem_cache,user_avg_mem_cache,user-db_avg_mem_cache,front-end_avg_disk,catalogue_avg_disk,catalogue-db_avg_disk,carts_avg_disk,carts-db_avg_disk,orders_avg_disk,orders-db_avg_disk,shipping_avg_disk,queue-master_avg_disk,rabbitmq_avg_disk,payment_avg_disk,user_avg_disk,user-db_avg_disk,front-end_avg_power,catalogue_avg_power,catalogue-db_avg_power,carts_avg_power,carts-db_avg_power,orders_avg_power,orders-db_avg_power,shipping_avg_power,queue-master_avg_power,rabbitmq_avg_power,payment_avg_power,user_avg_power,user-db_avg_power
run_224,DONE,scenario_B,front-end,1000,15,3.25,0.464,0.293,2.657,1.659,0.56,0.005,0.004,0.004,0.057,0.019,0.327,0.136,166783037.412,1158515.597,22109982.523,23187751.915,9369501.758,43975519.153,2565696.104,14482977.796,26731725.771,12513565.697,139317.165,1066048.0,2574342.232,99383571.873,12616.439,12533460.536,10347508.082,2263070.715,30573810.034,437.477,5992112.581,5235213.861,9539888.65,2956.098,13369.893,2028577.558,50719299.511,0.0,0.0,0.0,345916.392,0.0,344263.336,0.0,0.0,0.0,0.0,0.0,114.658,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.982819605,0.138582625,0.090831533,0.781059852,0.485614157,0.185826721,0.001497976,0.001491328,0.001346241,0.016826536,0.005809055,0.101542434,0.045821696
run_183,DONE,scenario_B,front-end,100,4,2.528,0.047,0.038,0.495,0.189,0.167,0.005,0.004,0.004,0.068,0.005,0.056,0.028,185371222.32,876924.161,15395665.111,40836399.601,13041756.462,35545681.266,9505665.165,20571721.373,44870270.807,8576331.684,275779.483,738392.659,1940478.146,81172764.159,4521.571,1911003.908,25586347.644,2105506.413,32793539.066,364.11,4891473.376,839778.282,6301546.578,1541.595,4817.454,188941.799,69640498.099,0.0,0.0,0.0,695800.439,0.0,80.825,0.0,0.0,0.0,0.0,0.0,93.667,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.692626921,0.012429927,0.00990773,0.162517409,0.048492376,0.050569777,0.001449996,0.001391349,0.001156817,0.019500899,0.001744818,0.01593643,0.007024672
run_11,DONE,scenario_A,orders,100,12,0.124,0.031,0.024,0.071,0.01,2.604,0.005,0.005,0.004,0.072,0.002,0.011,0.009,7096614.241,1076481.975,14218254.897,53560944.901,11588829.631,217814805.443,10014134.033,17868769.88,61241696.683,10675693.927,347245.378,794935.368,2874917.738,7508411.602,5132.279,833416.454,32696669.866,5546.754,25825689.312,248.5,6347831.417,9939391.29,5139012.038,22794.329,760.572,1774.681,0.0,0.0,0.0,0.0,345205.704,75079158.109,343651.214,0.0,0.0,0.0,0.0,0.0,80.427,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.035007374,0.00726039,0.006208033,0.021524552,0.002723318,0.702620342,0.001568229,0.001552826,0.001517234,0.018441249,0.000723797,0.003158493,0.002220854
run_3,DONE,scenario_A,orders,100,4,0.13,0.03,0.024,0.072,0.01,2.6,0.005,0.005,0.005,0.079,0.002,0.011,0.009,6010883.164,888233.015,19124248.766,45415156.327,10904823.094,181719135.906,13359566.109,18023699.433,55606470.375,9780845.029,222175.08,1147212.705,2827977.008,5935932.597,1437.387,712699.897,33418579.82,5317.306,31831888.393,201.393,3802798.012,4797002.764,7499231.035,19283.941,3877.347,2586.517,0.0,0.0,0.0,0.0,344702.089,62580207.561,340197.734,0.0,0.0,0.0,0.0,0.0,80.871,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.031109162,0.008538309,0.00640624,0.026003482,0.002702446,0.687481644,0.001378217,0.001609187,0.00157725,0.020786865,0.000687602,0.003136961,0.002477914
run_176,DONE,scenario_B,orders,1000,27,0.983,0.484,0.305,2.514,1.557,3.133,0.004,0.004,0.004,0.056,0.018,0.339,0.141,10193233.713,1147599.253,22050716.764,23960484.432,11244788.908,217801393.44,4164826.865,15832735.929,35304016.038,10861594.183,61284.108,1344025.213,2041359.61,9199886.654,14112.609,15361581.412,8346388.086,2781706.165,112898226.724,120.141,6102623.951,5330115.016,9258312.7,2028.733,11196.801,1379247.658,0.0,0.0,0.0,0.0,624714.279,70667686.242,346046.151,0.0,0.0,0.0,0.0,0.0,111.332,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.294105665,0.157768007,0.103601991,0.89516925,0.485486268,0.972336583,0.001598365,0.001596041,0.001647617,0.016113013,0.006137795,0.120282817,0.044727806
run_84,DONE,scenario_A,front-end,100,25,2.388,0.03,0.023,0.068,0.011,0.006,0.005,0.005,0.006,0.076,0.002,0.01,0.009,165234665.48,1088611.013,13306485.656,52555429.916,9738120.663,14107432.443,10439481.858,14680469.721,80837305.033,11124549.784,209817.049,800397.196,2498442.583,75822763.993,5244.776,653431.171,33422797.375,5073.715,5256828.644,536.95,5172086.119,1753764.531,7395029.407,215.02,3052.44,2426.301,60354201.66,0.0,0.0,0.0,124.589,0.0,80.559,0.0,0.0,0.0,0.0,0.0,85.413,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.603089941,0.008803185,0.006042243,0.021832296,0.002649787,0.001684901,0.001613376,0.001192021,0.001745905,0.020280978,0.000773721,0.00284901,0.002426134
run_188,DONE,scenario_B,front-end,100,9,2.532,0.047,0.038,0.473,0.191,0.163,0.005,0.004,0.005,0.071,0.005,0.055,0.027,168033874.862,931196.554,16201071.487,37182065.931,13273315.431,37793066.923,7672787.163,21349539.662,66424117.815,11108040.933,360985.366,884909.999,2475538.946,83154127.72,9057.745,657133.324,21212053.372,2813494.799,35189535.858,443.059,6230281.438,5269110.136,5623795.511,1275.147,7687.492,109666.721,59392741.602,0.0,0.0,0.0,346697.651,0.0,79.274,0.0,0.0,0.0,0.0,0.0,93.981,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.648779121,0.01179163,0.009561242,0.137342778,0.056187473,0.05519797,0.001529389,0.001518094,0.001559821,0.018942127,0.001709111,0.015543475,0.007885967
run_151,DONE,scenario_B,orders,1000,2,0.95,0.476,0.298,2.66,1.665,3.101,0.004,0.004,0.004,0.056,0.019,0.322,0.136,9696819.481,1039894.996,20795402.681,32825587.326,6497918.517,174008938.095,5178521.361,15175954.449,47780356.581,10203949.398,72007.973,1190049.66,2053318.208,9242378.936,12312.839,14409597.085,14631880.198,1739043.4,97182088.518,193.892,6322809.498,5271346.568,8091113.449,2716.528,8195.798,1693049.037,0.0,0.0,0.0,0.0,303137.567,56709557.849,349864.127,0.0,0.0,0.0,0.0,0.0,94.937,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.334680828,0.167531588,0.104903542,0.936863413,0.584494591,1.044914435,0.0014742,0.001365945,0.001316833,0.017626783,0.005711072,0.101725459,0.044906988
run_8,DONE,scenario_A,orders,100,9,0.133,0.031,0.024,0.069,0.01,2.543,0.005,0.004,0.004,0.08,0.002,0.01,0.009,4983114.349,1041109.067,17139499.209,51537588.351,9935101.717,202394609.867,11553513.035,14319190.213,72524654.378,9884190.536,129607.547,916021.732,2861959.712,6403133.749,4209.579,646733.35,42108282.932,2550.291,28488486.088,165.784,3605879.505,9103635.147,7282561.04,160.055,4056.386,1631.824,0.0,0.0,0.0,0.0,344916.825,59508146.997,335343.757,0.0,0.0,0.0,0.0,0.0,305.81,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.038893688,0.008107612,0.006843993,0.020834144,0.002854924,0.672934128,0.001447938,0.001463242,0.001257067,0.022840979,0.000610451,0.003057716,0.002748533
run_141,DONE,scenario_B,orders,100,22,0.255,0.049,0.039,0.492,0.188,2.721,0.005,0.004,0.004,0.067,0.006,0.057,0.028,6198235.459,865788.558,17213258.328,36312469.871,11583417.186,193438976.824,8085591.389,19244293.319,75952229.239,11541898.627,330782.905,970812.934,1958555.097,4486789.16,6047.904,1065989.86,21757658.109,2599691.834,110233467.279,316.636,3422537.6,4834698.487,8424782.844,1423.501,7581.616,109568.854,0.0,0.0,0.0,0.0,350999.54,62026001.64,362535.382,0.0,0.0,0.0,0.0,0.0,87.477,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.064096261,0.01406681,0.011062923,0.153767704,0.052020956,0.761267503,0.001373095,0.0013219,0.001210033,0.018628722,0.001654753,0.015915502,0.006087094
run_161,DONE,scenario_B,orders,1000,12,0.973,0.477,0.302,2.577,1.573,3.077,0.004,0.004,0.011,0.059,0.018,0.336,0.139,9669309.35,1180927.807,23865442.097,23487276.312,8630957.313,182127845.31,3566091.703,12651712.867,38557645.185,9220706.476,93798.207,988595.542,2716456.499,10677930.629,12139.419,16103782.061,6833249.211,2829402.614,92726855.724,222.997,6045976.858,9549848.546,7707740.507,2010.907,11844.216,1774184.675,0.0,0.0,0.0,0.0,377577.68,63312568.318,77.771,0.0,0.0,0.0,0.0,0.0,107.978,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.354936653,0.162791526,0.093185633,0.978926695,0.505501452,1.066578633,0.001430812,0.001597967,0.005604242,0.016915968,0.005863433,0.12345168,0.047448265
run_236,DONE,scenario_B,front-end,1000,27,3.295,0.466,0.295,2.6,1.648,0.547,0.004,0.004,0.004,0.057,0.019,0.33,0.138,169067731.973,1255733.788,25956384.057,25983540.999,8923423.579,39020773.749,4074127.758,13018601.608,30678382.702,10399135.415,90826.433,1119266.88,1301983.337,92987986.982,10489.467,18372890.462,8884624.389,2452056.106,24570270.346,345.827,3965555.458,10453559.276,8116545.813,2998.715,11614.469,1190818.95,64403903.806,0.0,0.0,0.0,240.514,0.0,345470.883,0.0,0.0,0.0,0.0,0.0,116.01,797.519, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,1.081686953,0.151391952,0.10473308,0.823732216,0.52059463,0.206308625,0.001554414,0.00147148,0.001288421,0.016497497,0.005460427,0.109763006,0.042668678
run_81,DONE,scenario_A,front-end,100,22,2.394,0.03,0.024,0.07,0.01,0.005,0.005,0.005,0.004,0.077,0.001,0.01,0.009,156687435.658,960431.762,16672774.063,34924864.417,9895943.858,14071912.879,11156445.681,19104760.835,73486860.131,10051135.054,310245.974,748392.549,3021984.249,73944814.974,4284.409,1308492.526,25272433.399,2240.015,4924859.109,471.615,5003417.932,4863936.309,6777503.385,255.243,1326.819,2609.229,54959018.703,0.0,0.0,0.0,122.142,0.0,79.117,0.0,0.0,0.0,0.0,0.0,86.897,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.589599372,0.008358256,0.0063849,0.023190566,0.002671165,0.001743397,0.001566486,0.001486868,0.00121904,0.017564823,0.000581505,0.00300606,0.002610789
run_80,DONE,scenario_A,front-end,100,21,2.384,0.03,0.024,0.072,0.01,0.005,0.005,0.005,0.004,0.07,0.002,0.01,0.009,184092440.752,920922.101,16713489.443,51647069.722,10387699.166,14075701.506,11116602.172,15549807.904,70661264.471,8690469.728,222838.037,943524.136,2624734.556,93372714.923,5053.563,1961333.306,34549730.624,4879.624,2523946.409,423.379,5089586.678,429315.964,3019945.624,311.848,2634.571,1361.878,66632812.371,0.0,0.0,0.0,124.485,0.0,80.559,0.0,0.0,0.0,0.0,0.0,86.682,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.600519292,0.007608494,0.006035838,0.021517669,0.002481903,0.001461744,0.001376524,0.001459721,0.001273525,0.016785957,0.000667433,0.003100885,0.002548593
run_150,DONE,scenario_B,orders,1000,1,0.963,0.475,0.303,2.738,1.689,3.118,0.004,0.004,0.004,0.056,0.019,0.333,0.139,10377096.546,1117101.96,20136399.704,23312463.96,7654647.698,177609844.555,5845876.791,12376812.015,30100968.981,10225026.931,94083.935,1030913.387,1827470.476,9138858.702,11644.251,15729023.809,10091649.519,2199954.739,93537985.018,245.945,3655214.02,8385488.963,7667101.258,2774.001,12501.45,1236613.774,0.0,0.0,0.0,0.0,345578.159,59207953.567,343009.505,0.0,0.0,0.0,0.0,0.0,97.747,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.31766277,0.180463897,0.104477632,0.932339148,0.566612412,1.034834366,0.001460525,0.001345846,0.001347601,0.015342854,0.005909549,0.109490153,0.045865869
run_127,DONE,scenario_B,orders,100,8,0.251,0.047,0.038,0.531,0.221,2.734,0.005,0.004,0.004,0.068,0.005,0.056,0.028,6223679.574,827874.466,16780401.703,38474587.537,12981754.901,193915621.152,7319527.854,18666757.636,62752918.96,11033396.152,325232.08,994692.357,1510637.718,5578992.733,5830.4,1928047.828,19852878.625,2561709.648,111239837.383,276.256,3813064.542,873638.033,8236018.345,1693.233,5208.669,117299.212,0.0,0.0,0.0,0.0,340412.64,59386937.873,347308.391,0.0,0.0,0.0,0.0,0.0,83.83,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.07423602,0.010873613,0.009951161,0.176775427,0.061397059,0.751010624,0.001519054,0.001466497,0.001088166,0.019189782,0.001809483,0.015405702,0.008267254
run_195,DONE,scenario_B,front-end,100,16,2.509,0.046,0.037,0.5,0.205,0.174,0.005,0.004,0.004,0.067,0.005,0.055,0.027,167027309.377,862458.854,14346542.579,34579126.086,13156623.831,41798201.25,10284632.988,27532162.474,67414664.6,10668710.62,225902.511,593953.007,1734835.743,75730954.077,6037.69,1479318.003,22614675.263,2764726.222,30626605.064,452.666,5174219.391,6866812.51,6749938.475,1169.717,7134.832,99528.424,61749162.91,0.0,0.0,0.0,333370.777,0.0,80.061,0.0,0.0,0.0,0.0,0.0,95.285,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.696659529,0.01133611,0.009527399,0.16294331,0.053722336,0.053135572,0.001570238,0.001415772,0.001109875,0.017906725,0.001704323,0.014157884,0.006622537
run_173,DONE,scenario_B,orders,1000,24,0.966,0.484,0.305,2.586,1.563,3.142,0.004,0.004,0.004,0.057,0.019,0.331,0.14,9340862.025,1462450.038,21700227.562,20981325.29,11159329.193,198981917.58,7027516.718,11648478.625,24610380.527,9278545.042,125146.402,1211485.921,2145957.674,9676789.549,10748.35,18842318.795,8834937.101,3310874.262,114284726.409,308.92,4404648.709,10486275.245,7136954.912,1673.938,15816.587,1747666.492,0.0,0.0,0.0,0.0,344074.965,67924330.715,341150.727,0.0,0.0,0.0,0.0,0.0,377.389,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.291746785,0.15194114,0.090878254,0.816587892,0.475444958,1.028581453,0.001439396,0.001548457,0.001669063,0.017604353,0.006489347,0.11891665,0.048284375
run_9,DONE,scenario_A,orders,100,10,0.131,0.031,0.024,0.069,0.01,2.599,0.005,0.005,0.005,0.08,0.002,0.011,0.009,5032354.105,856500.133,17873488.785,50357336.187,11866574.669,205766513.187,8951813.77,16362276.71,63252416.397,9736815.399,92815.484,792204.446,2541975.506,4867742.025,7257.992,1950969.78,38918642.374,2349.079,23054245.601,242.616,6123584.303,9566099.446,7557451.359,175.759,4327.713,3194.018,0.0,0.0,0.0,0.0,343303.185,71149772.55,343201.64,0.0,0.0,0.0,0.0,0.0,80.393,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.033410957,0.007805072,0.006010181,0.021930632,0.002858041,0.662679691,0.001313108,0.001826312,0.001560163,0.022240994,0.000737911,0.002694972,0.002470123
run_24,DONE,scenario_A,orders,100,25,0.132,0.032,0.024,0.067,0.01,2.599,0.005,0.005,0.004,0.079,0.002,0.01,0.009,6339573.769,842484.203,14528730.754,36987093.692,12195601.435,195335008.563,13035135.257,15097944.792,87840229.792,10114622.858,444931.588,848082.039,2990809.146,4836277.961,1483.49,1956294.696,29674755.853,2398.582,29778955.371,250.218,7749480.964,1415.918,7717121.625,388.76,6650.609,1825.133,0.0,0.0,0.0,0.0,344668.815,63406074.078,347418.726,0.0,0.0,0.0,0.0,0.0,80.323,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.032035493,0.007962981,0.006261406,0.021388486,0.0025288,0.610516553,0.001312984,0.001428039,0.001165633,0.020117127,0.000617545,0.002727143,0.002418021
run_122,DONE,scenario_B,orders,100,3,0.255,0.049,0.039,0.5,0.207,2.766,0.005,0.004,0.011,0.069,0.005,0.058,0.028,5440527.359,918621.157,15608842.299,40980569.35,12192358.724,211232560.026,9679410.966,14755672.555,81962558.144,11090888.836,198909.058,768645.534,2122657.193,4685519.861,7981.562,1310892.974,23275166.834,2591290.495,111220723.711,285.941,5058298.061,9643068.487,8305463.484,2536.252,8586.728,110563.667,0.0,0.0,0.0,0.0,167.341,74660923.612,343384.661,0.0,0.0,0.0,0.0,0.0,86.911,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.058617679,0.014003772,0.011624015,0.169145182,0.06339673,0.750616529,0.001304897,0.001431127,0.005259943,0.018733175,0.002008804,0.018259649,0.007391028
run_12,DONE,scenario_A,orders,100,13,0.133,0.031,0.024,0.067,0.01,2.598,0.005,0.005,0.004,0.075,0.002,0.01,0.009,6207934.065,965825.214,16927162.573,47010631.056,10598258.968,197721790.835,10677033.125,21119355.229,97775342.059,11668184.625,188782.516,777886.348,2499103.288,5423410.638,5936.347,654880.349,33001887.48,5248.376,35013700.661,227.121,6569972.699,3470094.337,6280855.429,151.417,4002.034,1737.779,0.0,0.0,0.0,0.0,344412.806,66022882.97,344529.143,0.0,0.0,0.0,0.0,0.0,80.342,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.031033919,0.008353233,0.005857918,0.017789017,0.00257194,0.619816773,0.001337672,0.001287351,0.00128578,0.019023667,0.000672079,0.002909205,0.002265604
run_67,DONE,scenario_A,front-end,100,8,2.375,0.03,0.024,0.073,0.01,0.005,0.005,0.005,0.01,0.079,0.002,0.011,0.01,158849177.589,896541.273,17372522.163,43762815.739,10397465.332,15355864.652,11527276.105,16977953.052,80040919.321,10653141.648,155053.332,939052.778,2826125.19,90988923.753,4536.234,1955068.637,30093567.647,2271.043,2590412.877,471.479,6153218.965,4811060.346,8888370.136,18589.362,3042.958,2453.121,44680980.396,0.0,0.0,0.0,178.177,0.0,79.353,0.0,0.0,0.0,0.0,0.0,89.145,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.590858456,0.008094407,0.006323169,0.021902869,0.002717224,0.001351135,0.001454156,0.001570075,0.004568342,0.0191193,0.000690953,0.002960545,0.002254669
run_5,DONE,scenario_A,orders,100,6,0.129,0.031,0.025,0.07,0.01,2.586,0.005,0.005,0.011,0.07,0.002,0.011,0.009,4896420.092,973014.824,17359886.912,46535796.335,7522017.52,196632441.684,8555314.227,18583525.838,81377822.194,10829996.813,105485.708,911557.524,2791349.292,4093250.049,5132.851,1488104.589,27201277.552,5139.529,34284375.539,161.543,5836709.977,9528411.877,4429170.796,715.982,2200.035,2627.555,0.0,0.0,0.0,0.0,342483.066,59124152.143,346284.349,0.0,0.0,0.0,0.0,0.0,80.321,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.036895216,0.008801846,0.005977759,0.022816856,0.002526147,0.65415868,0.001496368,0.001605258,0.004892951,0.019114288,0.000745729,0.003186394,0.002296487
run_166,DONE,scenario_B,orders,1000,17,0.941,0.469,0.298,2.749,1.663,3.125,0.004,0.005,0.004,0.058,0.019,0.332,0.138,10858612.847,1139835.207,18630643.59,23516351.512,13555677.739,207721127.585,4377278.125,14713214.85,39633357.146,10151041.163,118592.616,1090789.113,2234356.089,9681806.977,10707.994,13418937.335,7784353.504,3496297.927,105552962.777,219.028,7268693.724,2287.554,6180300.411,2901.369,14008.746,1738711.243,0.0,0.0,0.0,0.0,346901.225,66320149.846,341857.344,0.0,0.0,0.0,0.0,0.0,96.572,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.310293519,0.154640223,0.092200264,0.896280736,0.54525177,1.030093786,0.001395885,0.00200588,0.001369851,0.017765966,0.006255046,0.110781977,0.044318529
run_140,DONE,scenario_B,orders,100,21,0.245,0.047,0.038,0.528,0.224,2.75,0.005,0.004,0.004,0.075,0.005,0.056,0.028,3580323.892,847619.583,15548370.87,39393159.198,13054358.832,207098112.471,8454805.898,18114347.391,49709442.425,12546816.239,240603.029,799115.237,2258504.116,4307742.713,4255.028,1965550.12,28323575.007,2916180.031,111388731.981,309.477,3531830.439,4814853.637,7963833.002,1776.586,10368.444,108661.904,0.0,0.0,0.0,0.0,286.698,58197348.836,343845.258,0.0,0.0,0.0,0.0,0.0,85.148,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.066131523,0.01204242,0.010718892,0.157650771,0.061136603,0.708659877,0.001481537,0.00151421,0.001450756,0.01697177,0.00181927,0.014519605,0.008259659
run_136,DONE,scenario_B,orders,100,17,0.256,0.048,0.039,0.476,0.188,2.753,0.005,0.004,0.004,0.072,0.005,0.056,0.028,5785273.111,1163751.159,16711938.971,38753558.721,9637984.421,211378145.834,9622384.662,18426361.721,44802075.932,8912032.366,258055.786,1033395.178,1832623.726,5551041.691,3667.309,1316395.28,19366354.724,2059945.449,127593671.705,214.858,4937544.826,2067.626,6227726.628,851.039,8593.307,108853.732,0.0,0.0,0.0,0.0,164.705,59443660.293,342003.003,0.0,0.0,0.0,0.0,0.0,86.591,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.074393303,0.013178761,0.009574524,0.143049065,0.048863733,0.669919659,0.001368787,0.001484689,0.00141866,0.018444102,0.002000239,0.016065609,0.007137971
run_60,DONE,scenario_A,front-end,100,1,2.346,0.03,0.023,0.068,0.01,0.005,0.005,0.005,0.004,0.077,0.001,0.01,0.009,159923109.309,1000476.245,11935233.433,42674698.291,10346620.177,17687637.995,10121229.54,15612644.579,60732021.039,11062921.752,310375.101,901293.474,2956732.816,82489488.884,5272.419,1426151.671,36622992.928,3230.819,5416752.74,403.391,6252211.923,9489558.069,7434543.547,352.828,1524.181,2583.966,63748051.85,0.0,0.0,0.0,121.724,0.0,79.546,0.0,0.0,0.0,0.0,0.0,85.054,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.584660225,0.007916213,0.006131912,0.021897996,0.00274253,0.001577054,0.001577071,0.001506902,0.001399781,0.021457019,0.00052222,0.003015907,0.002423193
run_134,DONE,scenario_B,orders,100,15,0.253,0.047,0.038,0.485,0.206,2.71,0.005,0.005,0.009,0.067,0.005,0.055,0.027,5663439.921,920830.544,10038950.645,39413125.89,12971664.384,212150745.217,8840850.626,17858602.335,73144298.619,12178871.039,154538.868,960676.505,2175640.342,3873067.051,8085.408,3047918.393,27423367.411,2547666.384,113246971.215,319.128,5159362.701,8935469.158,7734173.371,449.345,4257.488,114242.782,0.0,0.0,0.0,0.0,161.653,65521096.824,338645.294,0.0,0.0,0.0,0.0,0.0,84.374,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.069111433,0.014211209,0.010850562,0.156684253,0.063463814,0.766185705,0.001408021,0.001697764,0.00268266,0.017106274,0.001683202,0.014784726,0.007487341
run_172,DONE,scenario_B,orders,1000,23,0.947,0.477,0.301,2.631,1.678,3.084,0.004,0.005,0.004,0.058,0.018,0.336,0.138,11188664.984,972450.223,24511206.765,31176539.116,7745714.405,198677621.464,3502087.93,14349069.855,21906328.61,10197528.874,174216.967,1080198.946,2075252.335,10260087.879,10262.176,14971519.331,21443171.109,2413739.296,110141283.849,358.976,3798198.231,4867081.265,7406421.983,2420.434,12252.851,1821622.303,0.0,0.0,0.0,0.0,375454.253,68681333.83,341722.8,0.0,0.0,0.0,0.0,0.0,101.009,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.308510658,0.140283185,0.086518341,0.84215053,0.563498479,1.015803113,0.001441838,0.001802821,0.001389911,0.016656889,0.005733703,0.107898497,0.043822262
run_44,DONE,scenario_A,orders,1000,15,0.604,0.363,0.236,0.242,0.041,2.543,0.005,0.005,0.004,0.07,0.002,0.071,0.031,9398489.21,1133201.183,20194227.371,39006185.29,1997679.53,197687877.032,6570113.532,27742126.385,46490650.98,9471774.498,387428.374,902990.214,1294206.947,8097258.032,10434.144,13166294.564,23828382.9,131140.785,25346810.406,213.118,4494241.1,10087683.07,7775178.207,125.78,7465.554,119702.921,0.0,0.0,0.0,0.0,316187.55,70815665.116,323025.547,0.0,0.0,0.0,0.0,0.0,86.874,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.163403141,0.103303091,0.076878574,0.083200198,0.011184506,0.726880585,0.001580131,0.001532308,0.001454434,0.017521551,0.000698471,0.021895301,0.009163436
run_204,DONE,scenario_B,front-end,100,25,2.48,0.047,0.038,0.47,0.191,0.165,0.005,0.004,0.004,0.067,0.005,0.056,0.027,176511580.887,939490.582,13659311.872,41206291.848,13643115.101,34628559.877,9156537.223,17423349.178,38346351.01,11781565.688,212595.585,736000.683,1710050.092,71680124.932,5812.436,1875915.729,23380623.057,2753185.878,29482966.068,565.526,3425219.059,470756.182,6629715.505,1794.339,7524.817,102309.843,51780993.689,0.0,0.0,0.0,315186.29,0.0,84.599,0.0,0.0,0.0,0.0,0.0,94.207,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.674743095,0.012198261,0.009011527,0.133631969,0.046855542,0.051722941,0.001285766,0.001475331,0.001421484,0.018780321,0.001623438,0.015058259,0.007348084
run_142,DONE,scenario_B,orders,100,23,0.246,0.047,0.039,0.506,0.215,2.766,0.005,0.004,0.004,0.069,0.005,0.057,0.028,5176173.078,868678.89,18736651.38,34373455.715,12453968.149,214367463.837,8073975.247,18561857.022,41660393.704,9659561.969,306183.599,787756.583,1828449.243,5127362.73,7470.181,1304147.779,23304267.337,2790030.467,136509808.476,263.618,4950781.623,6020944.419,6551342.215,1892.116,8878.102,108707.331,0.0,0.0,0.0,0.0,344653.137,65072319.524,344203.242,0.0,0.0,0.0,0.0,0.0,86.504,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.068075462,0.011673488,0.008920017,0.165417825,0.070147179,0.706104769,0.001486967,0.001324912,0.001574047,0.018152654,0.001806244,0.015472197,0.007181088
