__run_id,__done,scenario,service_stressed,user_load,repetition_id,front-end_avg_cpu,catalogue_avg_cpu,catalogue-db_avg_cpu,carts_avg_cpu,carts-db_avg_cpu,orders_avg_cpu,orders-db_avg_cpu,shipping_avg_cpu,queue-master_avg_cpu,rabbitmq_avg_cpu,payment_avg_cpu,user_avg_cpu,user-db_avg_cpu,front-end_avg_mem,catalogue_avg_mem,catalogue-db_avg_mem,carts_avg_mem,carts-db_avg_mem,orders_avg_mem,orders-db_avg_mem,shipping_avg_mem,queue-master_avg_mem,rabbitmq_avg_mem,payment_avg_mem,user_avg_mem,user-db_avg_mem,front-end_avg_mem_rss,catalogue_avg_mem_rss,catalogue-db_avg_mem_rss,carts_avg_mem_rss,carts-db_avg_mem_rss,orders_avg_mem_rss,orders-db_avg_mem_rss,shipping_avg_mem_rss,queue-master_avg_mem_rss,rabbitmq_avg_mem_rss,payment_avg_mem_rss,user_avg_mem_rss,user-db_avg_mem_rss,front-end_avg_mem_cache,catalogue_avg_mem_cache,catalogue-db_avg_mem_cache,carts_avg_mem_cache,carts-db_avg_mem_cache,orders_avg_mem_cache,orders-db_avg_mem_cache,shipping_avg_mem_cache,queue-master_avg_mem_cache,rabbitmq_avg_mem_cache,payment_avg_mem_cache,user_avg_mem_cache,user-db_avg_mem_cache,front-end_avg_disk,catalogue_avg_disk,catalogue-db_avg_disk,carts_avg_disk,carts-db_avg_disk,orders_avg_disk,orders-db_avg_disk,shipping_avg_disk,queue-master_avg_disk,rabbitmq_avg_disk,payment_avg_disk,user_avg_disk,user-db_avg_disk,front-end_avg_power,catalogue_avg_power,catalogue-db_avg_power,carts_avg_power,carts-db_avg_power,orders_avg_power,orders-db_avg_power,shipping_avg_power,queue-master_avg_power,rabbitmq_avg_power,payment_avg_power,user_avg_power,user-db_avg_power
run_99,DONE,scenario_A,front-end,1000,10,2.869,0.357,0.238,0.236,0.043,0.005,0.005,0.005,0.004,0.069,0.002,0.072,0.032,192091935.413,1083742.755,21291703.867,40643893.082,3486524.229,16419486.569,6263327.614,20287206.858,56012519.123,10087717.42,437495.858,741624.775,1401812.889,94538953.365,6072.957,13369218.001,19369319.635,13522.129,5061600.325,400.406,4954337.634,4818491.639,8522860.15,230.306,6221.467,10046.838,54500833.383,0.0,0.0,0.0,162.622,0.0,79.369,0.0,0.0,0.0,0.0,0.0,94.076,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.817387243,0.092814731,0.071777229,0.082124179,0.010025904,0.001525399,0.001389346,0.001683307,0.001141714,0.018992669,0.000732887,0.021090138,0.009817231
run_207,DONE,scenario_B,front-end,100,28,2.49,0.046,0.037,0.528,0.233,0.178,0.005,0.005,0.01,0.073,0.005,0.055,0.027,160323303.503,913479.729,15278088.113,40594287.939,11324508.745,37681616.484,7569206.589,19312781.947,68096035.192,12464696.656,251532.171,926270.137,2470766.719,74786550.856,6578.959,5666.531,27226870.991,2828915.382,30333614.347,445.433,4608657.831,9973045.271,8591877.97,1617.614,5105.379,120564.822,60569967.311,0.0,0.0,0.0,623797.735,0.0,79.227,0.0,0.0,0.0,0.0,0.0,92.829,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.649225843,0.012637893,0.009213665,0.153143382,0.059875586,0.066448826,0.001256851,0.001919829,0.002743411,0.01960042,0.001489279,0.016125398,0.007786474
run_31,DONE,scenario_A,orders,1000,2,0.605,0.349,0.23,0.243,0.039,2.582,0.005,0.004,0.004,0.069,0.002,0.068,0.031,9171619.863,1214236.297,24099244.483,40853561.242,5318458.177,178001747.846,5822900.39,27289152.907,65198127.075,10541633.333,542443.199,966267.391,1799890.033,8490795.046,9558.925,17189381.098,24628739.487,13103.345,25688091.192,293.624,5111664.984,10031124.432,7117153.639,19740.665,6467.636,123090.752,0.0,0.0,0.0,0.0,343885.749,69680416.153,346754.047,0.0,0.0,0.0,0.0,0.0,88.008,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.177925522,0.105479223,0.06731744,0.079897296,0.010063735,0.713039633,0.001602797,0.001539703,0.00127219,0.018698167,0.000754152,0.017239351,0.008259083
run_46,DONE,scenario_A,orders,1000,17,0.625,0.368,0.241,0.24,0.042,2.583,0.005,0.004,0.004,0.069,0.002,0.073,0.032,10091974.988,1224431.507,21107752.958,39941887.69,5110340.645,196575156.237,11197370.053,20600482.821,65592844.766,11283690.872,397591.04,765036.683,1735588.823,9337320.357,11760.795,14753022.027,26671770.218,138130.745,35160808.122,217.923,4824111.162,1646.471,8624175.526,331.964,10797.379,202737.563,0.0,0.0,0.0,0.0,345312.039,68754706.231,344928.974,0.0,0.0,0.0,0.0,0.0,85.339,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.195902716,0.103185703,0.067249117,0.073031478,0.011324464,0.749861882,0.00174043,0.001546701,0.001333087,0.016640102,0.000740642,0.022615351,0.009300561
run_229,DONE,scenario_B,front-end,1000,20,3.269,0.464,0.296,2.533,1.555,0.54,0.004,0.004,0.004,0.06,0.019,0.335,0.139,205706172.111,1190161.689,18859990.746,22316406.18,8692656.326,42140208.611,3908785.337,14019149.596,28640924.562,10452011.751,99945.052,1195197.792,1999965.39,70750491.95,12702.277,13393166.453,12308787.18,1457420.979,25853492.379,521.306,4952796.803,7797958.9,8099270.228,3103.466,7838.97,1512099.024,64188143.888,0.0,0.0,0.0,237.182,0.0,344116.376,0.0,0.0,0.0,0.0,0.0,114.715,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,1.003137512,0.154932836,0.089983411,0.665728762,0.417114908,0.204368385,0.001501575,0.001388095,0.001242253,0.015330695,0.005972844,0.108371149,0.044561402
run_18,DONE,scenario_A,orders,100,19,0.133,0.031,0.024,0.069,0.01,2.562,0.005,0.004,0.004,0.079,0.002,0.011,0.009,6957017.463,870435.557,17664126.993,43097034.15,9505397.467,187806108.944,8712235.088,21689991.046,76397639.564,11925869.902,347009.016,873919.769,2381001.713,6194829.913,4945.827,1998448.81,34260905.488,5185.003,36965090.651,269.939,6184514.938,5587778.587,7943181.234,973.796,3127.027,2111.187,0.0,0.0,0.0,0.0,343636.969,64464337.6,342925.768,0.0,0.0,0.0,0.0,0.0,81.942,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.039696868,0.007242767,0.006128034,0.021017882,0.002867119,0.652754415,0.001463025,0.001472486,0.001407153,0.019880947,0.000772678,0.003357129,0.002470502
run_26,DONE,scenario_A,orders,100,27,0.124,0.03,0.023,0.069,0.01,2.564,0.005,0.005,0.004,0.073,0.002,0.01,0.009,5842204.699,881582.602,17230670.014,50546464.28,9583254.583,187347746.226,9780720.269,18719696.643,78386319.79,8722593.435,156901.657,839238.417,2843712.369,5968827.94,3887.261,1448255.093,36392294.295,2053.525,21347431.2,242.464,5134400.748,9974862.531,5884190.398,19189.383,1752.418,3210.599,0.0,0.0,0.0,0.0,342236.776,64579963.041,340965.474,0.0,0.0,0.0,0.0,0.0,80.361,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.033975983,0.007859053,0.006073751,0.022035434,0.002822339,0.695906028,0.001415085,0.001688556,0.001387799,0.021087115,0.000631793,0.003435826,0.002426662
run_15,DONE,scenario_A,orders,100,16,0.131,0.03,0.024,0.07,0.01,2.55,0.005,0.005,0.004,0.071,0.002,0.01,0.009,5698297.232,738358.468,12735067.093,45946167.394,9623615.418,199541323.253,10299035.85,17710461.544,78177158.396,8075060.787,189240.734,893635.249,2207627.393,5393071.757,3958.504,1436564.649,28149781.724,5121.33,25693980.268,251.371,4985809.571,4692120.613,5354437.088,20356.171,37007.325,1989.745,0.0,0.0,0.0,0.0,345985.063,55926441.534,345732.172,0.0,0.0,0.0,0.0,0.0,81.068,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.032401492,0.00797061,0.005595603,0.022586081,0.002687408,0.608664736,0.001369159,0.00165746,0.00131414,0.019922669,0.000707601,0.003183946,0.002657824
run_69,DONE,scenario_A,front-end,100,10,2.361,0.03,0.023,0.064,0.01,0.005,0.005,0.004,0.004,0.071,0.002,0.01,0.009,168237198.791,834334.508,11817477.212,55195900.071,8331648.679,14203237.158,8277805.056,22963002.363,58456193.401,9197013.601,238987.72,1026394.269,1985940.452,74012247.456,5128.786,1965336.736,43247245.845,2395.299,5105125.073,475.648,4135667.415,901567.215,5865789.751,22249.555,2191.806,2202.9,47637685.096,0.0,0.0,0.0,127.834,0.0,77.816,0.0,0.0,0.0,0.0,0.0,83.91,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.598255995,0.008303197,0.006332165,0.020834991,0.002689155,0.001464283,0.001562687,0.001032497,0.001138106,0.017369834,0.000685786,0.002900821,0.0025341
run_28,DONE,scenario_A,orders,100,29,0.131,0.031,0.024,0.07,0.009,2.605,0.004,0.004,0.004,0.069,0.002,0.011,0.009,5473453.856,1045048.042,16628107.829,43099854.199,10144289.439,192722033.611,9247775.767,13900540.568,72143174.639,10064261.171,270107.099,929949.592,2658070.639,5171391.644,3115.26,474599.266,32135285.11,5330.404,30330132.236,276.889,3682475.382,4749284.157,5806553.358,21928.954,5945.54,1817.576,0.0,0.0,0.0,0.0,343525.441,67700593.26,344067.95,0.0,0.0,0.0,0.0,0.0,80.378,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.036821668,0.009052554,0.006221517,0.021943431,0.002421925,0.67958129,0.001401435,0.001362358,0.001280655,0.017635565,0.000701585,0.003149872,0.002440785
run_143,DONE,scenario_B,orders,100,24,0.259,0.048,0.039,0.527,0.212,2.779,0.005,0.004,0.004,0.074,0.005,0.057,0.028,6867464.7,796923.772,16287984.887,35985177.098,12568651.085,231577211.444,8453659.094,19541013.947,69477989.377,10354348.705,408247.214,981059.368,1902062.006,5554664.384,1960.3,1309154.08,23238814.991,2839112.664,124538461.208,241.701,3985776.682,872350.327,8411035.915,1144.437,8512.524,110501.268,0.0,0.0,0.0,0.0,178.294,74051932.719,344470.655,0.0,0.0,0.0,0.0,0.0,86.592,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.068194226,0.013966665,0.010661188,0.150376491,0.05270258,0.848188922,0.001656044,0.001382769,0.001419445,0.018781121,0.001522823,0.017104479,0.007480073
run_110,DONE,scenario_A,front-end,1000,21,2.897,0.345,0.227,0.24,0.039,0.005,0.005,0.005,0.004,0.07,0.002,0.07,0.031,180529571.605,1224897.115,20390226.165,38703929.156,2553005.431,16868851.402,5209139.368,22306927.252,62503234.192,11020289.007,442380.075,984486.935,1381044.388,78011897.388,9914.125,15374882.173,22460497.709,12472.63,5322847.174,468.788,5218936.394,4755205.236,9161468.933,21639.417,9303.678,117507.46,61253973.747,0.0,0.0,0.0,162.299,0.0,80.442,0.0,0.0,0.0,0.0,0.0,94.109,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.804886588,0.095020917,0.071573174,0.093504266,0.011536569,0.001957099,0.0015394,0.001357537,0.001200635,0.018861241,0.000734863,0.019174097,0.009954441
run_180,DONE,scenario_B,front-end,100,1,2.506,0.047,0.038,0.52,0.23,0.17,0.005,0.005,0.004,0.072,0.005,0.055,0.027,169961272.436,798000.145,16026375.691,39437315.114,14472897.708,36472348.423,10286821.913,22352617.838,48313728.405,9689095.356,303491.165,883973.425,2300714.457,88834403.686,7381.433,1315699.579,24360420.401,3323159.045,36233383.874,361.0,3644424.965,2610.625,7456093.048,595.173,8972.013,112502.258,52618764.215,0.0,0.0,0.0,345349.413,0.0,79.172,0.0,0.0,0.0,0.0,0.0,94.232,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.634491557,0.013380319,0.009373189,0.158587131,0.063185682,0.056452703,0.001609173,0.00122097,0.001262327,0.019644459,0.001620925,0.0151981,0.008198216
run_83,DONE,scenario_A,front-end,100,24,2.326,0.03,0.024,0.066,0.01,0.005,0.006,0.004,0.004,0.075,0.002,0.011,0.009,159605713.07,793484.722,19096922.565,47042704.677,12169980.647,16894980.387,11709251.564,10502561.547,55859734.791,12240234.125,174331.519,858291.097,2397810.991,70983084.562,2681.855,1306277.764,32507303.757,2549.432,3247575.526,445.675,3312082.552,3478302.533,8093817.603,241.545,1521.629,1046.878,60210464.915,0.0,0.0,0.0,124.548,0.0,80.638,0.0,0.0,0.0,0.0,0.0,86.823,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.597812382,0.008197619,0.005929565,0.020447408,0.002538405,0.001460559,0.001341401,0.001352725,0.001165969,0.018636703,0.000649028,0.002704742,0.002191999
run_16,DONE,scenario_A,orders,100,17,0.132,0.03,0.024,0.067,0.01,2.581,0.005,0.005,0.004,0.07,0.002,0.011,0.009,6479435.112,1048385.245,11467557.014,46303557.423,11698365.095,222360697.419,10874190.792,17104855.068,44009090.727,12803614.791,161425.643,846150.673,2457081.301,6002002.577,5456.385,653742.085,36577207.715,5283.518,38804661.259,293.288,5043418.155,2917177.817,8528723.546,1061.659,2309.547,1938.084,0.0,0.0,0.0,0.0,343412.063,73345174.943,344499.746,0.0,0.0,0.0,0.0,0.0,80.58,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.038875626,0.00817391,0.006109406,0.021377926,0.002551932,0.620537287,0.001362307,0.001409409,0.001364119,0.01648409,0.00076189,0.002994843,0.002441251
run_114,DONE,scenario_A,front-end,1000,25,2.861,0.355,0.233,0.255,0.042,0.005,0.005,0.004,0.004,0.066,0.002,0.073,0.032,188017590.22,1196539.443,20903719.253,34668659.897,4104624.453,17485798.887,4673146.503,19050779.283,69137315.991,11233272.009,500584.956,1018513.447,1820118.927,95260087.349,11956.627,20027527.326,19766201.307,137973.491,5239208.973,361.147,4958256.507,9679714.329,7488633.363,306.551,9522.97,71247.704,64042372.395,0.0,0.0,0.0,159.94,0.0,78.174,0.0,0.0,0.0,0.0,0.0,92.628,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.830657244,0.089116397,0.059748695,0.082477585,0.012269166,0.001717257,0.001709939,0.001451283,0.001536183,0.020073401,0.000703674,0.0208261,0.00983891
run_160,DONE,scenario_B,orders,1000,11,1.008,0.475,0.298,2.779,1.805,3.093,0.004,0.005,0.009,0.057,0.019,0.33,0.14,9061319.075,1089998.936,22912306.207,23425415.966,8032675.296,198995242.395,3701829.431,19544696.564,41441946.79,12199357.538,59446.472,1253069.857,2171517.837,8662226.397,9379.852,15666748.202,9779668.77,2236633.482,113992781.572,268.073,5150488.053,9242627.342,9568086.925,3074.899,15401.684,1507475.333,0.0,0.0,0.0,0.0,657219.619,64473214.616,344149.9,0.0,0.0,0.0,0.0,0.0,94.165,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.314865609,0.158993094,0.098616829,0.902090966,0.61595183,1.066921948,0.001425001,0.00193933,0.002704337,0.017688356,0.006110216,0.107808533,0.044703597
run_219,DONE,scenario_B,front-end,1000,10,3.247,0.474,0.3,2.64,1.68,0.55,0.005,0.004,0.004,0.057,0.019,0.329,0.138,153968955.117,1224216.875,23966427.019,23746845.441,8831678.975,40578843.997,3514474.695,16597389.597,17390021.312,8888897.431,110394.194,1065328.747,2148651.147,81634979.573,10361.203,13618303.519,9288098.621,2091444.857,23508730.316,413.035,4976874.024,5137986.688,6472520.411,2473.618,15357.139,1863540.339,44869871.657,0.0,0.0,0.0,242.427,0.0,341563.124,0.0,0.0,0.0,0.0,0.0,115.8,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,1.052828197,0.130103183,0.085909936,0.946250766,0.542677821,0.214024513,0.001566608,0.001396167,0.001222449,0.017550488,0.006197977,0.104869682,0.040862118
run_40,DONE,scenario_A,orders,1000,11,0.602,0.358,0.237,0.242,0.041,2.599,0.005,0.004,0.004,0.07,0.002,0.072,0.032,8575424.368,1093298.855,21571307.102,39395313.533,3023240.16,214031449.508,4885104.365,16766486.082,49829087.092,8618278.227,554557.452,626691.612,1651923.844,7979358.793,4354.14,16609631.109,23971742.169,15473.253,37709722.093,195.352,6164797.313,444464.855,6808883.948,1782.419,6459.966,272380.891,0.0,0.0,0.0,0.0,344828.994,68187076.059,343425.001,0.0,0.0,0.0,0.0,0.0,88.977,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.173835149,0.1096839,0.074441901,0.094668044,0.011777993,0.72785533,0.001361322,0.001602883,0.001449584,0.018582067,0.000674111,0.022171021,0.009858435
run_45,DONE,scenario_A,orders,1000,16,0.623,0.367,0.24,0.236,0.041,2.599,0.005,0.005,0.004,0.067,0.002,0.072,0.032,9903528.062,1163737.815,20280963.916,33697326.871,4296810.536,198561334.321,4292260.734,20375739.32,59422522.271,12218710.845,293988.683,930367.027,940370.74,9947302.725,12155.276,13502503.949,20869477.111,138705.594,25897744.239,273.967,6151292.351,770.704,9783630.06,345.585,7292.786,119773.494,0.0,0.0,0.0,0.0,343229.033,61322767.866,347177.997,0.0,0.0,0.0,0.0,0.0,89.213,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.203078396,0.108873358,0.067601429,0.079374498,0.010935379,0.755133094,0.001560618,0.001614276,0.001231785,0.020490542,0.000707794,0.019608041,0.008918914
run_47,DONE,scenario_A,orders,1000,18,0.614,0.357,0.238,0.248,0.036,2.599,0.005,0.004,0.004,0.068,0.002,0.072,0.032,8887236.566,1072874.844,20557621.048,46046026.172,3852216.671,195749572.965,6657029.922,19905926.635,60083753.904,10890238.085,362025.991,780828.067,2112818.078,7001782.608,10071.037,20572236.524,24817387.558,138356.115,36315849.045,269.595,5280550.813,4872869.493,8561792.347,204.241,3995.162,8818.072,0.0,0.0,0.0,0.0,344044.681,69014161.481,343772.639,0.0,0.0,0.0,0.0,0.0,89.067,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.165927534,0.103956384,0.072145024,0.085288754,0.010688157,0.685734754,0.001458895,0.001632066,0.001291573,0.018019543,0.000658305,0.020629116,0.007829025
run_158,DONE,scenario_B,orders,1000,9,0.959,0.494,0.307,2.505,1.558,3.159,0.004,0.004,0.003,0.056,0.019,0.335,0.141,10004075.696,1231886.089,23182029.275,20521657.88,10893062.267,219821134.902,4803974.282,12928711.622,32783463.864,9080137.38,203794.45,872704.782,2277490.756,10030986.989,9864.196,17645570.45,5775057.475,3317687.775,105711732.659,300.345,3668910.067,761.266,6878961.799,3094.076,12543.968,1866310.833,0.0,0.0,0.0,0.0,344922.213,65390374.459,341746.018,0.0,0.0,0.0,0.0,0.0,111.156,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.255725408,0.148396012,0.091782033,0.784710405,0.489788153,1.050426652,0.001516698,0.001384309,0.001097353,0.017925451,0.005652004,0.10239952,0.041975108
run_109,DONE,scenario_A,front-end,1000,20,2.838,0.354,0.232,0.236,0.041,0.005,0.005,0.004,0.004,0.07,0.002,0.071,0.032,186280125.982,1298700.694,20776966.728,35479785.06,3253909.619,15694629.335,6978919.122,23073573.24,46942836.765,10201765.903,511938.753,642529.269,980745.778,91604407.944,9853.584,16130136.81,18212268.098,15898.08,5607828.514,268.597,5121669.782,4701971.128,8118939.72,2357.272,6632.417,121483.152,51893433.986,0.0,0.0,0.0,160.984,0.0,79.305,0.0,0.0,0.0,0.0,0.0,92.703,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.756118449,0.099993817,0.058900326,0.073128528,0.011503513,0.001703477,0.00134143,0.001406716,0.001133548,0.018328677,0.000655834,0.021923168,0.00861109
run_30,DONE,scenario_A,orders,1000,1,0.624,0.355,0.237,0.237,0.041,2.583,0.005,0.004,0.004,0.072,0.002,0.071,0.032,9118858.955,1283118.409,26572474.9,39533876.663,5752041.998,188134098.812,9370599.616,23591959.864,52227955.306,11553643.305,509099.167,823361.471,1617125.806,9283935.131,10773.27,14123368.846,24518921.806,134091.295,25641194.477,189.074,6112630.75,4757884.403,9350647.878,492.444,4135.199,121854.664,0.0,0.0,0.0,0.0,346538.739,61037981.698,344452.939,0.0,0.0,0.0,0.0,0.0,86.725,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.175205554,0.099598981,0.068409771,0.070770077,0.011729351,0.728301097,0.001490279,0.001354533,0.001272826,0.018356231,0.000679295,0.021539595,0.008072343
run_237,DONE,scenario_B,front-end,1000,28,3.224,0.476,0.298,2.488,1.551,0.561,0.005,0.004,0.004,0.058,0.019,0.328,0.137,152583159.326,1078184.86,21985002.769,26176670.674,10268983.734,40437282.226,4332365.539,12364053.942,21762983.747,9398318.009,128766.183,1199593.36,2053691.702,89673066.089,12341.468,17948702.131,12413885.738,2580183.663,34167593.687,360.15,5215335.527,435287.981,6632373.729,1146.68,11659.911,1717102.713,50508348.56,0.0,0.0,0.0,223.294,0.0,342522.543,0.0,0.0,0.0,0.0,0.0,115.8,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,1.057787751,0.151274234,0.083865035,0.805951881,0.443665788,0.197117937,0.001535245,0.001350905,0.001645066,0.016805466,0.006339684,0.115861459,0.047122147
run_223,DONE,scenario_B,front-end,1000,14,3.207,0.479,0.298,2.515,1.546,0.556,0.005,0.004,0.004,0.059,0.019,0.333,0.138,190102332.249,1159542.498,19665307.454,23333512.428,7329485.548,45162625.013,3875748.415,12049708.025,53673804.953,12103435.202,65927.087,1274768.695,2051226.267,79302716.265,12497.099,17244152.278,9196104.144,1538098.135,34786580.305,261.496,6259170.127,2133.769,9165792.407,2737.273,19029.433,1513385.611,53116935.076,0.0,0.0,0.0,346436.968,0.0,343249.083,0.0,0.0,0.0,0.0,0.0,114.383,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.999413766,0.11826693,0.083430792,0.79881011,0.458683526,0.208336127,0.001628529,0.001395719,0.001586505,0.019432105,0.00587807,0.108997756,0.044122887
run_43,DONE,scenario_A,orders,1000,14,0.617,0.356,0.233,0.237,0.042,2.564,0.005,0.005,0.004,0.067,0.002,0.072,0.032,8254881.833,1173234.798,24384147.796,45668106.843,2963330.4,192887110.289,9110474.319,16526155.758,32392965.823,10823805.233,261670.717,936861.135,926513.912,7763043.939,8475.867,14367931.156,31772232.333,15429.387,34718027.92,243.41,3996150.758,1982.859,7172961.333,227.712,7681.305,127827.133,0.0,0.0,0.0,0.0,319880.073,69431509.789,345314.213,0.0,0.0,0.0,0.0,0.0,85.925,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.164209485,0.11242869,0.071190835,0.086735224,0.010972789,0.718435725,0.001440551,0.001756171,0.001286736,0.018944465,0.000767326,0.022303271,0.009966632
run_162,DONE,scenario_B,orders,1000,13,0.959,0.468,0.297,2.497,1.511,3.096,0.004,0.004,0.004,0.057,0.019,0.333,0.138,12926636.404,1217800.571,24558812.771,29085418.705,9759987.514,182413242.708,5381525.668,17503218.814,20898890.01,9395071.503,115322.156,957615.278,2282925.505,10668942.533,9615.902,16330367.195,17345990.622,2677981.426,95329644.196,219.374,5427541.111,477201.806,7355786.873,1295.198,13590.764,1967150.951,0.0,0.0,0.0,0.0,647084.269,57409840.873,357864.352,0.0,0.0,0.0,0.0,0.0,358.592,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.324022172,0.137745875,0.095394003,0.899132976,0.476156329,0.994755289,0.001479997,0.00153072,0.001637659,0.014250688,0.006384356,0.100922969,0.043069547
run_107,DONE,scenario_A,front-end,1000,18,2.86,0.355,0.229,0.229,0.04,0.005,0.005,0.004,0.006,0.068,0.002,0.069,0.032,170048848.144,1251960.186,21956535.222,34213990.139,3859332.209,16100770.477,6811983.245,24583351.999,57315022.421,10126621.924,404233.28,829504.694,1618892.73,101653327.206,6369.53,17015062.724,21279767.976,106226.136,5257523.148,494.554,3667907.845,6570869.988,8263484.842,21418.779,8937.092,116378.17,54702036.233,0.0,0.0,0.0,229.556,0.0,80.823,0.0,0.0,0.0,0.0,0.0,95.31,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.785426744,0.100886702,0.059131992,0.084981963,0.010178684,0.00187713,0.001584403,0.001465498,0.001880996,0.017967425,0.000702787,0.02074223,0.009881787
run_129,DONE,scenario_B,orders,100,10,0.253,0.049,0.039,0.505,0.204,2.766,0.005,0.004,0.004,0.067,0.006,0.057,0.028,6991251.058,926098.207,13118508.215,37148636.706,13392203.17,202992053.286,8621447.215,17701670.281,73105864.044,8802163.589,238806.309,935938.914,2810920.791,5400830.227,2057.304,2918834.691,23904572.547,2848604.365,104946911.267,153.994,4943309.904,4788361.817,6435069.914,541.563,6578.559,109123.912,0.0,0.0,0.0,0.0,167.197,62012374.014,346376.014,0.0,0.0,0.0,0.0,0.0,88.826,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.080355844,0.013119172,0.01007828,0.141786923,0.057294905,0.787054188,0.001541139,0.001612186,0.001170805,0.016660579,0.001981034,0.017375273,0.007995398
run_55,DONE,scenario_A,orders,1000,26,0.622,0.359,0.235,0.234,0.04,2.595,0.005,0.005,0.004,0.07,0.002,0.071,0.032,7579752.559,1242528.196,22502215.5,38038092.965,5833685.536,199238669.996,7492393.804,20601118.742,35862169.521,10756161.929,614912.042,1037266.226,1663153.264,7442066.996,8040.05,16696016.196,24006192.535,14153.023,22740312.967,260.637,5265407.124,1192.714,7119061.466,5228.348,12180.021,119597.798,0.0,0.0,0.0,0.0,342500.419,62706824.747,343872.778,0.0,0.0,0.0,0.0,0.0,87.849,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.197581629,0.090001026,0.061966957,0.080188858,0.011403237,0.730709631,0.001413317,0.001766761,0.00160299,0.0180756,0.000774809,0.022076522,0.008939219
run_196,DONE,scenario_B,front-end,100,17,2.518,0.047,0.038,0.476,0.193,0.172,0.005,0.005,0.004,0.072,0.005,0.056,0.028,182429888.978,898199.807,15913383.812,44352239.3,12354858.573,40225256.119,9130724.893,22737264.712,66137063.714,10751880.956,456110.819,1101046.733,2067088.71,83759984.055,4097.927,659222.996,25146693.624,2879478.265,32173548.205,386.63,5469194.209,4800848.573,6610270.521,503.741,7672.918,2299.091,65221943.313,0.0,0.0,0.0,969126.709,0.0,80.594,0.0,0.0,0.0,0.0,0.0,93.922,0.0, ,0.0, ,0.0, ,0.0, , ,0.0, , ,0.0,0.643278863,0.012566065,0.009487856,0.133850306,0.048290843,0.0523534,0.001436468,0.001496564,0.001226829,0.018059576,0.001646192,0.015141462,0.007043718
run_52,DONE,scenario_A,orders,1000,23,0.624,0.369,0.247,0.251,0.04,2.583,0.004,0.005,0.008,0.068,0.002,0.073,0.032,9518595.292,1202194.01,23894620.381,42650252.647,5480600.037,204989242.269,5185424.529,20450205.331,51810533.473,11443621.721,440510.165,864005.609,1533568.609,9049608.461,8942.405,13923778.488,27651346.985,142136.832,35482300.247,218.49,4856531.837,3914499.708,7453937.844,137.799,9292.061,162716.164,0.0,0.0,0.0,0.0,344846.791,78110967.966,344772.526,0.0,0.0,0.0,0.0,0.0,89.111,0.0, ,0.0, ,0.0,0.0,0.0, , ,0.0, , ,0.0,0.199278059,0.112420478,0.072655506,0.083027981,0.011358084,0.752710999,0.001404018,0.001687207,0.002167654,0.02033322,0.0007452,0.021461055,0.00917114
