service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_high,12,0,125,1693,1.0,0.088,0.162,0.088
carts-db_energy_Anomaly_high,20,0,141,1669,1.0,0.124,0.221,0.124
catalogue_energy_Anomaly_high,10,0,106,1714,1.0,0.086,0.158,0.086
catalogue-db_energy_Anomaly_high,23,0,98,1709,1.0,0.19,0.319,0.19
front-end_energy_Anomaly_high,25,0,118,1687,1.0,0.175,0.298,0.175
orders_energy_Anomaly_high,30,0,0,1800,1.0,1.0,1.0,1.0
orders-db_energy_Anomaly_high,63,2,29,1736,0.969,0.685,0.803,0.67
payment_energy_Anomaly_high,29,0,123,1678,1.0,0.191,0.321,0.191
queue-master_energy_Anomaly_high,3,0,0,1827,1.0,1.0,1.0,1.0
rabbitmq_energy_Anomaly_high,45,0,10,1775,1.0,0.818,0.9,0.818
shipping_energy_Anomaly_high,13,0,37,1780,1.0,0.26,0.413,0.26
user_energy_Anomaly_high,22,0,144,1664,1.0,0.133,0.235,0.133
user-db_energy_Anomaly_high,19,0,151,1660,1.0,0.112,0.201,0.112
