service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_low,4,3,0,1823,0.571,1.0,0.727,0.571
carts-db_energy_Anomaly_low,2,0,0,1828,1.0,1.0,1.0,1.0
catalogue_energy_Anomaly_low,6,4,0,1820,0.6,1.0,0.75,0.6
catalogue-db_energy_Anomaly_low,5,3,2,1820,0.625,0.714,0.667,0.5
front-end_energy_Anomaly_low,13,1,16,1800,0.929,0.448,0.604,0.433
orders_energy_Anomaly_low,0,0,0,1830,0.0,0.0,0.0,0.0
orders-db_energy_Anomaly_low,3,1,116,1710,0.75,0.025,0.048,0.025
payment_energy_Anomaly_low,7,6,0,1817,0.538,1.0,0.7,0.538
queue-master_energy_Anomaly_low,6,0,0,1824,1.0,1.0,1.0,1.0
rabbitmq_energy_Anomaly_low,8,3,109,1710,0.727,0.068,0.124,0.067
shipping_energy_Anomaly_low,8,0,16,1806,1.0,0.333,0.5,0.333
user_energy_Anomaly_low,4,2,2,1822,0.667,0.667,0.667,0.5
user-db_energy_Anomaly_low,3,2,3,1822,0.6,0.5,0.545,0.375
