Algorithm,Level,Scenario,Service,Users,Metric,Value
iforest,low,scenario_A,orders,100,F-Score,0.0
iforest,low,scenario_A,orders,100,F-Score,0.0
iforest,low,scenario_A,orders,100,F-Score,0.0
iforest,low,scenario_A,orders,100,F-Score,0.0
iforest,low,scenario_A,orders,100,F-Score,0.0
iforest,low,scenario_A,orders,100,F-Score,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,low,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,0.912
iforest,default,scenario_A,orders,100,Precision,0.593
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,1.0
iforest,default,scenario_A,orders,100,Precision,0.586
iforest,default,scenario_A,orders,100,Precision,0.78
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Precision,0.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,1.0
iforest,default,scenario_A,orders,100,Recall,1.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,1.0
iforest,default,scenario_A,orders,100,Recall,1.0
iforest,default,scenario_A,orders,100,Recall,1.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,Recall,0.0
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,0.954
iforest,default,scenario_A,orders,100,F-Score,0.745
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,1.0
iforest,default,scenario_A,orders,100,F-Score,0.739
iforest,default,scenario_A,orders,100,F-Score,0.876
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,F-Score,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.912
iforest,default,scenario_A,orders,100,Accuracy,0.593
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,1.0
iforest,default,scenario_A,orders,100,Accuracy,0.586
iforest,default,scenario_A,orders,100,Accuracy,0.78
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,default,scenario_A,orders,100,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Precision,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,Recall,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,F-Score,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,high,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Precision,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,Recall,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,F-Score,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,low,scenario_A,orders,1000,Accuracy,0.0
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Precision,0.6
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Precision,0.821
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Precision,0.667
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Precision,0.938
iforest,default,scenario_A,orders,1000,Precision,0.944
iforest,default,scenario_A,orders,1000,Precision,0.667
iforest,default,scenario_A,orders,1000,Precision,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,0.983
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,0.402
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,Recall,1.0
iforest,default,scenario_A,orders,1000,F-Score,1.0
iforest,default,scenario_A,orders,1000,F-Score,0.75
iforest,default,scenario_A,orders,1000,F-Score,1.0
iforest,default,scenario_A,orders,1000,F-Score,1.0
iforest,default,scenario_A,orders,1000,F-Score,1.0
iforest,default,scenario_A,orders,1000,F-Score,0.902
iforest,default,scenario_A,orders,1000,F-Score,0.991
iforest,default,scenario_A,orders,1000,F-Score,0.8
iforest,default,scenario_A,orders,1000,F-Score,1.0
iforest,default,scenario_A,orders,1000,F-Score,0.563
iforest,default,scenario_A,orders,1000,F-Score,0.971
iforest,default,scenario_A,orders,1000,F-Score,0.8
iforest,default,scenario_A,orders,1000,F-Score,1.0
iforest,default,scenario_A,orders,1000,Accuracy,1.0
iforest,default,scenario_A,orders,1000,Accuracy,0.6
iforest,default,scenario_A,orders,1000,Accuracy,1.0
iforest,default,scenario_A,orders,1000,Accuracy,1.0
iforest,default,scenario_A,orders,1000,Accuracy,1.0
iforest,default,scenario_A,orders,1000,Accuracy,0.821
iforest,default,scenario_A,orders,1000,Accuracy,0.983
iforest,default,scenario_A,orders,1000,Accuracy,0.667
iforest,default,scenario_A,orders,1000,Accuracy,1.0
iforest,default,scenario_A,orders,1000,Accuracy,0.391
iforest,default,scenario_A,orders,1000,Accuracy,0.944
iforest,default,scenario_A,orders,1000,Accuracy,0.667
iforest,default,scenario_A,orders,1000,Accuracy,1.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Precision,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,Recall,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,F-Score,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,high,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Precision,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,Recall,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,F-Score,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,low,scenario_B,front-end,100,Accuracy,0.0
iforest,default,scenario_B,front-end,100,Precision,0.571
iforest,default,scenario_B,front-end,100,Precision,0.667
iforest,default,scenario_B,front-end,100,Precision,0.545
iforest,default,scenario_B,front-end,100,Precision,0.538
iforest,default,scenario_B,front-end,100,Precision,0.5
iforest,default,scenario_B,front-end,100,Precision,0.0
iforest,default,scenario_B,front-end,100,Precision,0.575
iforest,default,scenario_B,front-end,100,Precision,0.538
iforest,default,scenario_B,front-end,100,Precision,1.0
iforest,default,scenario_B,front-end,100,Precision,0.665
iforest,default,scenario_B,front-end,100,Precision,0.889
iforest,default,scenario_B,front-end,100,Precision,0.545
iforest,default,scenario_B,front-end,100,Precision,0.545
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,0.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,Recall,1.0
iforest,default,scenario_B,front-end,100,F-Score,0.727
iforest,default,scenario_B,front-end,100,F-Score,0.8
iforest,default,scenario_B,front-end,100,F-Score,0.706
iforest,default,scenario_B,front-end,100,F-Score,0.7
iforest,default,scenario_B,front-end,100,F-Score,0.667
iforest,default,scenario_B,front-end,100,F-Score,0.0
iforest,default,scenario_B,front-end,100,F-Score,0.73
iforest,default,scenario_B,front-end,100,F-Score,0.7
iforest,default,scenario_B,front-end,100,F-Score,1.0
iforest,default,scenario_B,front-end,100,F-Score,0.799
iforest,default,scenario_B,front-end,100,F-Score,0.941
iforest,default,scenario_B,front-end,100,F-Score,0.706
iforest,default,scenario_B,front-end,100,F-Score,0.706
iforest,default,scenario_B,front-end,100,Accuracy,0.571
iforest,default,scenario_B,front-end,100,Accuracy,0.667
iforest,default,scenario_B,front-end,100,Accuracy,0.545
iforest,default,scenario_B,front-end,100,Accuracy,0.538
iforest,default,scenario_B,front-end,100,Accuracy,0.5
iforest,default,scenario_B,front-end,100,Accuracy,0.0
iforest,default,scenario_B,front-end,100,Accuracy,0.575
iforest,default,scenario_B,front-end,100,Accuracy,0.538
iforest,default,scenario_B,front-end,100,Accuracy,1.0
iforest,default,scenario_B,front-end,100,Accuracy,0.665
iforest,default,scenario_B,front-end,100,Accuracy,0.889
iforest,default,scenario_B,front-end,100,Accuracy,0.545
iforest,default,scenario_B,front-end,100,Accuracy,0.545
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,1.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,1.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Precision,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,1.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.091
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,Recall,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,1.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.167
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,F-Score,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,1.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.091
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,high,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,1.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Precision,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.03
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,Recall,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.058
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,F-Score,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.03
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,low,scenario_B,front-end,1000,Accuracy,0.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,0.991
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,0.961
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Precision,1.0
iforest,default,scenario_B,front-end,1000,Recall,0.128
iforest,default,scenario_B,front-end,1000,Recall,0.131
iforest,default,scenario_B,front-end,1000,Recall,0.224
iforest,default,scenario_B,front-end,1000,Recall,0.124
iforest,default,scenario_B,front-end,1000,Recall,0.968
iforest,default,scenario_B,front-end,1000,Recall,0.537
iforest,default,scenario_B,front-end,1000,Recall,0.823
iforest,default,scenario_B,front-end,1000,Recall,0.362
iforest,default,scenario_B,front-end,1000,Recall,1.0
iforest,default,scenario_B,front-end,1000,Recall,1.0
iforest,default,scenario_B,front-end,1000,Recall,0.455
iforest,default,scenario_B,front-end,1000,Recall,0.167
iforest,default,scenario_B,front-end,1000,Recall,0.205
iforest,default,scenario_B,front-end,1000,F-Score,0.227
iforest,default,scenario_B,front-end,1000,F-Score,0.232
iforest,default,scenario_B,front-end,1000,F-Score,0.366
iforest,default,scenario_B,front-end,1000,F-Score,0.221
iforest,default,scenario_B,front-end,1000,F-Score,0.984
iforest,default,scenario_B,front-end,1000,F-Score,0.699
