service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
carts-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
catalogue_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
catalogue-db_energy_Anomaly_high,2,2,0,1826,0.5,1.0,0.667,0.5
front-end_energy_Anomaly_high,1,0,0,1829,1.0,1.0,1.0,1.0
orders_energy_Anomaly_high,31,3,0,1796,0.912,1.0,0.954,0.912
orders-db_energy_Anomaly_high,97,60,0,1673,0.618,1.0,0.764,0.618
payment_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
queue-master_energy_Anomaly_high,0,0,11,1819,0.0,0.0,0.0,0.0
rabbitmq_energy_Anomaly_high,105,48,0,1677,0.686,1.0,0.814,0.686
shipping_energy_Anomaly_high,27,3,0,1800,0.9,1.0,0.947,0.9
user_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
user-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
