service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
carts-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
catalogue_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
catalogue-db_energy_Anomaly_high,0,0,2,1828,0.0,0.0,0.0,0.0
front-end_energy_Anomaly_high,1,0,0,1829,1.0,1.0,1.0,1.0
orders_energy_Anomaly_high,31,0,0,1799,1.0,1.0,1.0,1.0
orders-db_energy_Anomaly_high,0,0,97,1733,0.0,0.0,0.0,0.0
payment_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
queue-master_energy_Anomaly_high,0,0,11,1819,0.0,0.0,0.0,0.0
rabbitmq_energy_Anomaly_high,0,0,105,1725,0.0,0.0,0.0,0.0
shipping_energy_Anomaly_high,1,0,26,1803,1.0,0.037,0.071,0.037
user_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
user-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
