service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,26,1,0,1772,0.963,1.0,0.981,0.999
redis_energy_Anomaly,40,7,0,1752,0.851,1.0,0.92,0.996
ts-account-mongo_energy_Anomaly,103,14,0,1682,0.88,1.0,0.936,0.992
ts-admin-basic-info-service_energy_Anomaly,122,0,10,1667,1.0,0.924,0.96,0.994
ts-admin-order-service_energy_Anomaly,17,0,6,1776,1.0,0.739,0.85,0.997
ts-admin-route-service_energy_Anomaly,127,13,0,1659,0.907,1.0,0.951,0.993
ts-admin-travel-service_energy_Anomaly,135,6,2,1656,0.957,0.985,0.971,0.996
ts-admin-user-service_energy_Anomaly,19,0,4,1776,1.0,0.826,0.905,0.998
ts-assurance-mongo_energy_Anomaly,16,0,7,1776,1.0,0.696,0.821,0.996
ts-assurance-service_energy_Anomaly,15,0,6,1778,1.0,0.714,0.833,0.997
ts-auth-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,23,0,4,1772,1.0,0.852,0.92,0.998
ts-basic-service_energy_Anomaly,10,0,0,1789,1.0,1.0,1.0,1.0
ts-cancel-service_energy_Anomaly,18,10,0,1771,0.643,1.0,0.783,0.994
ts-config-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-config-service_energy_Anomaly,4,0,0,1795,1.0,1.0,1.0,1.0
ts-consign-mongo_energy_Anomaly,107,22,0,1670,0.829,1.0,0.907,0.988
ts-consign-price-mongo_energy_Anomaly,62,5,0,1732,0.925,1.0,0.961,0.997
ts-consign-price-service_energy_Anomaly,48,0,4,1747,1.0,0.923,0.96,0.998
ts-consign-service_energy_Anomaly,44,1,0,1754,0.978,1.0,0.989,0.999
ts-contacts-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,14,0,15,1770,1.0,0.483,0.651,0.992
ts-execute-service_energy_Anomaly,25,13,0,1761,0.658,1.0,0.794,0.993
ts-food-map-mongo_energy_Anomaly,11,5,0,1783,0.688,1.0,0.815,0.997
ts-food-map-service_energy_Anomaly,7,0,25,1767,1.0,0.219,0.359,0.986
ts-food-mongo_energy_Anomaly,14,0,11,1774,1.0,0.56,0.718,0.994
ts-food-service_energy_Anomaly,14,0,17,1768,1.0,0.452,0.623,0.991
ts-inside-payment-mongo_energy_Anomaly,97,16,0,1686,0.858,1.0,0.924,0.991
ts-inside-payment-service_energy_Anomaly,38,0,34,1727,1.0,0.528,0.691,0.981
ts-news-mongo_energy_Anomaly,89,15,1,1694,0.856,0.989,0.918,0.991
ts-news-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-notification-service_energy_Anomaly,25,5,0,1769,0.833,1.0,0.909,0.997
ts-order-mongo_energy_Anomaly,14,0,8,1777,1.0,0.636,0.778,0.996
ts-order-other-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-order-other-service_energy_Anomaly,1,0,0,1798,1.0,1.0,1.0,1.0
ts-order-service_energy_Anomaly,13,0,5,1781,1.0,0.722,0.839,0.997
ts-payment-mongo_energy_Anomaly,76,15,0,1708,0.835,1.0,0.91,0.992
ts-payment-service_energy_Anomaly,33,4,20,1742,0.892,0.623,0.734,0.987
ts-preserve-other-service_energy_Anomaly,42,17,0,1740,0.712,1.0,0.832,0.991
ts-preserve-service_energy_Anomaly,16,0,14,1769,1.0,0.533,0.695,0.992
ts-price-mongo_energy_Anomaly,5,1,0,1793,0.833,1.0,0.909,0.999
ts-price-service_energy_Anomaly,13,0,1,1785,1.0,0.929,0.963,0.999
ts-rebook-mongo_energy_Anomaly,86,16,0,1697,0.843,1.0,0.915,0.991
ts-rebook-service_energy_Anomaly,139,9,1,1650,0.939,0.993,0.965,0.994
ts-route-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-route-plan-service_energy_Anomaly,138,19,8,1634,0.879,0.945,0.911,0.985
ts-route-service_energy_Anomaly,8,1,0,1790,0.889,1.0,0.941,0.999
ts-seat-service_energy_Anomaly,13,0,8,1778,1.0,0.619,0.765,0.996
ts-security-mongo_energy_Anomaly,18,2,0,1779,0.9,1.0,0.947,0.999
ts-security-service_energy_Anomaly,21,0,9,1769,1.0,0.7,0.824,0.995
ts-station-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-station-service_energy_Anomaly,12,0,2,1785,1.0,0.857,0.923,0.999
ts-ticket-office-mongo_energy_Anomaly,94,14,1,1690,0.87,0.989,0.926,0.992
ts-ticket-office-service_energy_Anomaly,0,0,1,1798,0.0,0.0,0.0,0.999
ts-ticketinfo-service_energy_Anomaly,4,0,0,1795,1.0,1.0,1.0,1.0
ts-train-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-train-service_energy_Anomaly,14,3,7,1775,0.824,0.667,0.737,0.994
ts-travel-mongo_energy_Anomaly,14,7,0,1778,0.667,1.0,0.8,0.996
ts-travel-plan-service_energy_Anomaly,143,25,0,1631,0.851,1.0,0.92,0.986
ts-travel-service_energy_Anomaly,89,33,0,1677,0.73,1.0,0.844,0.982
ts-travel2-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-travel2-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-ui-dashboard_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-user-mongo_energy_Anomaly,3,0,0,1796,1.0,1.0,1.0,1.0
ts-user-service_energy_Anomaly,13,0,0,1786,1.0,1.0,1.0,1.0
ts-verification-code-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-voucher-mysql_energy_Anomaly,33,0,3,1763,1.0,0.917,0.957,0.998
ts-voucher-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
