Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1207,0,5,7.081290231300048,1.932343002408743,58.10609203763306,8649.0,3.9019522783527827,0.0,5,6,7,8,13,23,35,46,58,58,58
GET,/catalogue,7014,0,8,8.959964716241098,4.278280073776841,74.98696609400213,2795.0,22.674642320104738,0.0,8,9,10,10,12,15,20,23,49,75,75
GET,/category.html,7014,0,5,5.799594705118149,1.878183102235198,60.42661191895604,11518.0,22.674642320104738,0.0,5,6,7,8,10,12,16,19,40,60,60
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,746,0,5,6.005131284988438,2.1401378326117992,46.17546987719834,10364.0,2.4116457329338656,0.0,5,6,7,7,10,13,18,24,46,46,46
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,775,0,5,6.092325884308065,2.174440072849393,54.919955087825656,10364.0,2.5053960362248606,0.0,5,6,7,8,10,12,17,24,55,55,55
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,814,0,5,6.048372953258345,2.0477811340242624,49.93263492360711,10364.0,2.6314740303058537,0.0,5,6,7,8,10,12,16,21,50,50,50
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,771,0,5,5.797054020666195,2.1701310761272907,59.69375278800726,10364.0,2.4924649599088613,0.0,5,6,7,8,10,11,15,18,60,60,60
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,793,0,5,6.018768264917941,1.7353510484099388,51.20346904732287,10364.0,2.5635858796468574,0.0,5,6,7,8,10,13,18,23,51,51,51
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,737,0,5,5.711463453460439,2.1699550561606884,31.32010088302195,10364.0,2.3825508112228673,0.0,5,6,7,7,10,11,14,17,31,31,31
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,745,0,5,6.007286341198339,2.1345620043575764,31.075287144631147,10364.0,2.408412963854866,0.0,5,6,7,8,10,12,16,18,31,31,31
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,822,0,5,5.576661544333047,2.1494398824870586,28.11624202877283,10364.0,2.6573361829378523,0.0,5,6,7,7,10,11,15,17,28,28,28
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,761,0,5,6.001602496973847,2.1737711504101753,27.964503969997168,10364.0,2.460137269118863,0.0,5,6,7,8,10,12,17,19,28,28,28
GET,/login,1207,0,61,63.20483316729106,44.003068935126066,108.82784216664732,13.0,3.9019522783527827,0.0,61,63,64,65,71,84,94,98,100,110,110
,Aggregated,23406,0,6,9.807830507965956,1.7353510484099388,108.82784216664732,7819.4186106126635,75.66619306306978,0.0,6,8,9,10,13,55,62,65,95,100,110
