Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin_user.html,901,0,4,6.654378180738361,1.2748679146170616,68.64124536514282,27664.0,2.917800735300214,0.0,4,6,8,10,15,19,25,31,69,69,69
GET,/adminlogin.html,2395,0,7,8.832947972827515,1.4568855985999107,75.7782980799675,2285.0,7.75597420759602,0.0,7,9,11,12,17,23,32,42,68,76,76
GET,/api/v1/adminorderservice/adminorder,2393,0,15,21.322726583395525,7.420189678668976,1303.2330060377717,1671.0,7.749497402412223,0.0,15,17,19,21,27,35,51,59,1300,1300,1300
GET,/api/v1/adminuserservice/users,3294,0,20,25.344072401175264,8.799958974123001,929.9493012949824,92366.65573770492,10.667298137712438,0.0,20,23,25,27,33,38,50,66,920,930,930
POST,/api/v1/adminuserservice/users,901,0,140.0,142.59570769936707,113.39315213263035,385.46784687787294,211.0,2.917800735300214,0.0,140,140,150,150,170,180,240,350,390,390,390
POST,/api/v1/travel2service/trips/left,13905,0,27,32.14736140625473,11.14999782294035,1092.1170553192496,43.701977705861204,45.02998804034348,0.0,27,30,32,34,40,51,84,110,1000,1100,1100
POST,/api/v1/travelservice/trips/left,13906,0,29,41.03102528292021,12.478353455662727,2822.648288682103,43.28764562059543,45.03322644293539,0.0,29,34,37,40,51,70,110,180,2600,2800,2800
POST,/api/v1/users/login,4785,0,120.0,126.71136747940581,102.45918668806553,533.6447767913342,339.00041797283177,15.495756402232548,0.0,120,130,130,140,140,150,170,190,530,530,530
GET,/api/v1/verifycode/generate,16299,0,7,8.906656299836632,2.7649281546473503,574.688296765089,1250.0301859009755,52.782723845347604,0.0,7,9,10,11,15,18,23,29,270,570,570
GET,/client_login.html,2393,0,5,6.925615666117372,1.2971153482794762,65.35281240940094,12241.0,7.749497402412223,0.0,5,7,9,10,14,18,24,28,57,65,65
GET,/index.html,13906,0,5,7.134898789331486,1.3729659840464592,112.15341277420521,18128.0,45.03322644293539,0.0,5,7,9,10,15,20,27,34,63,93,110
,Aggregated,75078,0,17,28.969855086551995,1.2748679146170616,2822.648288682103,8570.141599403287,243.13278979452775,0.0,17,25,29,33,56,120,140,150,890,2700,2800
