service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
carts_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
carts-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
catalogue_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
catalogue-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
front-end_energy_Anomaly_high,30,1,0,1799,0.968,1.0,0.984,0.968
orders_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
orders-db_energy_Anomaly_high,122,92,0,1616,0.57,1.0,0.726,0.57
payment_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
queue-master_energy_Anomaly_high,1,0,7,1822,1.0,0.125,0.222,0.125
rabbitmq_energy_Anomaly_high,111,62,0,1657,0.642,1.0,0.782,0.642
shipping_energy_Anomaly_high,22,2,0,1806,0.917,1.0,0.957,0.917
user_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
user-db_energy_Anomaly_high,0,0,0,1830,0.0,0.0,0.0,0.0
