service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,24,1,0,1775,0.96,1.0,0.98,0.999
redis_energy_Anomaly,43,7,0,1750,0.86,1.0,0.925,0.996
ts-account-mongo_energy_Anomaly,80,11,0,1709,0.879,1.0,0.936,0.994
ts-admin-basic-info-service_energy_Anomaly,91,0,11,1698,1.0,0.892,0.943,0.994
ts-admin-order-service_energy_Anomaly,16,0,11,1773,1.0,0.593,0.745,0.994
ts-admin-route-service_energy_Anomaly,78,12,2,1708,0.867,0.975,0.918,0.992
ts-admin-travel-service_energy_Anomaly,85,5,3,1707,0.944,0.966,0.955,0.996
ts-admin-user-service_energy_Anomaly,14,0,7,1779,1.0,0.667,0.8,0.996
ts-assurance-mongo_energy_Anomaly,16,0,12,1772,1.0,0.571,0.727,0.993
ts-assurance-service_energy_Anomaly,17,0,7,1776,1.0,0.708,0.829,0.996
ts-auth-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,14,0,2,1784,1.0,0.875,0.933,0.999
ts-basic-service_energy_Anomaly,13,2,0,1785,0.867,1.0,0.929,0.999
ts-cancel-service_energy_Anomaly,10,5,0,1785,0.667,1.0,0.8,0.997
ts-config-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-config-service_energy_Anomaly,4,0,0,1796,1.0,1.0,1.0,1.0
ts-consign-mongo_energy_Anomaly,64,12,0,1724,0.842,1.0,0.914,0.993
ts-consign-price-mongo_energy_Anomaly,73,3,1,1723,0.961,0.986,0.973,0.998
ts-consign-price-service_energy_Anomaly,40,0,2,1758,1.0,0.952,0.975,0.999
ts-consign-service_energy_Anomaly,39,0,0,1761,1.0,1.0,1.0,1.0
ts-contacts-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,18,0,9,1773,1.0,0.667,0.8,0.995
ts-execute-service_energy_Anomaly,15,7,0,1778,0.682,1.0,0.811,0.996
ts-food-map-mongo_energy_Anomaly,6,1,0,1793,0.857,1.0,0.923,0.999
ts-food-map-service_energy_Anomaly,8,0,20,1772,1.0,0.286,0.445,0.989
ts-food-mongo_energy_Anomaly,12,0,17,1771,1.0,0.414,0.586,0.991
ts-food-service_energy_Anomaly,18,0,8,1774,1.0,0.692,0.818,0.996
ts-inside-payment-mongo_energy_Anomaly,75,8,1,1716,0.904,0.987,0.944,0.995
ts-inside-payment-service_energy_Anomaly,24,0,25,1751,1.0,0.49,0.658,0.986
ts-news-mongo_energy_Anomaly,64,8,1,1727,0.889,0.985,0.935,0.995
ts-news-service_energy_Anomaly,0,0,1,1799,0.0,0.0,0.0,0.999
ts-notification-service_energy_Anomaly,20,2,0,1778,0.909,1.0,0.952,0.999
ts-order-mongo_energy_Anomaly,14,0,8,1778,1.0,0.636,0.778,0.996
ts-order-other-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-order-other-service_energy_Anomaly,6,0,0,1794,1.0,1.0,1.0,1.0
ts-order-service_energy_Anomaly,16,0,5,1779,1.0,0.762,0.865,0.997
ts-payment-mongo_energy_Anomaly,51,10,0,1739,0.836,1.0,0.911,0.994
ts-payment-service_energy_Anomaly,19,1,5,1775,0.95,0.792,0.864,0.997
ts-preserve-other-service_energy_Anomaly,27,10,0,1763,0.73,1.0,0.844,0.994
ts-preserve-service_energy_Anomaly,14,0,7,1779,1.0,0.667,0.8,0.996
ts-price-mongo_energy_Anomaly,6,3,0,1791,0.667,1.0,0.8,0.998
ts-price-service_energy_Anomaly,15,0,0,1785,1.0,1.0,1.0,1.0
