service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-rebook-mongo_energy_Anomaly,79,14,0,1707,0.849,1.0,0.918,0.992
ts-rebook-service_energy_Anomaly,89,10,0,1701,0.899,1.0,0.947,0.994
ts-route-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-route-plan-service_energy_Anomaly,90,14,3,1693,0.865,0.968,0.914,0.991
ts-route-service_energy_Anomaly,7,1,0,1792,0.875,1.0,0.933,0.999
ts-seat-service_energy_Anomaly,12,0,6,1782,1.0,0.667,0.8,0.997
ts-security-mongo_energy_Anomaly,19,5,0,1776,0.792,1.0,0.884,0.997
ts-security-service_energy_Anomaly,17,0,8,1775,1.0,0.68,0.81,0.996
ts-station-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-station-service_energy_Anomaly,14,1,3,1782,0.933,0.824,0.875,0.998
ts-ticket-office-mongo_energy_Anomaly,69,13,2,1716,0.841,0.972,0.902,0.992
ts-ticket-office-service_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-ticketinfo-service_energy_Anomaly,7,0,0,1793,1.0,1.0,1.0,1.0
ts-train-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-train-service_energy_Anomaly,16,0,6,1778,1.0,0.727,0.842,0.997
ts-travel-mongo_energy_Anomaly,11,3,0,1786,0.786,1.0,0.88,0.998
ts-travel-plan-service_energy_Anomaly,74,11,0,1715,0.871,1.0,0.931,0.994
ts-travel-service_energy_Anomaly,14,1,0,1785,0.933,1.0,0.965,0.999
ts-travel2-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-travel2-service_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-ui-dashboard_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-user-mongo_energy_Anomaly,4,1,0,1795,0.8,1.0,0.889,0.999
ts-user-service_energy_Anomaly,14,1,0,1785,0.933,1.0,0.965,0.999
ts-verification-code-service_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-voucher-mysql_energy_Anomaly,31,2,3,1764,0.939,0.912,0.925,0.997
ts-voucher-service_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
