service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,7,1,17,1775,0.875,0.292,0.438,0.99
redis_energy_Anomaly,13,1,30,1756,0.929,0.302,0.456,0.983
ts-account-mongo_energy_Anomaly,11,3,69,1717,0.786,0.138,0.235,0.96
ts-admin-basic-info-service_energy_Anomaly,11,4,91,1694,0.733,0.108,0.188,0.947
ts-admin-order-service_energy_Anomaly,7,0,20,1773,1.0,0.259,0.411,0.989
ts-admin-route-service_energy_Anomaly,13,5,67,1715,0.722,0.162,0.265,0.96
ts-admin-travel-service_energy_Anomaly,7,2,81,1710,0.778,0.08,0.145,0.954
ts-admin-user-service_energy_Anomaly,2,0,19,1779,1.0,0.095,0.174,0.989
ts-assurance-mongo_energy_Anomaly,8,0,20,1772,1.0,0.286,0.445,0.989
ts-assurance-service_energy_Anomaly,10,0,14,1776,1.0,0.417,0.589,0.992
ts-auth-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,7,0,9,1784,1.0,0.438,0.609,0.995
ts-basic-service_energy_Anomaly,6,0,7,1787,1.0,0.462,0.632,0.996
ts-cancel-service_energy_Anomaly,5,2,5,1788,0.714,0.5,0.588,0.996
ts-config-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-config-service_energy_Anomaly,2,0,2,1796,1.0,0.5,0.667,0.999
ts-consign-mongo_energy_Anomaly,8,1,56,1735,0.889,0.125,0.219,0.968
ts-consign-price-mongo_energy_Anomaly,7,1,67,1725,0.875,0.095,0.171,0.962
ts-consign-price-service_energy_Anomaly,9,3,33,1755,0.75,0.214,0.333,0.98
ts-consign-service_energy_Anomaly,11,2,28,1759,0.846,0.282,0.423,0.983
ts-contacts-mongo_energy_Anomaly,0,0,0,1800,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,9,0,18,1773,1.0,0.333,0.5,0.99
ts-execute-service_energy_Anomaly,4,1,11,1784,0.8,0.267,0.4,0.993
ts-food-map-mongo_energy_Anomaly,2,1,4,1793,0.667,0.333,0.444,0.997
ts-food-map-service_energy_Anomaly,8,0,20,1772,1.0,0.286,0.445,0.989
ts-food-mongo_energy_Anomaly,7,0,22,1771,1.0,0.241,0.388,0.988
ts-food-service_energy_Anomaly,11,0,15,1774,1.0,0.423,0.595,0.992
ts-inside-payment-mongo_energy_Anomaly,8,2,68,1722,0.8,0.105,0.186,0.961
ts-inside-payment-service_energy_Anomaly,9,2,40,1749,0.818,0.184,0.3,0.977
ts-news-mongo_energy_Anomaly,11,3,54,1732,0.786,0.169,0.278,0.968
ts-news-service_energy_Anomaly,1,0,0,1799,1.0,1.0,1.0,1.0
ts-notification-service_energy_Anomaly,10,1,10,1779,0.909,0.5,0.645,0.994
