service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-food-map-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-food-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-food-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-inside-payment-mongo_energy_Anomaly,6,1,66,1725,0.857,0.083,0.151,0.963
ts-inside-payment-service_energy_Anomaly,10,6,28,1754,0.625,0.263,0.37,0.981
ts-news-mongo_energy_Anomaly,7,1,50,1740,0.875,0.123,0.216,0.972
ts-news-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-notification-service_energy_Anomaly,10,4,8,1776,0.714,0.556,0.625,0.993
ts-order-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-order-other-mongo_energy_Anomaly,2,1,5,1790,0.667,0.286,0.4,0.997
ts-order-other-service_energy_Anomaly,5,0,9,1784,1.0,0.357,0.526,0.995
ts-order-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-payment-mongo_energy_Anomaly,6,0,57,1735,1.0,0.095,0.174,0.968
ts-payment-service_energy_Anomaly,5,1,22,1770,0.833,0.185,0.303,0.987
ts-preserve-other-service_energy_Anomaly,4,4,5,1785,0.5,0.444,0.47,0.995
ts-preserve-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-price-mongo_energy_Anomaly,5,1,8,1784,0.833,0.385,0.527,0.995
ts-price-service_energy_Anomaly,8,0,6,1784,1.0,0.571,0.727,0.997
ts-rebook-mongo_energy_Anomaly,6,0,60,1732,1.0,0.091,0.167,0.967
ts-rebook-service_energy_Anomaly,11,6,92,1689,0.647,0.107,0.184,0.945
ts-route-mongo_energy_Anomaly,2,0,3,1793,1.0,0.4,0.571,0.998
ts-route-plan-service_energy_Anomaly,14,6,78,1700,0.7,0.152,0.25,0.953
ts-route-service_energy_Anomaly,6,0,13,1779,1.0,0.316,0.48,0.993
ts-seat-service_energy_Anomaly,6,1,7,1784,0.857,0.462,0.6,0.996
ts-security-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-security-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-station-mongo_energy_Anomaly,2,0,4,1792,1.0,0.333,0.5,0.998
ts-station-service_energy_Anomaly,5,0,5,1788,1.0,0.5,0.667,0.997
ts-ticket-office-mongo_energy_Anomaly,6,1,65,1726,0.857,0.085,0.155,0.963
ts-ticket-office-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-ticketinfo-service_energy_Anomaly,7,0,7,1784,1.0,0.5,0.667,0.996
ts-train-mongo_energy_Anomaly,1,0,4,1793,1.0,0.2,0.333,0.998
ts-train-service_energy_Anomaly,8,0,5,1785,1.0,0.615,0.762,0.997
ts-travel-mongo_energy_Anomaly,2,0,3,1793,1.0,0.4,0.571,0.998
ts-travel-plan-service_energy_Anomaly,10,4,68,1716,0.714,0.128,0.217,0.96
ts-travel-service_energy_Anomaly,11,0,43,1744,1.0,0.204,0.339,0.976
ts-travel2-mongo_energy_Anomaly,5,1,6,1786,0.833,0.455,0.589,0.996
ts-travel2-service_energy_Anomaly,9,2,9,1778,0.818,0.5,0.621,0.994
ts-ui-dashboard_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-user-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-user-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-verification-code-service_energy_Anomaly,2,0,8,1788,1.0,0.2,0.333,0.996
ts-voucher-mysql_energy_Anomaly,8,2,20,1768,0.8,0.286,0.421,0.988
ts-voucher-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
