service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,2,0,19,1777,1.0,0.095,0.174,0.989
redis_energy_Anomaly,10,1,21,1766,0.909,0.323,0.477,0.988
ts-account-mongo_energy_Anomaly,9,1,57,1731,0.9,0.136,0.236,0.968
ts-admin-basic-info-service_energy_Anomaly,7,1,89,1701,0.875,0.073,0.135,0.95
ts-admin-order-service_energy_Anomaly,2,0,1,1795,1.0,0.667,0.8,0.999
ts-admin-route-service_energy_Anomaly,10,3,87,1698,0.769,0.103,0.182,0.95
ts-admin-travel-service_energy_Anomaly,14,8,86,1690,0.636,0.14,0.229,0.948
ts-admin-user-service_energy_Anomaly,2,0,7,1789,1.0,0.222,0.363,0.996
ts-assurance-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-assurance-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-auth-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,5,0,17,1776,1.0,0.227,0.37,0.991
ts-basic-service_energy_Anomaly,6,0,5,1787,1.0,0.545,0.706,0.997
ts-cancel-service_energy_Anomaly,1,0,4,1793,1.0,0.2,0.333,0.998
ts-config-mongo_energy_Anomaly,3,2,13,1780,0.6,0.188,0.286,0.992
ts-config-service_energy_Anomaly,8,2,13,1775,0.8,0.381,0.516,0.992
ts-consign-mongo_energy_Anomaly,4,1,67,1726,0.8,0.056,0.105,0.962
ts-consign-price-mongo_energy_Anomaly,7,1,40,1750,0.875,0.149,0.255,0.977
ts-consign-price-service_energy_Anomaly,5,0,23,1770,1.0,0.179,0.304,0.987
ts-consign-service_energy_Anomaly,3,0,17,1778,1.0,0.15,0.261,0.991
ts-contacts-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-execute-service_energy_Anomaly,3,2,3,1790,0.6,0.5,0.545,0.997
ts-food-map-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
