service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,21,3,0,1774,0.875,1.0,0.933,0.998
redis_energy_Anomaly,31,19,0,1748,0.62,1.0,0.765,0.989
ts-account-mongo_energy_Anomaly,66,14,0,1718,0.825,1.0,0.904,0.992
ts-admin-basic-info-service_energy_Anomaly,96,29,0,1673,0.768,1.0,0.869,0.984
ts-admin-order-service_energy_Anomaly,3,0,0,1795,1.0,1.0,1.0,1.0
ts-admin-route-service_energy_Anomaly,97,26,0,1675,0.789,1.0,0.882,0.986
ts-admin-travel-service_energy_Anomaly,100,25,0,1673,0.8,1.0,0.889,0.986
ts-admin-user-service_energy_Anomaly,9,0,0,1789,1.0,1.0,1.0,1.0
ts-assurance-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-assurance-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-auth-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-auth-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-avatar-service_energy_Anomaly,22,1,0,1775,0.957,1.0,0.978,0.999
ts-basic-service_energy_Anomaly,11,1,0,1786,0.917,1.0,0.957,0.999
ts-cancel-service_energy_Anomaly,5,0,0,1793,1.0,1.0,1.0,1.0
ts-config-mongo_energy_Anomaly,16,0,0,1782,1.0,1.0,1.0,1.0
ts-config-service_energy_Anomaly,20,0,1,1777,1.0,0.952,0.975,0.999
ts-consign-mongo_energy_Anomaly,71,18,0,1709,0.798,1.0,0.888,0.99
ts-consign-price-mongo_energy_Anomaly,47,9,0,1742,0.839,1.0,0.912,0.995
ts-consign-price-service_energy_Anomaly,28,7,0,1763,0.8,1.0,0.889,0.996
ts-consign-service_energy_Anomaly,20,0,0,1778,1.0,1.0,1.0,1.0
ts-contacts-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-execute-service_energy_Anomaly,6,3,0,1789,0.667,1.0,0.8,0.998
ts-food-map-mongo_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
ts-food-map-service_energy_Anomaly,0,0,0,1798,0.0,0.0,0.0,1.0
