Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/admin_user.html,1001,0,310.0,545.8111840790579,1.3999268412590027,2609.287657774985,27664.0,3.243453446763787,0.0,310,600,820,970,1500,2000,2200,2200,2500,2600,2600
GET,/adminlogin.html,4145,0,1800.0,2441.6438832371277,2.7969088405370712,12956.63480926305,2285.0,13.430683852982915,0.0,1800,2100,2400,3200,6200,10000,12000,13000,13000,13000,13000
GET,/api/v1/adminorderservice/adminorder,4082,0,1400.0,1311.0144535124773,24.933913722634315,3389.222356490791,1671.0,13.226550419270508,0.0,1400,1900,2100,2100,2200,2300,2500,2500,2800,3400,3400
GET,/api/v1/adminuserservice/users,5057,0,1100.0,1154.912582306725,9.600947611033916,3455.359977670014,115772.57939489816,16.38575832196251,0.0,1100,1700,2000,2100,2200,2300,2400,2500,3000,3500,3500
POST,/api/v1/adminuserservice/users,1001,0,440.0,675.7091526863176,120.0354378670454,2597.375052049756,209.1978021978022,3.243453446763787,0.0,440,700,970,1100,1600,2000,2200,2300,2600,2600,2600
POST,/api/v1/travel2service/trips/left,20784,0,1500.0,1370.652985443172,19.750315696001053,3585.043861530721,43.69986528098537,67.34459184569286,0.0,1500,2000,2100,2100,2200,2300,2500,2500,3100,3500,3600
POST,/api/v1/travelservice/trips/left,20949,0,1500.0,1370.6796261486343,19.57613881677389,3394.906172528863,43.218387512530434,67.87922702922535,0.0,1500,2000,2100,2100,2200,2300,2500,2500,2800,3400,3400
POST,/api/v1/users/login,8100,0,1500.0,1435.2237701166514,111.18446104228497,3417.6752725616097,339.0345679012346,26.24572719159508,0.0,1500,2100,2200,2200,2400,2500,2600,2700,3100,3400,3400
GET,/api/v1/verifycode/generate,25112,0,1500.0,1355.5218454555102,4.0385061874985695,3606.090690009296,1249.6144074546035,81.3682347204118,0.0,1500,2000,2100,2100,2200,2300,2500,2600,3200,3600,3600
GET,/client_login.html,4031,0,1400.0,1301.3170489362578,1.4088870957493782,3550.648636184633,12241.0,13.061299544360464,0.0,1400,1900,2100,2100,2200,2300,2400,2500,2900,3600,3600
GET,/index.html,21273,8,1500.0,1369.2173237675029,1.7093205824494362,4111.376376822591,18121.18271987966,68.92905611688914,0.025921705868242054,1500,2000,2100,2100,2200,2400,2900,3300,3600,3700,4100
,Aggregated,115535,8,1500.0,1382.91838051251,1.3999268412590027,12956.63480926305,9524.653827844377,374.3580359359182,0.025921705868242054,1500,2000,2100,2100,2200,2400,2600,3200,12000,13000,13000
