service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-payment-mongo_energy_Anomaly,7,1,68,1723,0.875,0.093,0.168,0.962
ts-payment-service_energy_Anomaly,13,4,51,1731,0.765,0.203,0.321,0.969
ts-preserve-other-service_energy_Anomaly,10,3,31,1755,0.769,0.244,0.37,0.981
ts-preserve-service_energy_Anomaly,7,0,24,1768,1.0,0.226,0.369,0.987
ts-price-mongo_energy_Anomaly,9,1,9,1780,0.9,0.5,0.643,0.994
ts-price-service_energy_Anomaly,8,2,6,1783,0.8,0.571,0.666,0.996
ts-rebook-mongo_energy_Anomaly,7,0,69,1723,1.0,0.092,0.168,0.962
ts-rebook-service_energy_Anomaly,9,3,127,1660,0.75,0.066,0.121,0.928
ts-route-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-route-plan-service_energy_Anomaly,7,2,113,1677,0.778,0.058,0.108,0.936
ts-route-service_energy_Anomaly,1,0,8,1790,1.0,0.111,0.2,0.996
ts-seat-service_energy_Anomaly,10,2,2,1785,0.833,0.833,0.833,0.998
ts-security-mongo_energy_Anomaly,6,0,78,1715,1.0,0.071,0.133,0.957
ts-security-service_energy_Anomaly,11,0,19,1769,1.0,0.367,0.537,0.989
ts-station-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-station-service_energy_Anomaly,7,0,4,1788,1.0,0.636,0.778,0.998
ts-ticket-office-mongo_energy_Anomaly,9,1,76,1713,0.9,0.106,0.19,0.957
ts-ticket-office-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-ticketinfo-service_energy_Anomaly,6,1,5,1787,0.857,0.545,0.666,0.997
ts-train-mongo_energy_Anomaly,2,1,0,1796,0.667,1.0,0.8,0.999
ts-train-service_energy_Anomaly,8,0,6,1785,1.0,0.571,0.727,0.997
ts-travel-mongo_energy_Anomaly,11,3,6,1779,0.786,0.647,0.71,0.995
ts-travel-plan-service_energy_Anomaly,11,3,111,1674,0.786,0.09,0.162,0.937
ts-travel-service_energy_Anomaly,11,0,49,1739,1.0,0.183,0.309,0.973
ts-travel2-mongo_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-travel2-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
ts-ui-dashboard_energy_Anomaly,10,3,8,1778,0.769,0.556,0.645,0.994
ts-user-mongo_energy_Anomaly,6,0,46,1747,1.0,0.115,0.206,0.974
ts-user-service_energy_Anomaly,3,0,40,1756,1.0,0.07,0.131,0.978
ts-verification-code-service_energy_Anomaly,2,0,0,1797,1.0,1.0,1.0,1.0
ts-voucher-mysql_energy_Anomaly,11,3,30,1755,0.786,0.268,0.4,0.982
ts-voucher-service_energy_Anomaly,0,0,0,1799,0.0,0.0,0.0,1.0
