service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,47,48,0,1677,0.495,1.0,0.662,0.973
redis_energy_Anomaly,32,32,0,1708,0.5,1.0,0.667,0.982
ts-account-mongo_energy_Anomaly,90,91,0,1591,0.497,1.0,0.664,0.949
ts-admin-basic-info-service_energy_Anomaly,102,102,0,1568,0.5,1.0,0.667,0.942
ts-admin-order-service_energy_Anomaly,15,16,0,1741,0.484,1.0,0.652,0.991
ts-admin-route-service_energy_Anomaly,89,89,0,1594,0.5,1.0,0.667,0.95
ts-admin-travel-service_energy_Anomaly,117,117,0,1538,0.5,1.0,0.667,0.934
ts-admin-user-service_energy_Anomaly,20,21,0,1731,0.488,1.0,0.656,0.988
ts-assurance-mongo_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-assurance-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-auth-mongo_energy_Anomaly,1,2,0,1769,0.333,1.0,0.5,0.999
ts-auth-service_energy_Anomaly,4,5,0,1763,0.444,1.0,0.615,0.997
ts-avatar-service_energy_Anomaly,19,20,0,1733,0.487,1.0,0.655,0.989
ts-basic-service_energy_Anomaly,21,22,0,1729,0.488,1.0,0.656,0.988
ts-cancel-service_energy_Anomaly,22,23,0,1727,0.489,1.0,0.657,0.987
ts-config-mongo_energy_Anomaly,53,53,0,1666,0.5,1.0,0.667,0.97
ts-config-service_energy_Anomaly,22,23,0,1727,0.489,1.0,0.657,0.987
ts-consign-mongo_energy_Anomaly,78,78,0,1616,0.5,1.0,0.667,0.956
ts-consign-price-mongo_energy_Anomaly,76,77,0,1619,0.497,1.0,0.664,0.957
ts-consign-price-service_energy_Anomaly,58,59,0,1655,0.496,1.0,0.663,0.967
ts-consign-service_energy_Anomaly,53,54,0,1665,0.495,1.0,0.662,0.97
ts-contacts-mongo_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-contacts-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-execute-service_energy_Anomaly,20,21,0,1731,0.488,1.0,0.656,0.988
ts-food-map-mongo_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-food-map-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-food-mongo_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-food-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-inside-payment-mongo_energy_Anomaly,88,89,0,1595,0.497,1.0,0.664,0.95
ts-inside-payment-service_energy_Anomaly,63,64,0,1645,0.496,1.0,0.663,0.964
ts-news-mongo_energy_Anomaly,74,75,0,1623,0.497,1.0,0.664,0.958
ts-news-service_energy_Anomaly,1,2,0,1769,0.333,1.0,0.5,0.999
ts-notification-service_energy_Anomaly,20,21,0,1731,0.488,1.0,0.656,0.988
ts-order-mongo_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-order-other-mongo_energy_Anomaly,61,62,0,1649,0.496,1.0,0.663,0.965
