service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-order-other-service_energy_Anomaly,29,30,0,1713,0.492,1.0,0.66,0.983
ts-order-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-payment-mongo_energy_Anomaly,64,65,0,1643,0.496,1.0,0.663,0.963
ts-payment-service_energy_Anomaly,44,45,0,1683,0.494,1.0,0.661,0.975
ts-preserve-other-service_energy_Anomaly,39,40,0,1693,0.494,1.0,0.661,0.977
ts-preserve-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-price-mongo_energy_Anomaly,67,68,0,1637,0.496,1.0,0.663,0.962
ts-price-service_energy_Anomaly,33,34,0,1705,0.493,1.0,0.66,0.981
ts-rebook-mongo_energy_Anomaly,84,85,0,1603,0.497,1.0,0.664,0.952
ts-rebook-service_energy_Anomaly,80,81,0,1611,0.497,1.0,0.664,0.954
ts-route-mongo_energy_Anomaly,67,68,0,1637,0.496,1.0,0.663,0.962
ts-route-plan-service_energy_Anomaly,120,119,0,1533,0.502,1.0,0.668,0.933
ts-route-service_energy_Anomaly,27,28,0,1717,0.491,1.0,0.659,0.984
ts-seat-service_energy_Anomaly,18,19,0,1735,0.486,1.0,0.654,0.989
ts-security-mongo_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-security-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
ts-station-mongo_energy_Anomaly,59,60,0,1653,0.496,1.0,0.663,0.966
ts-station-service_energy_Anomaly,21,22,0,1729,0.488,1.0,0.656,0.988
ts-ticket-office-mongo_energy_Anomaly,72,73,0,1627,0.497,1.0,0.664,0.959
ts-ticket-office-service_energy_Anomaly,1,2,0,1769,0.333,1.0,0.5,0.999
ts-ticketinfo-service_energy_Anomaly,22,23,0,1727,0.489,1.0,0.657,0.987
ts-train-mongo_energy_Anomaly,46,46,0,1680,0.5,1.0,0.667,0.974
ts-train-service_energy_Anomaly,17,18,0,1737,0.486,1.0,0.654,0.99
ts-travel-mongo_energy_Anomaly,63,64,0,1645,0.496,1.0,0.663,0.964
ts-travel-plan-service_energy_Anomaly,87,87,0,1598,0.5,1.0,0.667,0.951
ts-travel-service_energy_Anomaly,21,22,0,1729,0.488,1.0,0.656,0.988
ts-travel2-mongo_energy_Anomaly,67,68,0,1637,0.496,1.0,0.663,0.962
ts-travel2-service_energy_Anomaly,25,26,0,1721,0.49,1.0,0.658,0.985
ts-ui-dashboard_energy_Anomaly,26,27,0,1719,0.491,1.0,0.659,0.985
ts-user-mongo_energy_Anomaly,3,4,0,1765,0.429,1.0,0.6,0.998
ts-user-service_energy_Anomaly,4,5,0,1763,0.444,1.0,0.615,0.997
ts-verification-code-service_energy_Anomaly,44,45,0,1683,0.494,1.0,0.661,0.975
ts-voucher-mysql_energy_Anomaly,46,47,0,1679,0.495,1.0,0.662,0.973
ts-voucher-service_energy_Anomaly,0,1,0,1771,0.0,0.0,0.0,0.999
