service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,47,3,0,1722,0.94,1.0,0.969,0.998
redis_energy_Anomaly,30,0,2,1740,1.0,0.938,0.968,0.999
ts-account-mongo_energy_Anomaly,68,0,22,1682,1.0,0.756,0.861,0.988
ts-admin-basic-info-service_energy_Anomaly,84,0,18,1670,1.0,0.824,0.904,0.99
ts-admin-order-service_energy_Anomaly,15,2,0,1755,0.882,1.0,0.937,0.999
ts-admin-route-service_energy_Anomaly,82,0,7,1683,1.0,0.921,0.959,0.996
ts-admin-travel-service_energy_Anomaly,101,0,16,1655,1.0,0.863,0.926,0.991
ts-admin-user-service_energy_Anomaly,20,0,0,1752,1.0,1.0,1.0,1.0
ts-assurance-mongo_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-assurance-service_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-auth-mongo_energy_Anomaly,1,0,0,1771,1.0,1.0,1.0,1.0
ts-auth-service_energy_Anomaly,4,1,0,1767,0.8,1.0,0.889,0.999
ts-avatar-service_energy_Anomaly,19,0,0,1753,1.0,1.0,1.0,1.0
ts-basic-service_energy_Anomaly,13,0,8,1751,1.0,0.619,0.765,0.995
ts-cancel-service_energy_Anomaly,22,12,0,1738,0.647,1.0,0.786,0.993
ts-config-mongo_energy_Anomaly,14,0,39,1719,1.0,0.264,0.418,0.978
ts-config-service_energy_Anomaly,13,0,9,1750,1.0,0.591,0.743,0.995
ts-consign-mongo_energy_Anomaly,41,0,37,1694,1.0,0.526,0.689,0.979
ts-consign-price-mongo_energy_Anomaly,65,1,11,1695,0.985,0.855,0.915,0.993
ts-consign-price-service_energy_Anomaly,23,0,35,1714,1.0,0.397,0.568,0.98
ts-consign-service_energy_Anomaly,40,1,13,1718,0.976,0.755,0.851,0.992
ts-contacts-mongo_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-contacts-service_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-execute-service_energy_Anomaly,20,9,0,1743,0.69,1.0,0.817,0.995
ts-food-map-mongo_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-food-map-service_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-food-mongo_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-food-service_energy_Anomaly,0,0,0,1772,0.0,0.0,0.0,1.0
ts-inside-payment-mongo_energy_Anomaly,84,0,4,1684,1.0,0.955,0.977,0.998
ts-inside-payment-service_energy_Anomaly,20,0,43,1709,1.0,0.317,0.481,0.976
ts-news-mongo_energy_Anomaly,68,1,6,1697,0.986,0.919,0.951,0.996
