Method,Name,Error,Occurrences
GET,/index.html,RemoteDisconnected('Remote end closed connection without response'),43
GET,/index.html,"ConnectionResetError(104, 'Connection reset by peer')",6
GET,/adminlogin.html,RemoteDisconnected('Remote end closed connection without response'),8
