service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-payment-mongo_energy_Anomaly,55,56,0,1686,0.495,1.0,0.662,0.969
ts-payment-service_energy_Anomaly,65,66,0,1666,0.496,1.0,0.663,0.963
ts-preserve-other-service_energy_Anomaly,56,57,0,1684,0.496,1.0,0.663,0.968
ts-preserve-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-price-mongo_energy_Anomaly,55,56,0,1686,0.495,1.0,0.662,0.969
ts-price-service_energy_Anomaly,28,29,0,1740,0.491,1.0,0.659,0.984
ts-rebook-mongo_energy_Anomaly,79,80,0,1638,0.497,1.0,0.664,0.955
ts-rebook-service_energy_Anomaly,128,129,0,1540,0.498,1.0,0.665,0.928
ts-route-mongo_energy_Anomaly,64,65,0,1668,0.496,1.0,0.663,0.964
ts-route-plan-service_energy_Anomaly,143,144,0,1510,0.498,1.0,0.665,0.92
ts-route-service_energy_Anomaly,23,24,0,1750,0.489,1.0,0.657,0.987
ts-seat-service_energy_Anomaly,15,16,0,1766,0.484,1.0,0.652,0.991
ts-security-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-security-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-station-mongo_energy_Anomaly,50,51,0,1696,0.495,1.0,0.662,0.972
ts-station-service_energy_Anomaly,21,22,0,1754,0.488,1.0,0.656,0.988
ts-ticket-office-mongo_energy_Anomaly,73,74,0,1650,0.497,1.0,0.664,0.959
ts-ticket-office-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-ticketinfo-service_energy_Anomaly,33,34,0,1730,0.493,1.0,0.66,0.981
ts-train-mongo_energy_Anomaly,35,36,0,1726,0.493,1.0,0.66,0.98
ts-train-service_energy_Anomaly,12,13,0,1772,0.48,1.0,0.649,0.993
ts-travel-mongo_energy_Anomaly,51,52,0,1694,0.495,1.0,0.662,0.971
ts-travel-plan-service_energy_Anomaly,145,146,0,1506,0.498,1.0,0.665,0.919
ts-travel-service_energy_Anomaly,66,66,0,1665,0.5,1.0,0.667,0.963
ts-travel2-mongo_energy_Anomaly,56,57,0,1684,0.496,1.0,0.663,0.968
ts-travel2-service_energy_Anomaly,27,28,0,1742,0.491,1.0,0.659,0.984
ts-ui-dashboard_energy_Anomaly,24,25,0,1748,0.49,1.0,0.658,0.986
ts-user-mongo_energy_Anomaly,1,2,0,1794,0.333,1.0,0.5,0.999
ts-user-service_energy_Anomaly,2,3,0,1792,0.4,1.0,0.571,0.998
ts-verification-code-service_energy_Anomaly,37,38,0,1722,0.493,1.0,0.66,0.979
ts-voucher-mysql_energy_Anomaly,29,30,0,1738,0.492,1.0,0.66,0.983
ts-voucher-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
