service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly,31,32,0,1734,0.492,1.0,0.66,0.982
redis_energy_Anomaly,28,27,0,1742,0.509,1.0,0.675,0.985
ts-account-mongo_energy_Anomaly,88,88,0,1621,0.5,1.0,0.667,0.951
ts-admin-basic-info-service_energy_Anomaly,146,147,0,1504,0.498,1.0,0.665,0.918
ts-admin-order-service_energy_Anomaly,10,11,0,1776,0.476,1.0,0.645,0.994
ts-admin-route-service_energy_Anomaly,152,153,0,1492,0.498,1.0,0.665,0.915
ts-admin-travel-service_energy_Anomaly,145,145,0,1507,0.5,1.0,0.667,0.919
ts-admin-user-service_energy_Anomaly,23,24,0,1750,0.489,1.0,0.657,0.987
ts-assurance-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-assurance-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-auth-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-auth-service_energy_Anomaly,3,4,0,1790,0.429,1.0,0.6,0.998
ts-avatar-service_energy_Anomaly,19,20,0,1758,0.487,1.0,0.655,0.989
ts-basic-service_energy_Anomaly,21,22,0,1754,0.488,1.0,0.656,0.988
ts-cancel-service_energy_Anomaly,38,39,0,1720,0.494,1.0,0.661,0.978
ts-config-mongo_energy_Anomaly,49,50,0,1698,0.495,1.0,0.662,0.972
ts-config-service_energy_Anomaly,16,17,0,1764,0.485,1.0,0.653,0.991
ts-consign-mongo_energy_Anomaly,92,92,0,1613,0.5,1.0,0.667,0.949
ts-consign-price-mongo_energy_Anomaly,76,76,0,1645,0.5,1.0,0.667,0.958
ts-consign-price-service_energy_Anomaly,64,64,0,1669,0.5,1.0,0.667,0.964
ts-consign-service_energy_Anomaly,60,61,0,1676,0.496,1.0,0.663,0.966
ts-contacts-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-contacts-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-execute-service_energy_Anomaly,44,45,0,1708,0.494,1.0,0.661,0.975
ts-food-map-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-food-map-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-food-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-food-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-inside-payment-mongo_energy_Anomaly,65,66,0,1666,0.496,1.0,0.663,0.963
ts-inside-payment-service_energy_Anomaly,67,68,0,1662,0.496,1.0,0.663,0.962
ts-news-mongo_energy_Anomaly,64,64,0,1669,0.5,1.0,0.667,0.964
ts-news-service_energy_Anomaly,2,3,0,1792,0.4,1.0,0.571,0.998
ts-notification-service_energy_Anomaly,34,35,0,1728,0.493,1.0,0.66,0.981
ts-order-mongo_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
ts-order-other-mongo_energy_Anomaly,57,58,0,1682,0.496,1.0,0.663,0.968
ts-order-other-service_energy_Anomaly,22,23,0,1752,0.489,1.0,0.657,0.987
ts-order-service_energy_Anomaly,0,1,0,1796,0.0,0.0,0.0,0.999
