time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720455205.939,0.9948515264491025,0.21757787724924288,0.04669768090595178,0.0371121859484979,2.429511590698082,0.3191279207265073,0.0050047849613364444,0.005039332063768431,0.003951692772624313,0.06894179110262008,0.0035925451522833265,0.050974320695274335,0.026540688251218185,45068480.011747,10090679.527642822,985867.9397723101,15501357.784943527,179340472.53918037,44127891.42307623,10297893.20105048,179107.60469376278,133467117.37637867,13107274.526928674,36292615.59939749,759646.2710520006,1240405.7029417069,44511540.69233876,2498285.4711159966,20081.38082996695,3620663.003728991,114451254.03330724,50870650.77205015,74.70090458126641,1634.329034949308,598.349280549266,7374365.065502183,7177518.05723943,21609.193706074417,2956.866991517776,0,290.5067555587077,0,0,82245801.46384756,0,74.70090458126641,0,0,0,0,0,73.9216747879444,0,0,0,0,0,0,0,0.28617035537629054,0.0753201505474865,0.009153235413245654,0.00890488262575258,0.6264353611221644,0.10901719982965868,0.0011996289767060829,0.0015994255490448023,0.0012369597477393003,0.013211003018636397,0.0009593630975709684,0.014862636296125274,0.005820515001821964
1720455210.939,0.9784879326919546,0.23421644735982147,0.04869728967675402,0.039380710769855165,2.669279085879008,0.33791462580298826,0.005011269165368987,0.005134085140156571,0.004370105063502987,0.06735047746382303,0.0033242261425097236,0.05625604091920207,0.027972821203069383,45006290.897073396,12681380.895447815,790039.6145229543,15957249.354748864,207448199.5518797,43516912.516775526,7581877.892928099,178209.02629965002,108733692.39637764,10837157.807368916,28685158.227158878,741033.2950631457,1233408.3388484449,44501604.377042554,3123219.1866378775,19372.28405817716,3712905.542660849,134268899.7066286,57257733.70314038,73.31436037874313,1699.339803023197,685.49751752608,7312965.970192342,297.3610657374133,21088.40413318025,366.3226429606311,0,219.2758614536305,0,0,90345532.28125954,0,73.31436037874313,0,0,0,0,0,73.26452859212621,0,0,0,0,0,0,0,0.26226027983563893,0.08481658643709108,0.011039802957899492,0.010663638812866123,0.6270166384080407,0.12046055120583143,0.001442445462081624,0.001863325005911216,0.0014123557212866757,0.013495943571965976,0.0009021815219022992,0.015291537667446089,0.005991090300115921
1720455215.939,0.7761083645573337,0.236561241063194,0.04825659814926353,0.03970550638878889,2.821957613060868,0.34528544182040044,0.004871384037973286,0.005488476589976551,0.0043670013774360725,0.06892052904264467,0.0032606405894246198,0.05948852148223794,0.02921227697880623,44918208.77991485,13105779.614121811,1003796.2364708245,19510102.46900113,188006984.52193642,43524079.53485034,10388681.017036464,360665.8851113716,108843215.45706682,10984812.425678272,21591943.02471722,746058.209935079,1856516.7243367936,44369223.90251065,3225862.544730143,18540.363941667125,3622147.267372096,139392669.7647188,57295854.138252825,75.3578393494499,1725.6740914419693,838.6724494164512,7411780.977296428,298.42807963425076,21362.90028448464,2583.621683967705,0,226.65732098719886,0,0,86041778.91616964,0,75.3578393494499,0,0,0,0,0,147.63552479815456,0,0,0,0,0,0,0,0.2711804458591619,0.08157597194054052,0.009906283362459124,0.009834463101646105,0.7152849459998549,0.12587520555535114,0.0016243241086918482,0.0019223286400048673,0.0014367732089588694,0.01458667647798333,0.0009547698221366529,0.017531179056398692,0.007062576314523891
1720455220.939,0.7411000666702959,0.23585831005043223,0.048414217452640074,0.03992218386326043,2.8411157845538124,0.353854319674091,0.005016102606725973,0.005370347281562297,0.003860952826784987,0.06821577381126823,0.0030013420102289823,0.061021070353149576,0.029918004400861908,37101701.34465676,10242508.357348701,1179451.6873694628,19722228.707958095,217020958.55623373,51960537.198138714,7740297.462689294,361193.06867149536,105484524.29916659,8804119.276137447,21730176.89868197,992749.8431676445,1257551.7329535077,36640792.63977353,2522374.639769452,3076.765233959914,3661482.2275317037,152735412.0949062,58591234.297695465,74.82235171620115,1877.6932245347023,812.7863765919833,5570217.891420618,75.08569962053858,6348.278534263257,2617.873708045725,0,221.32564841498555,0,0,81638705.87800096,0,74.82235171620115,0,0,0,0,0,149.59278331689856,0,0,0,0,0,0,0,0.2362753917827874,0.08011997036525412,0.009980070291839333,0.009911345166784652,0.6782123643631167,0.13008375133288386,0.0016254222120217115,0.0018036518879788646,0.0013401751169513925,0.014467809755901274,0.00086180920220623,0.017362823822154958,0.007907818065032155
1720455225.939,0.7049772236171401,0.23434016028095905,0.04916103339590032,0.04031450804825351,2.847716261651615,0.31486521756974095,0.004896625106839551,0.005632082948302835,0.0038601347881433313,0.06804195535091642,0.003098250013660944,0.061556511406914406,0.02996445383974062,44147146.742556594,12896040.074777212,1008832.8718244161,19328119.841555636,207969932.4850595,52129518.5698704,10268789.466984306,358085.20391457784,106336152.46408437,8598560.500670541,14395275.277317354,994050.5084119061,1275660.2130616026,36335907.49112916,3174015.2821387737,2816.4805144120874,3586986.820309687,136781524.52396762,58795428.613683835,74.4876247976868,1564.6669334594537,819.3489725404619,3631652.391595888,74.60701990856269,5906.600110926234,2504.2704955998147,0,223.02484708786324,0,0,71316975.35937977,0,74.4876247976868,0,0,0,0,0,75.8869847151459,0,0,0,0,0,0,0,0.22621901237811834,0.07097499944065831,0.010012198602191638,0.008325619495650232,0.7152005900821814,0.1175710853869763,0.0015085845420751368,0.0017745610649582623,0.0013135284843224912,0.015336448113868022,0.0011014087617353227,0.018989657196973462,0.007722142615731945
1720455230.939,0.664186823017338,0.23517587924583133,0.049473562414562196,0.040671941551226,2.843796225536439,0.286323859725037,0.005015281924230236,0.00542878052651743,0.0038721893867580573,0.06982323013053003,0.0039333309589041155,0.06039631414083885,0.029675310362938283,44326853.58526079,12909460.529661786,1165675.8040146774,19881636.269353285,225279252.2272528,58724514.50585164,7745343.377459226,358613.9054603835,79947638.90914394,8851754.846548961,21630695.452054795,992940.0525435873,1244615.4737757172,43772951.38813479,2545659.4616195005,2799.6258723649185,3690086.673086895,139144206.8059004,58022964.85366344,74.89212316243692,1046.1751774214147,896.0186670555637,3737806.4326085756,7116117.333333333,4816.079072587312,2447.9860909881195,0,223.19904094162092,0,0,85856724.40484883,0,74.89212316243692,0,0,0,0,0,74.18139669660968,0,0,0,0,0,0,0,0.2157138489270465,0.07954884039434951,0.012143275092134267,0.009833436622074095,0.8087322347188504,0.0917867880836401,0.0016866342000760963,0.0018524186973835131,0.001239983091375684,0.01763673670431139,0.001097194270197052,0.016369839191215575,0.007730187652060885
1720455235.939,0.6199937317818263,0.2329958595503604,0.04911969642758343,0.04030175672402574,2.8518235880379756,0.2639841588110248,0.005122613865523318,0.005793337137004025,0.004321951816214055,0.06933483084737853,0.0039042841570033427,0.06516075651029599,0.030757971667960782,45345007.18358883,15286969.916454516,1198786.89068811,19405433.01279734,196078666.02077615,58964895.46987245,7695878.204312992,529738.9304197816,79771755.02482855,10779156.318991978,21660688.444233093,1004925.6204474263,626541.0354105348,44783979.85632823,3138127.2903295206,3701.591634237657,1036.512182777818,140409677.73651254,58229885.35405366,74.41454862561997,956.8717653824039,1192.0621350746674,5456701.595677849,7126009.14511468,5466.090856856894,2514.743855974287,0,293.73588153035246,0,0,74762122.97037874,0,0,0,0,0,0,0,73.96305458747902,0,0,0,0,0,0,0,0.20948072578176039,0.07843083403096417,0.012136184260139522,0.009836060544148834,0.8041048981324745,0.08333065064844088,0.00176806328510625,0.0017843445950705963,0.0013847373939024437,0.017721348581251965,0.00108758022618742,0.01477217132912742,0.008356666588328496
1720455240.939,0.5665404103892341,0.23011092180595236,0.04945239944975762,0.0404655555856637,2.8481881207498283,0.2559679524992692,0.005138631862992012,0.0056653059060256675,0.004320987032519564,0.06858467960453392,0.0038313535504576465,0.06352752195450656,0.030917050422776992,44365457.0284907,15135798.392106056,1218964.5711291197,19391921.381602716,182763643.7952002,58696512.13095586,7618067.784413903,357223.1165252701,53626865.538049564,10734516.537347587,14391347.313906414,1226584.4943451895,1260060.2662673264,43808304.28718915,3724905.176850586,3449.682768430312,1035.912999494183,134981275.57298598,57962934.814381756,73.68496797870044,965.2672032484954,1202.0322444562646,7242583.902456466,7104697.910208249,4550.365149611175,2468.5063096955637,0,218.07727119456223,0,0,67161475.191595,0,0,0,0,0,0,0,74.80322150592617,0,0,0,0,0,0,0,0.17744779191161683,0.06767662654529201,0.01215260092475095,0.00978614464967136,0.8065656156781918,0.08163886152785421,0.00176251903646323,0.0017454169999135678,0.0013747183030476675,0.014863184400749966,0.0010812975327799924,0.01595180851237977,0.008866476289847425
1720455245.939,0.5454834098577815,0.23155308617391462,0.050476313879055774,0.04114525698780311,2.8529986625151333,0.22579452048517518,0.004995710692167578,0.005868483132444191,0.004127681466387467,0.06933442106903824,0.0043099212241478994,0.06126089233803228,0.029995260803244227,52555448.71488234,15542696.569440141,1189636.2869353094,15589199.361115146,162660140.43068343,57714222.46181491,5143949.289617487,350998.0743170958,54658153.59306065,8808559.347208215,14367766.967666766,988996.5670878679,1283500.1953233997,51897713.39208507,3192087.5949643822,3380.7156875332444,892.1155800784087,116098512.19780622,57004249.128481574,0,730.3330718208401,1072.0107679653033,5573519.2445218675,7093056.801631227,4113.651303776203,2514.426028238183,0,223.86999216600773,0,0,64790088.62427333,0,0,0,0,0,0,0,76.19472812842979,0,0,0,0,0,0,0,0.1512414221978946,0.06688026089652742,0.011975967211068294,0.009800531461056567,0.8093262490412401,0.0698514724376442,0.001576500524477443,0.002096568425462608,0.0013013725299605972,0.017915339716207183,0.0011686289262420812,0.016209815993605752,0.009307099933602549
1720455250.939,0.5358538019902809,0.22997245675092087,0.050455456792370415,0.04126946072061429,2.8440127286570642,0.2227947594536872,0.005173587914933126,0.005638345261523461,0.004037162975938068,0.06982431579703895,0.004084730823993295,0.06380291802739725,0.030931248752481613,43751356.821267776,15477857.269873528,1180924.8689574841,15373361.542179026,184484250.44287378,50388614.296739,5042783.565166151,355489.0497770235,26955509.025537014,8631656.173638063,21597349.20229272,1234111.707762557,1234125.950170807,43204047.73815479,3810823.683112264,3131.0425160163077,659.8292434086882,113280620.70322984,49782216.04838565,0,739.5237149511618,1057.3246058818106,7279864.309328733,7111885.801905734,3815.4520547945203,2490.8157607626404,0,222.96819146812794,0,0,52052438.54343742,0,73.13893898541149,0,0,0,0,0,73.25928708125413,0,0,0,0,0,0,0,0.12924009796205366,0.06644763741085508,0.012260018304636007,0.009720610762789999,0.8258641903132096,0.0663909181099747,0.001567590550300714,0.0019923179053788313,0.001115447765739329,0.017708786060666615,0.0012385551576214484,0.016437900392774082,0.009233631982243555
1720455255.939,0.5234335777722999,0.22946855131430238,0.05077327586269723,0.041125086988213114,2.8445493241713833,0.21816150241279983,0.005075520539211221,0.0059489193357490115,0.0038885095444452264,0.06868434953857513,0.004142915931385981,0.06489324689652633,0.031051809582378267,43125339.718984395,12968725.363666194,1177844.4047662427,15270887.66022507,181045996.15557355,51489307.57233813,7714462.88368704,358667.56495930377,26178709.261514217,8859093.097083796,21611280.46619536,1244627.546321877,1285720.057397365,42589918.653378874,3200312.6617813264,2985.096381590934,3542429.4120784365,94810203.61088657,50872062.971321635,0,820.4082375862636,880.1661772079362,7474255.0018457,7117212.473283281,3922.9380778723244,2442.5933173067965,0,298.66200007291553,0,0,48156642.19886824,0,74.61517442390019,0,0,0,0,0,76.33104116583739,0,0,0,0,0,0,0,0.14535118265933128,0.06461230033652368,0.01198732257963706,0.009767389163469989,0.8179526605170933,0.06567022299209012,0.001721013791428057,0.001880132669856644,0.0011926791452378776,0.01735603954739713,0.0013208521499863523,0.015735942719506534,0.009113940408162486
1720455260.939,0.5178280785197552,0.22839786131749304,0.05126583482623369,0.0412812995570115,2.8378868086263007,0.20273866561431209,0.005089925997787734,0.005738419269687637,0.003919946224657363,0.06921539503497012,0.004988811461672935,0.0638396184294986,0.030938777037211918,45409375.92283435,15687899.955862883,985610.5080726079,15988321.185273422,184364606.12996674,45190624.422144555,7681736.15971857,363333.04003519577,53938109.54304794,6559463.791344894,21516535.12095599,970758.7190642606,1252983.382670759,44845615.58152477,3865272.3260261887,2914.2388032472863,3708783.680154859,113216144.20085119,52104423.64791221,222.8226376774802,750.8432321454758,906.7463611710664,5532330.467725486,14180952.491984842,6061.764496112972,2380.400632003342,0,150.65470060320732,0,0,52017998.7840206,0,74.27421255916006,0,0,0,0,0,74.38751975010443,0,0,0,0,0,0,0,0.1368831249517788,0.06364179676336368,0.012305568798132821,0.011473498417315993,0.6953359319536765,0.06519030162258324,0.001607624527976219,0.001955911180528895,0.0010879550921037053,0.018126000117687384,0.00137583132399787,0.015275203181727292,0.008983962091094146
1720455265.939,0.5708766540036517,0.22905479123497147,0.05146535631845374,0.041714549735382855,2.8354414875649425,0.18369767421961075,0.005055539816708047,0.005872751665426296,0.0035028034705622047,0.068559855559336,0.004973803040169644,0.06246208920498404,0.030345767122536296,36227138.11136126,13144236.245775389,992238.5641969629,15522377.327818219,188082460.94517145,51529575.32133676,10307075.215422813,538514.9661469207,51772061.97432492,6450853.428361656,21976438.052356407,1005595.3247326057,1259040.3334917908,35774124.62108454,3245891.0742977452,2865.126553152324,3599120.5678883013,94213045.8659906,50915175.32133676,224.3318241565649,669.1474106478374,797.8043382027446,5443338.502587612,14484112.00625151,11140.662329547544,2396.46030643215,0,151.2918536576357,0,0,55815102.604845464,0,74.77727471885497,0,0,0,0,0,74.88938457600469,0,0,0,0,0,0,0,0.11636162879996133,0.054185389832964295,0.012474974490002956,0.009726266345350211,0.69715785582701,0.055111383152188394,0.001419257442147953,0.0016801504894354872,0.0009922275970227178,0.020449341459517673,0.0013782907101538102,0.01672320038769536,0.009800857010062404
1720455270.939,0.5348540296452121,0.231582069441949,0.05228432862184419,0.04140940400382369,2.831767508467988,0.2060872269480343,0.005238440973106736,0.00583193289233494,0.00324017519023185,0.06841818317000808,0.005465329487804425,0.06220977252998809,0.03058253384515771,43327641.35834114,15336781.630673038,785471.2876662746,15798114.930695983,190808460.65855962,43736527.69144083,7706066.741875615,358896.92566285306,77609378.58786055,8637356.684347749,21325023.235660512,1003578.1338705247,1274075.3676810656,35661751.70146193,3783527.1120054615,2816.9034476517963,3663268.796646936,97652379.14376146,43219102.16842067,223.58892244987084,666.2690451661877,507.3792249159441,7286335.844646229,14054806.261170993,12826.957238348137,151.549347886412,0,147.1845916130655,0,0,53842532.95574435,0,74.52964081662361,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11296638299843337,0.06309984803774656,0.014319377933972295,0.011317431606360253,0.7039825514947404,0.055777681603737576,0.0014057137511655077,0.0017535254396054548,0.0008917652520509197,0.0177971054083571,0.0014847672539219294,0.015067102480660908,0.008790071809055179
